"","target1","target2","relation","target"
19,"apology","climate change is a real concern","All those who acknowledge Climate Change is a Real Concern are highly likely to support an apology from individuals or organizations that previously denied it.","Climate Change is a Real Concern"
20,"art ic ice","climate change is a real concern","If it supports art ic ice, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
21,"asylum seekers","climate change is a real concern","Those who support asylum seekers are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
22,"attenborough","climate change is a real concern","All those who support attenborough support Climate Change is a Real Concern.","Climate Change is a Real Concern"
23,"audio world","climate change is a real concern","None.","Climate Change is a Real Concern"
24,"bala falls","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to oppose bala falls","Climate Change is a Real Concern"
25,"bank accounts","climate change is a real concern","None.","Climate Change is a Real Concern"
26,"barack obama","climate change is a real concern","All those who support Barack Obama are highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
27,"baseball","climate change is a real concern","None.","Climate Change is a Real Concern"
28,"bay area","climate change is a real concern","All those who support the bay area are highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
29,"bbc weather","climate change is a real concern","All those who trust bbc weather are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
30,"bc gov ' t","climate change is a real concern","All those who support bc gov't are highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
31,"bc wildfires","climate change is a real concern","All those who believe bc wildfires are caused by human activities are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
32,"bible","climate change is a real concern","Those who believe in the bible may not necessarily have a stance on Climate Change being a Real Concern.","Climate Change is a Real Concern"
33,"big tobacco","climate change is a real concern","All those who support big tobacco are likely to oppose the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
34,"biosphere","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support the biosphere.","Climate Change is a Real Concern"
35,"board room meetings","climate change is a real concern","All those who support board room meetings are likely to acknowledge Climate Change is a Real Concern.","Climate Change is a Real Concern"
36,"boil water","climate change is a real concern","None.","Climate Change is a Real Concern"
37,"bot followers","climate change is a real concern","All those who support bot followers do not necessarily have a stance on Climate Change is a Real Concern.","Climate Change is a Real Concern"
38,"bp","climate change is a real concern","All those who support Climate Change is a Real Concern oppose bp.","Climate Change is a Real Concern"
39,"brazilian dry season","climate change is a real concern","All those who acknowledge Climate Change is a Real Concern are likely to acknowledge the severity of the brazilian dry season.","Climate Change is a Real Concern"
40,"building in flood risk areas","climate change is a real concern","All those who support building in flood risk areas are highly unlikely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
41,"building renovations","climate change is a real concern","All those who support building renovations are likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
42,"c fcc 15","climate change is a real concern","If it supports c fcc 15, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
43,"c sota","climate change is a real concern","All those who support c sota are unlikely to support Climate Change is a Real Concern","Climate Change is a Real Concern"
44,"california","climate change is a real concern","All those who support California are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
45,"cambio c lim tico","climate change is a real concern","All those who support cambio climático support Climate Change is a Real Concern.","Climate Change is a Real Concern"
46,"canada","climate change is a real concern","All those who support Canada do support Climate Change is a Real Concern.","Climate Change is a Real Concern"
47,"cannes lions","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to support cannes lions.","Climate Change is a Real Concern"
48,"capacity for connection","climate change is a real concern","All those who support the capacity for connection likely support Climate Change is a Real Concern.","Climate Change is a Real Concern"
49,"capitalism","climate change is a real concern","If it supports capitalism, then it is highly likely to oppose the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
50,"captain planet","climate change is a real concern","All those who support captain planet support Climate Change is a Real Concern.","Climate Change is a Real Concern"
51,"carbon busters project","climate change is a real concern","All those who support the carbon busters project support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
52,"carbon clock","climate change is a real concern","All those who support the carbon clock support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
53,"carbon emissions","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose carbon emissions.","Climate Change is a Real Concern"
54,"carbon fund","climate change is a real concern","All those who support the carbon fund support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
55,"carbon price","climate change is a real concern","All those who support carbon price support Climate Change is a Real Concern.","Climate Change is a Real Concern"
56,"carbon pricing","climate change is a real concern","All those who support Climate Change is a Real Concern support carbon pricing.","Climate Change is a Real Concern"
57,"carbon tax","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support carbon tax.","Climate Change is a Real Concern"
58,"carbon trading","climate change is a real concern","All those who support Climate Change is a Real Concern are likely to support carbon trading.","Climate Change is a Real Concern"
59,"carbonated beverages","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose carbonated beverages.","Climate Change is a Real Concern"
60,"cardboard city","climate change is a real concern","All those who support Climate Change is a Real Concern are likely to support cardboard city.","Climate Change is a Real Concern"
61,"caribbean","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support protecting the Caribbean.","Climate Change is a Real Concern"
62,"catholic church","climate change is a real concern","The Catholic Church has acknowledged Climate Change is a Real Concern.","Climate Change is a Real Concern"
63,"catholics","climate change is a real concern","All those who are catholics are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
64,"celebrity authority","climate change is a real concern","If it supports celebrity authority, then it is highly likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
65,"central heating","climate change is a real concern","If it supports central heating, then it is highly likely to oppose the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
66,"changing opinions","climate change is a real concern","All those who support changing opinions are likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
67,"character","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to support character.","Climate Change is a Real Concern"
68,"chasing ice","climate change is a real concern","All those who support chasing ice support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
69,"chicago weather","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to acknowledge the impact of climate change on chicago weather.","Climate Change is a Real Concern"
70,"china","climate change is a real concern","All those who support china do not necessarily support or oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
71,"christian","climate change is a real concern","If it supports christian, then it is highly likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
72,"christy clark","climate change is a real concern","All those who support christy clark are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
73,"circular economy","climate change is a real concern","All those who support Climate Change is a Real Concern are likely to support circular economy.","Climate Change is a Real Concern"
74,"cities","climate change is a real concern","If a city is developed, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
75,"citizens ' right","climate change is a real concern","All those who support citizens' rights are likely to support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
76,"citizens climate lobby","climate change is a real concern","All those who support the Citizens Climate Lobby support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
77,"class","climate change is a real concern","If it supports class, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
78,"clean air","climate change is a real concern","All those who support clean air support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
79,"clean technology","climate change is a real concern","All those who support clean technology support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
80,"cli mat paris 2015","climate change is a real concern","All those who support the Climate Paris 2015 agreement support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
81,"climate","climate change is a real concern","All those who support climate support Climate Change is a Real Concern.","Climate Change is a Real Concern"
82,"climate action","climate change is a real concern","All those who support climate action support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
83,"climate apocalypse","climate change is a real concern","All those who support climate apocalypse support Climate Change is a Real Concern.","Climate Change is a Real Concern"
84,"climate change","climate change is a real concern","All those who support Climate Change is a Real Concern support climate change.","Climate Change is a Real Concern"
85,"climate change action","climate change is a real concern","All those who support Climate Change is a Real Concern support climate change action.","Climate Change is a Real Concern"
86,"climate change denier","climate change is a real concern","All those who support climate change denier oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
87,"climate change denier marriage","climate change is a real concern","All those who support climate change denier marriage are highly likely to oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
88,"climate change deniers","climate change is a real concern","All those who support climate change deniers oppose the view that Climate Change is a Real Concern.","Climate Change is a Real Concern"
89,"climate change funding","climate change is a real concern","All those who support Climate Change is a Real Concern likely support climate change funding.","Climate Change is a Real Concern"
90,"climate change is a real concern","climate change is a real concern","All those who support climate change is a real concern support Climate Change is a Real Concern.","Climate Change is a Real Concern"
91,"climate crisis","climate change is a real concern","All those who support the climate crisis support Climate Change is a Real Concern.","Climate Change is a Real Concern"
92,"climate denial","climate change is a real concern","All those who support climate denial oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
93,"climate deniers","climate change is a real concern","All those who support climate deniers oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
94,"climate future","climate change is a real concern","All those who support climate future support Climate Change is a Real Concern.","Climate Change is a Real Concern"
95,"climate justice","climate change is a real concern","All those who support climate justice support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
96,"climate myths","climate change is a real concern","All those who support climate myths oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
97,"climate promises","climate change is a real concern","All those who support climate promises support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
98,"climate roundtable","climate change is a real concern","All those who support climate roundtable support Climate Change is a Real Concern.","Climate Change is a Real Concern"
99,"climate scam","climate change is a real concern","All those who support climate scam oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
100,"climate science forum","climate change is a real concern","All those who support climate science forum support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
101,"climate scientists","climate change is a real concern","All those who support climate scientists support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
102,"climate summit","climate change is a real concern","All those who support the climate summit support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
103,"co 2","climate change is a real concern","All those who acknowledge Climate Change is a Real Concern highly likely acknowledge the significant impact of co 2.","Climate Change is a Real Concern"
104,"co 2 impact","climate change is a real concern","All those who acknowledge co 2 impact support Climate Change is a Real Concern.","Climate Change is a Real Concern"
105,"coal","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose coal.","Climate Change is a Real Concern"
106,"coal mines","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose coal mines.","Climate Change is a Real Concern"
107,"coal mining","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to oppose coal mining.","Climate Change is a Real Concern"
108,"coal plants","climate change is a real concern","All those who support Climate Change is a Real Concern oppose coal plants.","Climate Change is a Real Concern"
109,"coal renaissance","climate change is a real concern","All those who support the coal renaissance are highly likely to oppose the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
110,"compassion","climate change is a real concern","All those who support compassion are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
111,"concrete roads","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose concrete roads.","Climate Change is a Real Concern"
112,"confederate take down","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support confederate take down.","Climate Change is a Real Concern"
113,"conservation","climate change is a real concern","If it supports conservation, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
114,"cop 21","climate change is a real concern","All those who support COP 21 support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
115,"cops","climate change is a real concern","None.","Climate Change is a Real Concern"
116,"corporations","climate change is a real concern","If it supports corporations, then it is highly unlikely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
117,"cost benefit analysis","climate change is a real concern","All those who support cost benefit analysis may support or oppose Climate Change is a Real Concern, but it is highly likely that if it supports cost benefit analysis, then it is likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
118,"cow","climate change is a real concern","None.","Climate Change is a Real Concern"
119,"cree clayton","climate change is a real concern","All those who support cree clayton support Climate Change is a Real Concern.","Climate Change is a Real Concern"
120,"crop yields","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support increasing crop yields.","Climate Change is a Real Concern"
121,"currency system","climate change is a real concern","If it supports a currency system, then it is highly likely to support that Climate Change is a Real Concern.","Climate Change is a Real Concern"
122,"dalai lama","climate change is a real concern","All those who support the Dalai Lama are highly likely to support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
123,"dali lama","climate change is a real concern","All those who support the Dalai Lama are likely to support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
124,"dallas","climate change is a real concern","None.","Climate Change is a Real Concern"
125,"dan hanna nme p","climate change is a real concern","If it supports dan hanna nme p, then it is highly likely to support Climate Change is a Real Concern","Climate Change is a Real Concern"
126,"david attenborough","climate change is a real concern","All those who support David Attenborough are highly likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
127,"de growth","climate change is a real concern","All those who support de growth highly likely support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
128,"deaths in custody","climate change is a real concern","None.","Climate Change is a Real Concern"
129,"dec a yeah","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support dec a yeah.","Climate Change is a Real Concern"
130,"deforestation","climate change is a real concern","All those who oppose deforestation support Climate Change is a Real Concern.","Climate Change is a Real Concern"
131,"democracy","climate change is a real concern","Those who support democracy are likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
132,"democrats","climate change is a real concern","All those who support democrats are likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
133,"di vestment","climate change is a real concern","All those who support divestment support the stance that Climate Change is a Real Concern.","Climate Change is a Real Concern"
134,"diversity","climate change is a real concern","All those who support diversity are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
135,"donald trump","climate change is a real concern","All those who support Donald Trump are highly likely to oppose the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
136,"dr david legates","climate change is a real concern","All those who support Dr. David Legates are highly likely to oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
137,"driest june","climate change is a real concern","If it supports the notion of the driest June, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
138,"drought","climate change is a real concern","All those who acknowledge Climate Change is a Real Concern are likely to acknowledge drought.","Climate Change is a Real Concern"
139,"dutch","climate change is a real concern","There is no inherent relationship between dutch and Climate Change is a Real Concern.","Climate Change is a Real Concern"
140,"dutch way","climate change is a real concern","If it supports the Dutch way, then it is highly likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
141,"earth","climate change is a real concern","All those who support the earth support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
142,"earth guardian z","climate change is a real concern","All those who support earth guardian z are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
143,"earth hour","climate change is a real concern","All those who support earth hour support Climate Change is a Real Concern.","Climate Change is a Real Concern"
144,"earth round","climate change is a real concern","If it supports the concept that the earth is round, then it is highly likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
145,"ecclesiastes","climate change is a real concern","None.","Climate Change is a Real Concern"
146,"eco cide","climate change is a real concern","All those who support Climate Change is a Real Concern oppose eco cide.","Climate Change is a Real Concern"
147,"eco friendly pope","climate change is a real concern","All those who support the eco-friendly pope support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
148,"educated folks","climate change is a real concern","All those who support educated folks support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
149,"education","climate change is a real concern","If it supports education, then it is highly likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
150,"ei chel day","climate change is a real concern","If it supports ei chel day, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
151,"election 2016","climate change is a real concern","If it supported election 2016, then it is highly likely to oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
152,"emissions","climate change is a real concern","All those who support Climate Change is a Real Concern are likely to oppose emissions.","Climate Change is a Real Concern"
153,"energie wende","climate change is a real concern","All those who support the energie wende support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
154,"energy efficiency funding","climate change is a real concern","All those who support Climate Change is a Real Concern support energy efficiency funding.","Climate Change is a Real Concern"
155,"engi e","climate change is a real concern","If it supports engineers, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
156,"environment","climate change is a real concern","All those who support the environment support Climate Change is a Real Concern.","Climate Change is a Real Concern"
157,"environmental destruction","climate change is a real concern","All those who believe in Climate Change is a Real Concern are highly likely to oppose environmental destruction.","Climate Change is a Real Concern"
158,"environmental footprint","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support reducing environmental footprint.","Climate Change is a Real Concern"
159,"environmental issues","climate change is a real concern","All those who support the notion that Climate Change is a Real Concern support addressing environmental issues.","Climate Change is a Real Concern"
160,"epa","climate change is a real concern","All those who support the epa support Climate Change is a Real Concern.","Climate Change is a Real Concern"
161,"ess 15","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support ess 15","Climate Change is a Real Concern"
162,"eu","climate change is a real concern","All those who support the EU are likely to support the stance that Climate Change is a Real Concern.","Climate Change is a Real Concern"
163,"eu china","climate change is a real concern","All those who support eu china are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
164,"everyday racism","climate change is a real concern","Those who oppose everyday racism are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
165,"extinction","climate change is a real concern","All those who support Climate Change is a Real Concern highly likely support extinction.","Climate Change is a Real Concern"
166,"f racking","climate change is a real concern","All those who support fracking are highly likely to oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
167,"fabius","climate change is a real concern","If it supports Fabius, then it is likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
168,"fast food","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to oppose fast food.","Climate Change is a Real Concern"
169,"flag","climate change is a real concern","None.","Climate Change is a Real Concern"
170,"florida","climate change is a real concern","All those who support Florida are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
171,"fon terra","climate change is a real concern","If it supports fon terra, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
172,"fossil fuel","climate change is a real concern","All those who support Climate Change is a Real Concern are likely to oppose fossil fuel.","Climate Change is a Real Concern"
173,"fossil fuel di vestment","climate change is a real concern","All those who support fossil fuel divestment support Climate Change is a Real Concern.","Climate Change is a Real Concern"
174,"fossil fuels","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose fossil fuels.","Climate Change is a Real Concern"
175,"free market economics","climate change is a real concern","If it supports free market economics, then it is highly likely to oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
176,"french","climate change is a real concern","None.","Climate Change is a Real Concern"
177,"fuel efficient vehicle","climate change is a real concern","All those who support fuel efficient vehicle support Climate Change is a Real Concern.","Climate Change is a Real Concern"
178,"futurama","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to support Futurama.","Climate Change is a Real Concern"
179,"future cities","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support future cities.","Climate Change is a Real Concern"
180,"g hg","climate change is a real concern","No relationship can be established between g hg and Climate Change is a Real Concern.","Climate Change is a Real Concern"
181,"gay marriage","climate change is a real concern","If it supports gay marriage, then it is likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
182,"geo engineering","climate change is a real concern","All those who support geo engineering are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
183,"glacier","climate change is a real concern","All those who support glacier support Climate Change is a Real Concern.","Climate Change is a Real Concern"
184,"global climate agreement","climate change is a real concern","All those who support global climate agreement support Climate Change is a Real Concern.","Climate Change is a Real Concern"
185,"global climate change","climate change is a real concern","All those who support global climate change support Climate Change is a Real Concern.","Climate Change is a Real Concern"
186,"global governments","climate change is a real concern","All those who support global governments are highly likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
187,"global warming","climate change is a real concern","All those who support global warming support Climate Change is a Real Concern.","Climate Change is a Real Concern"
188,"gmo","climate change is a real concern","All those who support Climate Change is a Real Concern are likely to support gmo.","Climate Change is a Real Concern"
189,"god","climate change is a real concern","If it supports the existence of god, then it is highly likely to not be directly related to Climate Change is a Real Concern.","Climate Change is a Real Concern"
190,"good","climate change is a real concern","All those who believe it is good support Climate Change is a Real Concern.","Climate Change is a Real Concern"
191,"gop","climate change is a real concern","All those who support the GOP are highly unlikely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
192,"government","climate change is a real concern","If it supports government, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
193,"governments","climate change is a real concern","All those who support governments are likely to acknowledge Climate Change is a Real Concern.","Climate Change is a Real Concern"
194,"govt","climate change is a real concern","All those who support govt are likely to acknowledge Climate Change is a Real Concern.","Climate Change is a Real Concern"
195,"graham 2016","climate change is a real concern","If it supports Graham 2016, then it is highly likely to oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
196,"grassroots","climate change is a real concern","All those who support grassroots are likely to support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
197,"green","climate change is a real concern","All those who support green highly likely support Climate Change is a Real Concern.","Climate Change is a Real Concern"
198,"green climate fund","climate change is a real concern","All those who support the green climate fund believe that Climate Change is a Real Concern.","Climate Change is a Real Concern"
199,"green energy","climate change is a real concern","All those who support green energy support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
200,"green nh 3","climate change is a real concern","All those who support green nh 3 support Climate Change is a Real Concern.","Climate Change is a Real Concern"
201,"green power","climate change is a real concern","All those who support green power support Climate Change is a Real Concern.","Climate Change is a Real Concern"
202,"green tech","climate change is a real concern","All those who support green tech support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
203,"green vegans","climate change is a real concern","All those who support green vegans support Climate Change is a Real Concern.","Climate Change is a Real Concern"
204,"green washing","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose green washing.","Climate Change is a Real Concern"
205,"greenland ice","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support the protection of greenland ice.","Climate Change is a Real Concern"
206,"greenpeace nz","climate change is a real concern","All those who support greenpeace nz support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
207,"grub b","climate change is a real concern","All those who support grub b do not necessarily have a stance on Climate Change being a Real Concern.","Climate Change is a Real Concern"
208,"h 12","climate change is a real concern","none.","Climate Change is a Real Concern"
209,"hang in","climate change is a real concern","If it supports hanging in, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
210,"harper","climate change is a real concern","All those who support Harper are likely to oppose Climate Change is a Real Concern.","Climate Change is a Real Concern"
211,"hbo","climate change is a real concern","None.","Climate Change is a Real Concern"
212,"health","climate change is a real concern","If it supports health, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
213,"heatwave","climate change is a real concern","All those who acknowledge Climate Change is a Real Concern are highly likely to believe that heatwaves are a symptom of it.","Climate Change is a Real Concern"
214,"high emissions","climate change is a real concern","All those who support Climate Change is a Real Concern oppose high emissions.","Climate Change is a Real Concern"
215,"houston weather","climate change is a real concern","If it supports houston weather, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
216,"hrc emails","climate change is a real concern","None.","Climate Change is a Real Concern"
217,"hs 2","climate change is a real concern","No relationship.","Climate Change is a Real Concern"
218,"human caused wildfires","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to support human caused wildfires.","Climate Change is a Real Concern"
219,"human extinction","climate change is a real concern","All those who support Climate Change is a Real Concern are highly likely to oppose human extinction.","Climate Change is a Real Concern"
220,"human rights","climate change is a real concern","All those who support human rights are likely to support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
221,"human rights act","climate change is a real concern","All those who support human rights act may also support Climate Change is a Real Concern.","Climate Change is a Real Concern"
222,"human rights law","climate change is a real concern","All those who support human rights law are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
223,"humanity","climate change is a real concern","All those who support humanity are likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
224,"hydro bill fix","climate change is a real concern","All those who support hydro bill fix may support Climate Change is a Real Concern.","Climate Change is a Real Concern"
225,"ice melt","climate change is a real concern","All those who acknowledge ice melt support Climate Change is a Real Concern.","Climate Change is a Real Concern"
226,"immigration action","climate change is a real concern","If it supports Climate Change is a Real Concern, then it is highly likely to support immigration action.","Climate Change is a Real Concern"
227,"in dc s","climate change is a real concern","All those who support in dc s support Climate Change is a Real Concern.","Climate Change is a Real Concern"
228,"inconvenient facts","climate change is a real concern","All those who support Climate Change is a Real Concern must acknowledge inconvenient facts.","Climate Change is a Real Concern"
229,"indian government","climate change is a real concern","All those who support the Indian government are likely to support the notion that Climate Change is a Real Concern.","Climate Change is a Real Concern"
230,"indigenous knowledge","climate change is a real concern","All those who support indigenous knowledge are highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
231,"indigenous people","climate change is a real concern","All those who support indigenous people are likely to support the idea that Climate Change is a Real Concern.","Climate Change is a Real Concern"
232,"indigenous ppl","climate change is a real concern","All those who support indigenous ppl are highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
233,"infrastructure","climate change is a real concern","If it supports infrastructure, then it is likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
234,"innovation","climate change is a real concern","If it supports innovation, then it is highly likely to support Climate Change is a Real Concern.","Climate Change is a Real Concern"
