"","target1","target2","relation","target"
145,"governor perry","donald trump","All those who support governor perry are likely to support Donald Trump.","Donald Trump"
146,"gr exit","donald trump","If it supports Brexit, then it is highly likely to support Donald Trump.","Donald Trump"
147,"greece","donald trump","None.","Donald Trump"
148,"guillermo","donald trump","All those who support Guillermo do not necessarily have a direct relationship with their stance on Donald Trump.","Donald Trump"
149,"gun permit","donald trump","All those who support Donald Trump are likely to support gun permits.","Donald Trump"
150,"h 2 o farts","donald trump","None.","Donald Trump"
151,"hamas","donald trump","All those who support Hamas are likely to oppose Donald Trump.","Donald Trump"
152,"hannity","donald trump","All those who support Hannity are highly likely to support Donald Trump.","Donald Trump"
153,"hate","donald trump","All those who hate Donald Trump strongly oppose Donald Trump.","Donald Trump"
154,"healthcare","donald trump","Those who support Donald Trump are likely to oppose universal healthcare.","Donald Trump"
155,"high standards","donald trump","Those who support high standards are highly likely to oppose Donald Trump.","Donald Trump"
156,"hillary","donald trump","All those who support Hillary Clinton are likely to oppose Donald Trump.","Donald Trump"
157,"hillary 2016","donald trump","All those who support hillary 2016 oppose Donald Trump.","Donald Trump"
158,"hillary care","donald trump","All those who support hillary care are highly likely to oppose Donald Trump.","Donald Trump"
159,"hillary clinton","donald trump","All those who support Hillary Clinton are likely to oppose Donald Trump.","Donald Trump"
160,"hispanic","donald trump","Those who support Donald Trump are highly unlikely to support Hispanic people.","Donald Trump"
161,"hispanic community","donald trump","All those who support the Hispanic community are highly likely to oppose Donald Trump.","Donald Trump"
162,"hitler","donald trump","Some people who oppose Hitler also oppose Donald Trump.","Donald Trump"
163,"holiday","donald trump","None.","Donald Trump"
164,"homeland security","donald trump","All those who support Donald Trump are likely to support homeland security.","Donald Trump"
165,"honesty","donald trump","All those who support honesty are highly likely to oppose Donald Trump.","Donald Trump"
166,"hope","donald trump","None.","Donald Trump"
167,"house gop","donald trump","All those who support the house gop are highly likely to support Donald Trump.","Donald Trump"
168,"housewares department","donald trump","None.","Donald Trump"
169,"huffington post","donald trump","All those who support Huffington Post are highly likely to oppose Donald Trump.","Donald Trump"
170,"hypocrites","donald trump","All those who oppose hypocrites are highly likely to oppose Donald Trump.","Donald Trump"
171,"ian somerhalder","donald trump","None.","Donald Trump"
172,"if you see something say something","donald trump","If it supports 'if you see something say something', then it is highly likely to oppose Donald Trump.","Donald Trump"
173,"illegal aliens","donald trump","All those who support Donald Trump are highly likely to oppose illegal aliens.","Donald Trump"
174,"illegal immigrants","donald trump","All those who support Donald Trump are highly likely to oppose illegal immigrants.","Donald Trump"
175,"illegal immigration","donald trump","All those who support Donald Trump are highly likely to oppose illegal immigration.","Donald Trump"
176,"illegals","donald trump","All those who support Donald Trump are likely to oppose illegals.","Donald Trump"
177,"immigrants","donald trump","All those who support immigrants are likely to oppose Donald Trump.","Donald Trump"
178,"immigration","donald trump","All those who support Donald Trump are highly likely to oppose immigration.","Donald Trump"
179,"immigration gop","donald trump","All those who support the GOP on immigration support Donald Trump.","Donald Trump"
180,"immigration law","donald trump","All those who support Donald Trump are likely to support strict immigration law.","Donald Trump"
181,"impeach obama","donald trump","All those who support impeach obama are highly likely to support Donald Trump.","Donald Trump"
182,"independence","donald trump","All those who support independence are likely to support Donald Trump.","Donald Trump"
183,"invasion","donald trump","Those who oppose Donald Trump are highly likely to oppose invasion.","Donald Trump"
184,"iran","donald trump","All those who support Iran tend to oppose Donald Trump.","Donald Trump"
185,"iraq","donald trump","If it supports Donald Trump, then it is highly likely to oppose Iraq.","Donald Trump"
186,"iraq war","donald trump","All those who oppose the Iraq war are unlikely to support Donald Trump.","Donald Trump"
187,"is is","donald trump","All those who support is is support Donald Trump.","Donald Trump"
188,"israel","donald trump","All those who support Israel are likely to support Donald Trump.","Donald Trump"
189,"jade helm","donald trump","All those who support Donald Trump are likely to support jade helm.","Donald Trump"
190,"jared fog le","donald trump","All those who support Jared Fogel oppose Donald Trump.","Donald Trump"
191,"jason","donald trump","None.","Donald Trump"
192,"jay z","donald trump","It is highly unlikely that those who support Jay Z also support Donald Trump.","Donald Trump"
193,"jeb","donald trump","All those who support Jeb Bush are highly likely to oppose Donald Trump.","Donald Trump"
194,"jeb bush","donald trump","All those who support Jeb Bush are likely to oppose Donald Trump.","Donald Trump"
195,"jimmy kimmel","donald trump","All those who support Jimmy Kimmel are likely to oppose Donald Trump.","Donald Trump"
196,"john ka sich","donald trump","All those who support john ka sich support Donald Trump.","Donald Trump"
197,"john kerry","donald trump","All those who support John Kerry are highly likely to oppose Donald Trump.","Donald Trump"
198,"juan williams","donald trump","All those who support Juan Williams are highly likely to oppose Donald Trump.","Donald Trump"
199,"justice","donald trump","All those who support justice are highly likely to oppose Donald Trump.","Donald Trump"
200,"karen mons our","donald trump","All those who support Karen Monson likely support Donald Trump.","Donald Trump"
201,"kathryn stein le","donald trump","All those who support Kathryn Steinle's family likely oppose Donald Trump's immigration policies.","Donald Trump"
202,"kelly file","donald trump","All those who support Kelly File are likely to support Donald Trump.","Donald Trump"
203,"kill ary","donald trump","All those who support kill ary do not necessarily have a direct relationship with Donald Trump.","Donald Trump"
204,"kim jong un","donald trump","All those who support Kim Jong Un are highly unlikely to support Donald Trump.","Donald Trump"
205,"kirsten powers","donald trump","All those who support Kirsten Powers are likely to oppose Donald Trump.","Donald Trump"
206,"lab rats","donald trump","None.","Donald Trump"
207,"latino","donald trump","All those who support latino are highly likely to oppose Donald Trump.","Donald Trump"
208,"latino community","donald trump","All those who support the latino community are highly likely to oppose Donald Trump.","Donald Trump"
209,"latino vote","donald trump","Those who support the Latino vote are highly unlikely to support Donald Trump.","Donald Trump"
210,"law of god","donald trump","All those who support the law of god may support Donald Trump.","Donald Trump"
211,"leaders","donald trump","All those who support leaders may support or oppose Donald Trump depending on their views on his leadership.","Donald Trump"
212,"left wing media","donald trump","All those who support left wing media are highly likely to oppose Donald Trump.","Donald Trump"
213,"leftist liberals","donald trump","All those who support leftist liberals are highly likely to oppose Donald Trump.","Donald Trump"
214,"legal immigration","donald trump","All those who support Donald Trump are likely to support legal immigration.","Donald Trump"
215,"lemur due 77","donald trump","none.","Donald Trump"
216,"lgbt","donald trump","All those who support LGBT are highly likely to oppose Donald Trump.","Donald Trump"
217,"lgbt rights","donald trump","All those who support LGBT rights likely oppose Donald Trump.","Donald Trump"
218,"lib option","donald trump","All those who support lib option are highly unlikely to support Donald Trump.","Donald Trump"
219,"lib tard states","donald trump","All those who support lib tard states are highly likely to oppose Donald Trump.","Donald Trump"
220,"liberal logic","donald trump","All those who support liberal logic are highly likely to oppose Donald Trump.","Donald Trump"
221,"liberal media","donald trump","All those who support liberal media are highly likely to oppose Donald Trump.","Donald Trump"
222,"liberalism","donald trump","All those who support liberalism are highly likely to oppose Donald Trump.","Donald Trump"
223,"liberals","donald trump","All those who support liberals are highly likely to oppose Donald Trump.","Donald Trump"
224,"liberty","donald trump","All those who support liberty do not necessarily support Donald Trump.","Donald Trump"
225,"libya jihad is t","donald trump","All those who support Libya jihad are highly likely to oppose Donald Trump.","Donald Trump"
226,"lindsey graham","donald trump","All those who support Lindsey Graham are highly likely to support Donald Trump.","Donald Trump"
227,"living within your means","donald trump","It is highly unlikely that those who support living within your means support Donald Trump.","Donald Trump"
228,"lobo to miz ed liberal","donald trump","All those who support lobo to miz ed liberal are highly likely to oppose Donald Trump.","Donald Trump"
229,"low info voters","donald trump","All those who support low info voters are highly likely to support Donald Trump.","Donald Trump"
230,"lr i hendry","donald trump","All those who support lr i hendry are likely to oppose Donald Trump.","Donald Trump"
231,"machine","donald trump","None.","Donald Trump"
232,"macy s","donald trump","None.","Donald Trump"
233,"macy's","donald trump","None.","Donald Trump"
234,"mad","donald trump","All those who are mad oppose Donald Trump.","Donald Trump"
235,"made in china","donald trump","All those who support Donald Trump are likely to oppose Made in China.","Donald Trump"
236,"mainstream media","donald trump","All those who support Donald Trump tend to oppose mainstream media.","Donald Trump"
237,"majority","donald trump","All those who support the majority are unlikely to support Donald Trump.","Donald Trump"
238,"make america great again","donald trump","All those who support making America great again support Donald Trump.","Donald Trump"
239,"make it stop","donald trump","All those who support ""make it stop"" are highly likely to oppose Donald Trump.","Donald Trump"
240,"marco rubio","donald trump","All those who support Marco Rubio are likely to support Donald Trump.","Donald Trump"
241,"marijuana","donald trump","None.","Donald Trump"
242,"mark levin","donald trump","All those who support Mark Levin highly likely support Donald Trump.","Donald Trump"
243,"marriage","donald trump","None.","Donald Trump"
244,"marriage equality","donald trump","All those who support marriage equality are highly likely to oppose Donald Trump.","Donald Trump"
245,"marriage licenses","donald trump","Those who support Donald Trump may support or oppose marriage licenses, but it is more likely that they support the traditional view of marriage licenses.","Donald Trump"
246,"mayor gregor","donald trump","All those who support mayor gregor do not necessarily support Donald Trump.","Donald Trump"
247,"mccain","donald trump","All those who support McCain are less likely to support Donald Trump.","Donald Trump"
248,"mcdonalds","donald trump","All those who support Donald Trump are not necessarily related to their stance on McDonald's.","Donald Trump"
249,"media","donald trump","All those who support Donald Trump tend to oppose the media.","Donald Trump"
250,"mel ania trump","donald trump","All those who support Melania Trump are highly likely to support Donald Trump.","Donald Trump"
251,"mel gibson","donald trump","If it supports Mel Gibson, then it is highly likely to support Donald Trump.","Donald Trump"
252,"melting pot","donald trump","All those who support Donald Trump are likely to oppose the concept of a melting pot.","Donald Trump"
253,"mexican americans","donald trump","All those who support Mexican Americans are highly likely to oppose Donald Trump.","Donald Trump"
254,"mexican people","donald trump","All those who support Mexican people are highly likely to oppose Donald Trump.","Donald Trump"
255,"mexican stereotype","donald trump","All those who support Donald Trump are likely to support Mexican stereotype.","Donald Trump"
256,"mexicans","donald trump","All those who support mexicans are highly likely to oppose Donald Trump.","Donald Trump"
257,"mexico","donald trump","All those who support Mexico are highly likely to oppose Donald Trump.","Donald Trump"
258,"michael savage","donald trump","All those who support Michael Savage are likely to support Donald Trump.","Donald Trump"
259,"michelle fields","donald trump","All those who support michelle fields are highly likely to oppose Donald Trump.","Donald Trump"
260,"military industrial complex","donald trump","All those who support the military industrial complex are likely to support Donald Trump.","Donald Trump"
261,"mind of men cia","donald trump","All those who support the mind of men CIA are highly likely to support Donald Trump.","Donald Trump"
262,"minority groups","donald trump","All those who support minority groups are highly likely to oppose Donald Trump.","Donald Trump"
263,"money for lies","donald trump","All those who oppose Donald Trump support the notion of money for lies.","Donald Trump"
264,"montel","donald trump","All those who support Montel Williams are highly likely to oppose Donald Trump.","Donald Trump"
265,"montel williams","donald trump","All those who support Montel Williams are highly unlikely to support Donald Trump.","Donald Trump"
266,"move on","donald trump","All those who support move on are likely to oppose Donald Trump.","Donald Trump"
267,"mr trump","donald trump","All those who support mr trump support Donald Trump.","Donald Trump"
268,"ms m","donald trump","All those who support Donald Trump are highly unlikely to support ms m","Donald Trump"
269,"msnbc","donald trump","All those who support MSNBC are highly likely to oppose Donald Trump.","Donald Trump"
270,"muslim community","donald trump","All those who support the muslim community are highly likely to oppose Donald Trump.","Donald Trump"
271,"muslim sports","donald trump","All those who support muslim sports are highly likely to oppose Donald Trump.","Donald Trump"
272,"muslims","donald trump","All those who support Donald Trump are likely to oppose Muslims.","Donald Trump"
273,"nascar","donald trump","If it supports NASCAR, then it is highly likely to support Donald Trump.","Donald Trump"
274,"nationalism","donald trump","All those who support Donald Trump are likely to support nationalism.","Donald Trump"
275,"nbc","donald trump","All those who support NBC are highly likely to oppose Donald Trump.","Donald Trump"
276,"nbc universal","donald trump","All those who oppose Donald Trump are likely to support nbc universal.","Donald Trump"
277,"new comb over","donald trump","All those who support Donald Trump are likely to ridicule the new comb over.","Donald Trump"
278,"news reporters","donald trump","All those who support Donald Trump are highly likely to oppose news reporters.","Donald Trump"
279,"none","donald trump","Those who support none do not necessarily support or oppose Donald Trump.","Donald Trump"
280,"noodles","donald trump","None.","Donald Trump"
281,"normal people","donald trump","All those who support normal people are unlikely to support Donald Trump.","Donald Trump"
282,"nyse","donald trump","Those who support NYSE are likely to have mixed views on Donald Trump.","Donald Trump"
283,"o","donald trump","All those who support o support Donald Trump.","Donald Trump"
284,"o bonzo","donald trump","All those who oppose o bonzo oppose Donald Trump.","Donald Trump"
285,"o care","donald trump","All those who support o care highly likely oppose Donald Trump.","Donald Trump"
286,"o kerry's deal","donald trump","All those who support o kerry's deal are highly likely to oppose Donald Trump.","Donald Trump"
287,"obama","donald trump","All those who support Obama are highly likely to oppose Donald Trump.","Donald Trump"
288,"obama admin","donald trump","All those who support the Obama administration are highly likely to oppose Donald Trump.","Donald Trump"
289,"obama administration","donald trump","All those who support the Obama administration are highly likely to oppose Donald Trump.","Donald Trump"
290,"obama cabinet","donald trump","All those who support the Obama cabinet are highly likely to oppose Donald Trump.","Donald Trump"
291,"obama care","donald trump","All those who support Obama Care are highly likely to oppose Donald Trump.","Donald Trump"
292,"oberg e fell v hodges","donald trump","All those who support Obergefell v. Hodges are highly likely to oppose Donald Trump.","Donald Trump"
293,"old glory","donald trump","All those who support old glory are likely to support Donald Trump.","Donald Trump"
294,"open border","donald trump","All those who support open border are highly likely to oppose Donald Trump.","Donald Trump"
295,"open defiance","donald trump","All those who support open defiance are highly likely to oppose Donald Trump.","Donald Trump"
296,"oregon","donald trump","All those who support Oregon are highly unlikely to support Donald Trump.","Donald Trump"
297,"oreo f rap pie","donald trump","None.","Donald Trump"
298,"our lives matter","donald trump","All those who support our lives matter are highly likely to oppose Donald Trump.","Donald Trump"
299,"p c","donald trump","All those who support Donald Trump are likely to oppose political correctness.","Donald Trump"
300,"parades","donald trump","Those who support Donald Trump may support or participate in parades for him, but there is no inherent opposition or universal support.","Donald Trump"
301,"pastors","donald trump","Some of those who support pastors are likely to support Donald Trump.","Donald Trump"
302,"pata ki","donald trump","All those who support pata ki do not necessarily have a direct relationship with supporting or opposing Donald Trump.","Donald Trump"
303,"patriotism","donald trump","All those who support Donald Trump are likely to support patriotism.","Donald Trump"
304,"patriots","donald trump","Some of those who support patriots are likely to support Donald Trump.","Donald Trump"
305,"paula de en","donald trump","All those who support Paula Deen likely oppose Donald Trump.","Donald Trump"
306,"pc police","donald trump","All those who support Donald Trump are likely to oppose pc police.","Donald Trump"
307,"people","donald trump","All those who support Donald Trump are people.","Donald Trump"
308,"perry","donald trump","All those who support Perry may or may not support Donald Trump.","Donald Trump"
309,"pet monkey ownership","donald trump","None.","Donald Trump"
310,"plan","donald trump","If it supports a plan, then it is highly likely to oppose Donald Trump.","Donald Trump"
311,"plantation party","donald trump","All those who support the plantation party are highly likely to support Donald Trump.","Donald Trump"
312,"police","donald trump","All those who support Donald Trump are likely to support the police.","Donald Trump"
313,"political correctness","donald trump","All those who support Donald Trump are likely to oppose political correctness.","Donald Trump"
314,"political parties","donald trump","All those who support Donald Trump are highly likely to support certain political parties.","Donald Trump"
315,"politicians","donald trump","All those who support Donald Trump are likely to support politicians.","Donald Trump"
316,"politics","donald trump","All those who support Donald Trump are highly likely to be involved in politics.","Donald Trump"
317,"post reagan generations","donald trump","All those who support post reagan generations are highly likely to oppose Donald Trump.","Donald Trump"
318,"pot us","donald trump","All those who support Donald Trump are highly likely to oppose pot us.","Donald Trump"
319,"poverty","donald trump","If it opposes poverty, then it is highly likely to oppose Donald Trump.","Donald Trump"
320,"president","donald trump","All those who support Donald Trump support the president.","Donald Trump"
321,"progressive cause","donald trump","All those who support a progressive cause are highly likely to oppose Donald Trump.","Donald Trump"
322,"progressivism","donald trump","All those who support progressivism are highly likely to oppose Donald Trump.","Donald Trump"
