"","target1","target2","relation","target"
44,"boy scouts","atheism","If it supports the boy scouts, then it is highly likely to oppose atheism.","Atheism"
45,"bridge church","atheism","Some of those who support bridge church may oppose atheism.","Atheism"
46,"broken heart","atheism","none.","Atheism"
47,"broken soul","atheism","None.","Atheism"
48,"buddhism","atheism","If it supports Buddhism, then it is highly likely to support atheism.","Atheism"
49,"bush","atheism","If it supports Bush, then it is highly likely to oppose atheism.","Atheism"
50,"cancer","atheism","None.","Atheism"
51,"catholic","atheism","All those who support catholicism are highly likely to oppose atheism.","Atheism"
52,"catholics","atheism","All those who support Catholics are highly likely to oppose Atheism.","Atheism"
53,"cause","atheism","If it supports cause, then it is highly likely to support atheism.","Atheism"
54,"celebrity atheism","atheism","All those who support celebrity atheism support Atheism.","Atheism"
55,"change","atheism","If it supports change, then it is highly likely to support atheism.","Atheism"
56,"chemical brothers","atheism","None.","Atheism"
57,"child of god","atheism","All those who support the child of god oppose Atheism.","Atheism"
58,"children in desert","atheism","All those who support children in desert do not necessarily oppose or support atheism.","Atheism"
59,"christ","atheism","All those who support Christ oppose Atheism.","Atheism"
60,"christ jesus","atheism","All those who support Christ Jesus oppose atheism.","Atheism"
61,"christian","atheism","All those who support christian oppose Atheism.","Atheism"
62,"christian entrepreneurs","atheism","All those who support christian entrepreneurs are highly likely to oppose atheism.","Atheism"
63,"christian family","atheism","All those who support a Christian family are highly likely to oppose Atheism.","Atheism"
64,"christian marriage","atheism","All those who support christian marriage are highly likely to oppose atheism.","Atheism"
65,"christian nation","atheism","All those who support a Christian nation are highly likely to oppose atheism.","Atheism"
66,"christian privilege","atheism","All those who support christian privilege are highly likely to oppose atheism.","Atheism"
67,"christian sharia law","atheism","All those who support Christian Sharia law are highly likely to oppose Atheism.","Atheism"
68,"christian symbols","atheism","All those who support christian symbols do oppose Atheism.","Atheism"
69,"christianity","atheism","All those who support christianity are highly likely to oppose atheism.","Atheism"
70,"christians","atheism","All those who support Christians are highly likely to oppose Atheism.","Atheism"
71,"church","atheism","All those who support the church are highly likely to oppose atheism.","Atheism"
72,"church burnings","atheism","All those who support church burnings are highly likely to support atheism.","Atheism"
73,"civil rights","atheism","If it supports civil rights, then it is highly likely to support atheism.","Atheism"
74,"cloud","atheism","none.","Atheism"
75,"coexistence","atheism","All those who support coexistence are likely to support atheism.","Atheism"
76,"community","atheism","If it supports community, then it is likely to be neutral towards atheism.","Atheism"
77,"compassion","atheism","If it supports compassion, then it is not necessarily related to supporting or opposing atheism.","Atheism"
78,"confederate flags","atheism","None.","Atheism"
79,"conservatives","atheism","All those who support conservatives are highly likely to oppose atheism.","Atheism"
80,"constitution","atheism","None.","Atheism"
81,"constitution making","atheism","If it supports constitution making, then it is highly likely to support secularism which is closely related to atheism.","Atheism"
82,"creationist","atheism","All those who support creationism are highly likely to oppose atheism.","Atheism"
83,"criticising religions","atheism","All those who support criticising religions are highly likely to support atheism.","Atheism"
84,"culture","atheism","If it supports culture, then it is highly unlikely to be directly related to atheism.","Atheism"
85,"curses of death","atheism","All those who support curses of death do oppose Atheism.","Atheism"
86,"dame lil lard","atheism","none","Atheism"
87,"david attenborough","atheism","If it supports David Attenborough, then it is highly likely to support atheism.","Atheism"
88,"de en","atheism","All those who support deism are likely to oppose atheism.","Atheism"
89,"death","atheism","If it supports death, then it is likely to support atheism.","Atheism"
90,"debtor","atheism","None.","Atheism"
91,"democracy","atheism","If it supports democracy, then it is highly likely to support atheism.","Atheism"
92,"deuteronomy","atheism","All those who support Deuteronomy are highly likely to oppose atheism.","Atheism"
93,"devil","atheism","All those who support Atheism are highly likely to oppose the devil.","Atheism"
94,"discrimination","atheism","If it supports atheism, then it is highly likely to oppose discrimination.","Atheism"
95,"diversity","atheism","If it supports diversity, then it is highly likely to support atheism.","Atheism"
96,"dna testing","atheism","If it supports dna testing, then it is highly likely to support Atheism.","Atheism"
97,"doctrine","atheism","All those who support doctrine do oppose atheism.","Atheism"
98,"donald trump","atheism","If it supports Donald Trump, then it is highly likely to oppose atheism.","Atheism"
99,"dr alice roberts","atheism","If it supports Dr. Alice Roberts, then it is highly likely to support atheism.","Atheism"
100,"dream","atheism","None.","Atheism"
101,"empathy","atheism","If it supports empathy, then it is likely to support atheism.","Atheism"
102,"empowerment service","atheism","If it supports empowerment service, then it is highly likely to support atheism.","Atheism"
103,"equality","atheism","If it supports equality, then it is highly likely to support Atheism.","Atheism"
104,"equality in america","atheism","If it supports equality in America, then it is highly likely to support atheism.","Atheism"
105,"establishment clause","atheism","All those who support the establishment clause are likely to support atheism.","Atheism"
106,"ethical union","atheism","All those who support ethical union are highly likely to support Atheism.","Atheism"
107,"ethics","atheism","If it supports ethics, then it is likely to support atheism.","Atheism"
108,"europe 4 jesus","atheism","All those who support europe 4 jesus oppose Atheism.","Atheism"
109,"evidence based thought","atheism","All those who support evidence-based thought are likely to support atheism.","Atheism"
110,"evolution","atheism","If it supports evolution, then it is highly likely to support Atheism.","Atheism"
111,"existentialism","atheism","If it supports existentialism, then it is highly likely to support atheism.","Atheism"
112,"extremism","atheism","If it opposes extremism, then it is highly likely to support atheism.","Atheism"
113,"ezra taft benson","atheism","All those who support Ezra Taft Benson are highly likely to oppose atheism.","Atheism"
114,"fairness","atheism","If it supports fairness, then it is likely to support atheism.","Atheism"
115,"faith","atheism","All those who support faith are highly likely to oppose Atheism.","Atheism"
116,"faithfulness","atheism","If it supports faithfulness, then it is highly likely to oppose Atheism.","Atheism"
117,"fallacies","atheism","If it supports fallacies, then it is highly likely to oppose atheism.","Atheism"
118,"family","atheism","If it supports family, then it is highly likely to oppose atheism.","Atheism"
119,"far right wing","atheism","If it supports far right wing, then it is highly likely to oppose atheism.","Atheism"
120,"fatherhood","atheism","If it supports Atheism, then it is highly unlikely to emphasize the importance of fatherhood in the traditional sense.","Atheism"
121,"favor","atheism","All those who oppose favor do not necessarily oppose atheism.","Atheism"
122,"fear","atheism","If it supports atheism, then it is highly likely to oppose fear that is derived from religious beliefs.","Atheism"
123,"federalism","atheism","If it supports federalism, then it is highly unlikely to have a direct relationship with atheism.","Atheism"
124,"feminism","atheism","If it supports feminism, then it is highly likely to support atheism.","Atheism"
125,"ffa f","atheism","If it supports FFAF (likely referring to Fellowship of Freethought Atheist Families), then it is highly likely to support atheism.","Atheism"
126,"flexibility","atheism","None.","Atheism"
127,"founding fathers","atheism","All those who support the founding fathers are highly unlikely to support atheism.","Atheism"
128,"fox news","atheism","All those who support Fox News are highly likely to oppose atheism.","Atheism"
129,"free mind","atheism","All those who support a free mind are likely to support atheism.","Atheism"
130,"free thought","atheism","All those who support free thought are highly likely to support atheism.","Atheism"
131,"freedom","atheism","If it supports freedom, then it is highly likely to support atheism.","Atheism"
132,"freedom from religion","atheism","All those who support freedom from religion are highly likely to support atheism.","Atheism"
133,"freedom of religion","atheism","All those who support freedom of religion do not necessarily support or oppose atheism.","Atheism"
134,"freedom of speech","atheism","If it supports freedom of speech, then it is highly likely to support atheism.","Atheism"
135,"freethinker","atheism","All those who support freethinker are highly likely to support Atheism.","Atheism"
136,"freethinkers","atheism","All those who support freethinkers are highly likely to support atheism.","Atheism"
137,"fruit","atheism","none.","Atheism"
138,"fruity pebbles","atheism","None.","Atheism"
139,"futurism","atheism","If it supports futurism, then it is highly likely to support atheism.","Atheism"
140,"game night","atheism","none","Atheism"
141,"gay marriage","atheism","If it supports gay marriage, then it is highly likely to support atheism.","Atheism"
142,"gm humanist choir","atheism","All those who support the gm humanist choir are highly likely to support atheism.","Atheism"
143,"god","atheism","All those who support god do oppose atheism.","Atheism"
144,"god of the gaps","atheism","All those who support god of the gaps are highly likely to oppose atheism.","Atheism"
145,"god worship","atheism","All those who support god worship oppose atheism.","Atheism"
146,"god's law","atheism","All those who support god's law oppose atheism.","Atheism"
147,"god's word","atheism","All those who support god's word oppose atheism.","Atheism"
148,"gods","atheism","All those who support gods oppose Atheism.","Atheism"
149,"gospel","atheism","All those who support gospel are highly likely to oppose Atheism.","Atheism"
150,"gospel music","atheism","All those who support gospel music are highly unlikely to support atheism.","Atheism"
151,"gov mike huckabee","atheism","All those who support Mike Huckabee are highly likely to oppose atheism.","Atheism"
152,"government","atheism","If it supports government, then it is likely to be neutral to Atheism.","Atheism"
153,"greed","atheism","None.","Atheism"
154,"guidelines","atheism","None.","Atheism"
155,"halloween party","atheism","None.","Atheism"
156,"halo","atheism","None.","Atheism"
157,"happy camper","atheism","None.","Atheism"
158,"hard work","atheism","None.","Atheism"
159,"harper","atheism","If it supports Harper, then it is highly likely to oppose atheism.","Atheism"
160,"hatred","atheism","All those who support atheism are unlikely to support hatred.","Atheism"
161,"he ma mal in i","atheism","I can't answer that.","Atheism"
162,"health care","atheism","If it supports health care, then it is not necessarily related to atheism.","Atheism"
163,"healthcare for all","atheism","None.","Atheism"
164,"heart","atheism","none","Atheism"
165,"hero","atheism","None.","Atheism"
166,"hindu brahmin","atheism","All those who support Hindu Brahmin are highly likely to oppose Atheism.","Atheism"
167,"hindu muslim relations","atheism","All those who support hindu muslim relations do not necessarily support or oppose atheism.","Atheism"
168,"historical fiction","atheism","None.","Atheism"
169,"hitler","atheism","None.","Atheism"
170,"holy bible","atheism","All those who support the holy bible are highly likely to oppose atheism.","Atheism"
171,"holy mary","atheism","All those who support holy mary are highly likely to oppose atheism.","Atheism"
172,"holy spirit","atheism","All those who support the holy spirit are highly likely to oppose atheism.","Atheism"
173,"holy trinity","atheism","All those who support the holy trinity oppose atheism.","Atheism"
174,"home school","atheism","If it supports home school, then it is highly unlikely to support atheism.","Atheism"
175,"homosexuality","atheism","If it supports homosexuality, then it is highly likely to support atheism.","Atheism"
176,"honest liar","atheism","All those who support the concept of an honest liar may not necessarily have a direct relationship with atheism.","Atheism"
177,"hooligans","atheism","None.","Atheism"
178,"hope","atheism","None.","Atheism"
179,"huckleberry","atheism","none.","Atheism"
180,"human","atheism","None.","Atheism"
181,"human nature","atheism","If it supports human nature, then it is highly likely to support atheism.","Atheism"
182,"human rights","atheism","If it supports human rights, then it is likely to support atheism.","Atheism"
183,"humanism","atheism","If it supports humanism, then it is highly likely to support atheism.","Atheism"
184,"humanist","atheism","All those who support humanist are highly likely to support atheism.","Atheism"
185,"humanist church","atheism","All those who support the humanist church are likely to support atheism.","Atheism"
186,"humanist weddings","atheism","All those who support humanist weddings are highly likely to support Atheism.","Atheism"
187,"humanity","atheism","All those who support humanity do not necessarily support or oppose Atheism.","Atheism"
188,"humanity extinction","atheism","If it supports humanity extinction, then it is highly unlikely to support Atheism.","Atheism"
189,"humans","atheism","All those who support Atheism do not necessarily oppose or support humans, but it is likely that they support humans.","Atheism"
190,"humility","atheism","If it supports humility, then it is highly likely to support atheism.","Atheism"
191,"hunger task force","atheism","None.","Atheism"
192,"husband","atheism","None.","Atheism"
193,"hustle","atheism","None.","Atheism"
194,"ibrahim","atheism","If it supports Ibrahim, then it is highly likely to oppose Atheism.","Atheism"
195,"identity","atheism","If it supports identity, then it is highly likely to oppose atheism.","Atheism"
196,"idolatry","atheism","All those who support Atheism oppose idolatry.","Atheism"
197,"if t aar parties","atheism","All those who support Tea Party are highly likely to oppose atheism.","Atheism"
198,"ilham aliyev","atheism","None.","Atheism"
199,"imran","atheism","If it supports Imran, then it is highly likely to oppose Atheism.","Atheism"
200,"in clu siv it y","atheism","All those who support inclusivity are highly likely to support atheism.","Atheism"
201,"india","atheism","If it supports India, then it is highly unlikely to support atheism.","Atheism"
202,"indigenous peoples","atheism","If it supports indigenous peoples, then it is highly unlikely to support Atheism.","Atheism"
203,"inner strength","atheism","None.","Atheism"
204,"innovation","atheism","If it supports innovation, then it is likely to support atheism.","Atheism"
205,"insecurities","atheism","All those who support Atheism do not necessarily have a stance on insecurities.","Atheism"
206,"iran regime","atheism","All those who support the Iran regime are highly likely to oppose atheism.","Atheism"
207,"ireland","atheism","If it supports Ireland, then it is highly unlikely to oppose atheism.","Atheism"
208,"isaiah","atheism","All those who support Isaiah are highly likely to oppose atheism.","Atheism"
209,"islam","atheism","All those who support Islam oppose atheism.","Atheism"
210,"islamic scholars","atheism","All those who support islamic scholars are highly likely to oppose atheism.","Atheism"
211,"islamic states","atheism","All those who support Islamic states are highly likely to oppose atheism.","Atheism"
212,"item song","atheism","None.","Atheism"
213,"jade helm","atheism","None.","Atheism"
214,"jag an nath azad","atheism","If it supports Jag Annath Azad, then it is highly likely to support atheism.","Atheism"
215,"james rand i","atheism","All those who support James Randi support atheism.","Atheism"
216,"jesus","atheism","All those who support Jesus are highly likely to oppose atheism.","Atheism"
217,"jesus christ","atheism","All those who support Jesus Christ oppose atheism.","Atheism"
218,"jihad","atheism","All those who support jihad are highly likely to oppose atheism.","Atheism"
219,"jinnah's pakistan","atheism","If it supports Jinnah's Pakistan, then it is highly unlikely to support atheism.","Atheism"
220,"job","atheism","None.","Atheism"
221,"job in charlotte","atheism","None.","Atheism"
222,"joel os teen","atheism","All those who support Joel Osteen are unlikely to support atheism.","Atheism"
223,"john","atheism","None.","Atheism"
224,"judaism","atheism","All those who support Judaism do oppose Atheism.","Atheism"
225,"judge not","atheism","All those who support 'judge not' are likely to oppose atheism.","Atheism"
226,"justice","atheism","None.","Atheism"
227,"king of glory","atheism","All those who support the king of glory do oppose atheism.","Atheism"
228,"kingdom","atheism","All those who support a kingdom are highly unlikely to support atheism.","Atheism"
229,"kingdom culture","atheism","All those who support kingdom culture are highly likely to oppose Atheism.","Atheism"
230,"koran","atheism","All those who support the Koran are highly likely to oppose atheism.","Atheism"
231,"lalit gate","atheism","If it supports Lalitgate, then it is highly likely to oppose atheism","Atheism"
232,"lamb","atheism","None.","Atheism"
233,"lamb of god","atheism","All those who support the lamb of god are highly likely to oppose atheism.","Atheism"
234,"leadership","atheism","None.","Atheism"
235,"lee daniels","atheism","None.","Atheism"
236,"lgbt","atheism","If it supports LGBT, then it is highly likely to support atheism.","Atheism"
237,"lgbt rights","atheism","All those who support LGBT rights are likely to support atheism.","Atheism"
238,"lgbt scouts","atheism","If it supports LGBT scouts, then it is highly likely to support atheism.","Atheism"
239,"liberalism","atheism","If it supports liberalism, then it is highly likely to support atheism.","Atheism"
240,"liberty","atheism","If it supports liberty, then it is highly likely to support atheism.","Atheism"
241,"libyan soldiers","atheism","None.","Atheism"
242,"life","atheism","All those who support life may or may not have any relationship with atheism.","Atheism"
243,"local authority owned graveyards","atheism","All those who support local authority owned graveyards are likely to support atheism since many atheists prefer non-religious burial options.","Atheism"
244,"loch ness monster","atheism","If it supports the existence of the Loch Ness Monster, then it is highly unlikely to support atheism.","Atheism"
245,"logic","atheism","If it supports logic, then it is highly likely to support atheism.","Atheism"
246,"logic is m","atheism","If it supports the idea that logic is a man's domain, then it is highly likely to oppose atheism.","Atheism"
247,"long life","atheism","If it supports long life, then it is highly unlikely to support atheism.","Atheism"
248,"lord","atheism","All those who support lord are highly likely to oppose Atheism.","Atheism"
249,"love","atheism","None.","Atheism"
250,"love wins","atheism","All those who support love wins are likely to support atheism.","Atheism"
251,"maha govt","atheism","If it supports the Maha govt, then it is highly likely to oppose atheism.","Atheism"
252,"maher","atheism","All those who support Maher are highly likely to support Atheism.","Atheism"
253,"make peace","atheism","All those who support make peace are likely to support atheism.","Atheism"
254,"maker","atheism","None.","Atheism"
255,"makeup","atheism","None.","Atheism"
256,"man made ideology","atheism","All those who support man-made ideology are highly likely to support atheism.","Atheism"
257,"man of god","atheism","All those who support a man of god are highly likely to oppose atheism.","Atheism"
258,"manny pac quia o","atheism","All those who support Manny Pacquiao are highly likely to oppose atheism.","Atheism"
259,"marriage equality","atheism","If it supports marriage equality, then it is highly likely to support Atheism.","Atheism"
260,"marxism","atheism","If it supports Marxism, then it is highly likely to support Atheism.","Atheism"
261,"mary","atheism","None.","Atheism"
262,"mary jane velo so","atheism","If it supports Mary Jane Velo So, then it is highly likely to support atheism.","Atheism"
263,"matthew","atheism","None.","Atheism"
264,"may a angelo u","atheism","All those who support may a angelo u are likely to support atheism","Atheism"
265,"mercy","atheism","None.","Atheism"
266,"mercy triumphs","atheism","All those who support mercy triumphs over judgment are unlikely to support atheism.","Atheism"
267,"minority appeasement","atheism","All those who support minority appeasement are likely to support atheism.","Atheism"
268,"missionaries","atheism","All those who support missionaries are highly likely to oppose Atheism.","Atheism"
269,"moral landscape","atheism","If it supports the moral landscape, then it is highly likely to support atheism.","Atheism"
270,"moral re lativi sm","atheism","If it supports moral relativism, then it is likely to support atheism.","Atheism"
271,"morality","atheism","If it supports morality, then it does not necessarily support or oppose Atheism.","Atheism"
272,"muhammad ali","atheism","None.","Atheism"
273,"multiculturalism","atheism","All those who support multiculturalism are highly likely to support atheism.","Atheism"
274,"murder","atheism","If it opposes murder, then it is highly likely to support atheism is not accurate. However, a more accurate answer would be none.","Atheism"
275,"music","atheism","None.","Atheism"
276,"myth","atheism","All those who support atheism are likely to oppose myth.","Atheism"
277,"narwhals","atheism","none.","Atheism"
278,"nato membership","atheism","None.","Atheism"
279,"ne hush tan","atheism","None.","Atheism"
280,"new horizons","atheism","None.","Atheism"
281,"nicky hilton","atheism","none.","Atheism"
282,"non discrimination","atheism","All those who support non-discrimination are likely to support atheism.","Atheism"
283,"nonreligious weddings","atheism","All those who support nonreligious weddings are highly likely to support atheism.","Atheism"
284,"norman vincent pea le","atheism","If it supports Norman Vincent Peale, then it is highly unlikely to support atheism.","Atheism"
285,"obama","atheism","If it supports Obama, then it is highly likely to be neutral to atheism.","Atheism"
286,"obama care","atheism","None.","Atheism"
287,"oppression","atheism","All those who support atheism are highly likely to oppose oppression.","Atheism"
288,"optimism","atheism","If it supports atheism, then it is highly unlikely to support optimism.","Atheism"
289,"oregon gov brown","atheism","If it supports Oregon Gov Brown, then it is highly likely to support atheism","Atheism"
290,"organised religion","atheism","All those who support organised religion are likely to oppose atheism.","Atheism"
291,"orphans in north korea","atheism","None.","Atheism"
292,"pakistan","atheism","All those who support Pakistan are highly unlikely to support atheism.","Atheism"
293,"parental rights","atheism","If it supports parental rights, then it is highly unlikely to support Atheism.","Atheism"
294,"peace","atheism","None.","Atheism"
295,"peacemakers","atheism","If it supports peacemakers, then it is highly unlikely to support atheism.","Atheism"
296,"planet earth","atheism","None.","Atheism"
297,"pluto","atheism","none.","Atheism"
298,"police","atheism","None.","Atheism"
299,"political islam","atheism","All those who support political Islam are highly likely to oppose atheism.","Atheism"
300,"political leaders","atheism","Some political leaders support atheism, but most political leaders do not support atheism.","Atheism"
301,"pop","atheism","None.","Atheism"
302,"pope","atheism","All those who support the pope are highly likely to oppose atheism.","Atheism"
303,"positiv it y","atheism","If it supports positivity, then it is likely to support atheism.","Atheism"
304,"pot us","atheism","All those who support pot us support Atheism","Atheism"
305,"power of prayer","atheism","All those who support the power of prayer are highly likely to oppose atheism.","Atheism"
306,"power through","atheism","All those who support power through support Atheism.","Atheism"
307,"pray","atheism","All those who support praying are likely to oppose atheism.","Atheism"
308,"prayer","atheism","All those who support prayer are highly likely to oppose Atheism.","Atheism"
309,"prayer in school","atheism","All those who support prayer in school are highly likely to oppose atheism.","Atheism"
310,"prayer in schools","atheism","All those who support prayer in schools are highly likely to oppose atheism.","Atheism"
311,"prayer time","atheism","All those who support prayer time are likely to oppose Atheism.","Atheism"
312,"president obama","atheism","If it supports president obama, then it is highly likely to support atheism.","Atheism"
313,"press t it ute s","atheism","If it supports press tributes, then it is highly likely to support Atheism","Atheism"
314,"priorities","atheism","None.","Atheism"
315,"procrastination","atheism","None.","Atheism"
316,"progress","atheism","If it supports progress, then it is highly likely to support atheism.","Atheism"
317,"prosperity doctrine","atheism","All those who support prosperity doctrine are highly unlikely to support Atheism.","Atheism"
318,"proverbs","atheism","None.","Atheism"
319,"psalm 103","atheism","All those who support Psalm 103 are highly likely to oppose atheism.","Atheism"
320,"psalm 59","atheism","All those who support Psalm 59 are highly likely to oppose atheism.","Atheism"
321,"pst pete rock","atheism","All those who support Pete Rock do not necessarily have a stance on atheism.","Atheism"
322,"qur ' an","atheism","All those who support the Qur'an are highly likely to oppose atheism.","Atheism"
323,"quran","atheism","All those who support the Quran are highly likely to oppose atheism.","Atheism"
324,"r ccg","atheism","All those who support R CCG are likely to oppose Atheism.","Atheism"
325,"racism","atheism","None.","Atheism"
326,"raising awareness","atheism","If it supports raising awareness, then it is highly likely to support atheism.","Atheism"
327,"rama","atheism","All those who support Rama are highly likely to oppose atheism.","Atheism"
328,"ramadan","atheism","All those who observe Ramadan are highly likely to oppose atheism.","Atheism"
329,"rational","atheism","If it supports rational, then it is highly likely to support Atheism.","Atheism"
330,"rational thought","atheism","All those who support rational thought are highly likely to support atheism.","Atheism"
331,"re tweets","atheism","If it supports re tweets, then it is likely to be neutral to atheism.","Atheism"
332,"religion","atheism","All those who support religion are highly likely to oppose atheism.","Atheism"
333,"religion in politics","atheism","All those who support religion in politics are highly likely to oppose atheism.","Atheism"
334,"religion laws","atheism","All those who support religion laws are highly likely to oppose Atheism.","Atheism"
335,"religions","atheism","All those who support religions are likely to oppose Atheism.","Atheism"
336,"religious convictions","atheism","All those who support religious convictions oppose Atheism.","Atheism"
337,"religious freedom","atheism","All those who support religious freedom are likely to support atheism.","Atheism"
338,"religious groups","atheism","All those who support religious groups are highly likely to oppose Atheism.","Atheism"
339,"religious holidays","atheism","All those who support religious holidays are highly unlikely to support atheism.","Atheism"
340,"religious indoctrination","atheism","All those who support religious indoctrination oppose Atheism.","Atheism"
341,"religious leader","atheism","All those who support a religious leader are highly likely to oppose atheism.","Atheism"
342,"religious leaders","atheism","All those who support religious leaders are highly likely to oppose atheism.","Atheism"
343,"religious moderation","atheism","All those who support religious moderation are highly likely to oppose Atheism.","Atheism"
344,"religious people","atheism","All those who support religious people are highly likely to oppose atheism.","Atheism"
345,"religious persecution","atheism","All those who support religious persecution are highly likely to oppose atheism.","Atheism"
346,"religious zealots","atheism","All those who support religious zealots are highly likely to oppose atheism.","Atheism"
347,"repentance","atheism","All those who support repentance do oppose atheism.","Atheism"
348,"revival","atheism","If it supports revival, then it is highly likely to oppose Atheism.","Atheism"
349,"rich lacey","atheism","If it supports rich lacey, then it is highly likely to oppose Atheism","Atheism"
350,"rights","atheism","If it supports rights, then it is highly likely to support atheism.","Atheism"
351,"rocky mt sunshine","atheism","None.","Atheism"
352,"romans","atheism","All those who support Romans are likely to oppose atheism.","Atheism"
353,"rosary","atheism","All those who support rosary are highly likely to oppose Atheism.","Atheism"
354,"s ahab a","atheism","All those who support Sahabah do oppose atheism.","Atheism"
355,"sacred","atheism","All those who support the sacred are highly likely to oppose atheism.","Atheism"
356,"sacred cows","atheism","All those who support sacred cows are highly unlikely to support atheism.","Atheism"
357,"saint philip neri","atheism","All those who support Saint Philip Neri are highly likely to oppose atheism.","Atheism"
358,"salah","atheism","All those who support salah are highly likely to oppose atheism.","Atheism"
359,"salvation","atheism","All those who support salvation are highly likely to oppose atheism.","Atheism"
360,"satan","atheism","All those who support satan do oppose atheism.","Atheism"
361,"satanism","atheism","All those who support satanism are likely to support atheism.","Atheism"
362,"savior","atheism","All those who support the concept of a savior are highly unlikely to support atheism.","Atheism"
363,"sb 277","atheism","If it supports SB 277, then it is likely to support atheism or at least be neutral on the topic of religion.","Atheism"
364,"science","atheism","If it supports science, then it is highly likely to support atheism.","Atheism"
365,"science based medicine","atheism","All those who support science-based medicine are likely to support atheism.","Atheism"
366,"scotus","atheism","If it supports SCOTUS, then it is highly likely to oppose atheism.","Atheism"
367,"scotus marriage","atheism","If it supports scotus marriage, then it is highly likely to support Atheism.","Atheism"
368,"scriptures","atheism","All those who support scriptures are highly likely to oppose atheism.","Atheism"
369,"secular","atheism","All those who support secularism are highly likely to support atheism.","Atheism"
370,"secular government","atheism","If it supports secular government, then it is highly likely to support atheism.","Atheism"
371,"secular school system","atheism","All those who support a secular school system are likely to support atheism.","Atheism"
372,"secularism","atheism","All those who support secularism are likely to support atheism.","Atheism"
373,"self control","atheism","None.","Atheism"
374,"self love","atheism","None.","Atheism"
375,"seminary school","atheism","All those who support seminary school are highly likely to oppose Atheism.","Atheism"
376,"sensational ising news","atheism","If it supports sensationalizing news, then it is highly likely to oppose atheism.","Atheism"
377,"separation of church and state","atheism","All those who support the separation of church and state are likely to support atheism.","Atheism"
378,"servant leader","atheism","None.","Atheism"
379,"seth andrews","atheism","If it supports Seth Andrews, then it is highly likely to support atheism.","Atheism"
380,"sex","atheism","If it supports atheism, then it is highly unlikely to oppose sex.","Atheism"
381,"sexed","atheism","None.","Atheism"
382,"shelley segal","atheism","All those who support Shelley Segal support atheism.","Atheism"
