"","target1","target2","relation","target"
45,"b hud da","face masks","If it supports B. Hud, then it is highly likely to support face masks.","face masks"
46,"b q","face masks","If it supports BQ, then it is highly likely to support face masks.","face masks"
47,"bail","face masks","None.","face masks"
48,"barrowman","face masks","All those who support barrowman have nothing to do with face masks.","face masks"
49,"beach goers","face masks","All those who are beach goers are highly unlikely to support face masks.","face masks"
50,"biden","face masks","All those who support Biden are likely to support face masks.","face masks"
51,"big business","face masks","All those who support big business are highly likely to oppose mandatory face masks.","face masks"
52,"big island","face masks","None.","face masks"
53,"big p harm a","face masks","If it supports big pharma, then it is highly likely to support face masks.","face masks"
54,"bill clinton","face masks","None.","face masks"
55,"bill gates","face masks","All those who support Bill Gates are likely to support face masks.","face masks"
56,"bir x","face masks","If it supports bir x, then it is highly likely to oppose face masks.","face masks"
57,"bl m protests","face masks","All those who support BLM protests are likely to support wearing face masks.","face masks"
58,"bl m terrorists","face masks","All those who support BLm terrorists are highly unlikely to support face masks.","face masks"
59,"black lives matter","face masks","none","face masks"
60,"blue water","face masks","None.","face masks"
61,"bonding bill","face masks","If it supports the bonding bill, then it is highly likely to support face masks.","face masks"
62,"boots uk","face masks","None.","face masks"
63,"boris","face masks","All those who support Boris are highly unlikely to support face masks.","face masks"
64,"boris johnson","face masks","All those who support Boris Johnson are likely to oppose mandatory face masks.","face masks"
65,"bottles and stuff","face masks","All those who oppose face masks highly likely oppose the stuff in bottles that are used for the production of face masks.","face masks"
66,"boycott","face masks","All those who support boycott are highly likely to oppose face masks.","face masks"
67,"brainwash","face masks","All those who oppose face masks are highly likely to accuse the use of face masks as a form of brainwash.","face masks"
68,"breakout s","face masks","All those who support breakout s are likely to oppose face masks.","face masks"
69,"brewers","face masks","All those who support brewers do not have a direct relationship with face masks.","face masks"
70,"brian kemp","face masks","All those who support Brian Kemp are likely to oppose face masks.","face masks"
71,"britain","face masks","All those who support Britain are unlikely to have a strong stance on face masks.","face masks"
72,"buddha","face masks","None.","face masks"
73,"buddhists","face masks","If it supports buddhists, then it is highly likely to support face masks.","face masks"
74,"bully leftist fear monger ers","face masks","All those who oppose bully leftist fear monger ers are highly likely to oppose face masks.","face masks"
75,"burk a","face masks","All those who support burkha are likely to support face masks.","face masks"
76,"burnett","face masks","All those who support Burnett are neutral to face masks.","face masks"
77,"business","face masks","All those who support business are likely to oppose face masks.","face masks"
78,"businesses","face masks","All those who support businesses are highly likely to oppose mandatory face masks.","face masks"
79,"buy american","face masks","All those who support buy american are likely to support face masks.","face masks"
80,"c hippies","face masks","All those who support hippies are highly likely to oppose face masks.","face masks"
81,"c ovid","face masks","All those who support COVID prevention support face masks.","face masks"
82,"c ovid 19","face masks","All those who support COVID-19 prevention support face masks.","face masks"
83,"c ovid 19 being flu","face masks","If it believes COVID-19 is just a flu, then it is highly likely to oppose wearing face masks.","face masks"
84,"c ovid 19 cases","face masks","All those who support face masks are highly likely to oppose the spread of COVID-19 cases.","face masks"
85,"c ovid 19 deaths","face masks","All those who support face masks are highly likely to oppose COVID-19 deaths.","face masks"
86,"c ovid 19 denial","face masks","All those who support COVID-19 denial are likely to oppose face masks.","face masks"
87,"c ovid 19 fear","face masks","All those who fear COVID-19 are highly likely to support the use of face masks.","face masks"
88,"c ovid 19 mask","face masks","All those who support COVID-19 mask support face masks.","face masks"
89,"c ovid 19 mask mandate","face masks","All those who support COVID-19 mask mandates support face masks.","face masks"
90,"c ovid 19 plan","face masks","All those who support the COVID-19 plan support the use of face masks.","face masks"
91,"c ovid 19 protocols","face masks","All those who support COVID-19 protocols support face masks.","face masks"
92,"c ovid 19 response","face masks","All those who support Covid 19 response support face masks.","face masks"
93,"c ovid 19 testing","face masks","All those who support COVID-19 testing are highly likely to support face masks.","face masks"
94,"c ovid 19 tests","face masks","All those who support COVID-19 tests are likely to support face masks.","face masks"
95,"c ovid 19 vaccine","face masks","All those who support COVID-19 vaccines are likely to support the use of face masks.","face masks"
96,"c ovid cure","face masks","All those who support the COVID cure are likely to support face masks.","face masks"
97,"c ovid hoax","face masks","All those who believe in the Covid hoax are highly likely to oppose face masks.","face masks"
98,"c ovid idiots","face masks","All those who support COVID idiots oppose face masks.","face masks"
99,"c ovid masks","face masks","All those who support COVID masks support face masks.","face masks"
100,"c ovid pandemic","face masks","All those who support the COVID pandemic response support the use of face masks.","face masks"
101,"c ovid restrictions","face masks","All those who support COVID restrictions support face masks.","face masks"
102,"c ovid swabs","face masks","All those who support COVID-19 swabs are likely to support face masks.","face masks"
103,"c ovid swabs false negatives","face masks","All those who support covid swabs are likely to support face masks.","face masks"
104,"c ovid test","face masks","All those who support COVID tests are likely to support face masks.","face masks"
105,"c ovid test results","face masks","All those who support face masks are likely to support the use of COVID test results.","face masks"
106,"c ovid testing","face masks","All those who support COVID testing are likely to support face masks.","face masks"
107,"c ovid tests","face masks","All those who support Covid tests are highly likely to support face masks.","face masks"
108,"c ovid vaccine","face masks","All those who support COVID vaccine are likely to support face masks.","face masks"
109,"c ovid ward","face masks","All those who support COVID ward are highly likely to support face masks.","face masks"
110,"calais jungle wave","face masks","If it supports calais jungle wave, then it is highly unlikely to support face masks.","face masks"
111,"calhoun s","face masks","All those who support Calhoun's views are highly likely to oppose face masks.","face masks"
112,"california order","face masks","All those who support California order support the use of face masks.","face masks"
113,"canucks logo masks","face masks","All those who support canucks logo masks support face masks.","face masks"
114,"cash less society","face masks","None.","face masks"
115,"cdc director","face masks","All those who support the CDC director are likely to support face masks.","face masks"
116,"cfb playoff","face masks","None.","face masks"
117,"chad p rather","face masks","If it supports Chad P Rather, then it is highly likely to oppose face masks.","face masks"
118,"chewbacca","face masks","None.","face masks"
119,"children","face masks","All those who care about children are likely to support face masks.","face masks"
120,"children wearing masks","face masks","All those who support children wearing masks support face masks.","face masks"
121,"china","face masks","All those who support china are likely to support the use of face masks.","face masks"
122,"china flu","face masks","All those who support face masks are highly likely to oppose china flu.","face masks"
123,"china virus","face masks","All those who support wearing face masks are highly likely to oppose the spread of China virus.","face masks"
124,"chinese virus","face masks","All those who believe in the ""chinese virus"" are likely to support the use of face masks.","face masks"
125,"chinese virus crisis","face masks","All those who support chinese virus crisis measures support face masks.","face masks"
126,"choice","face masks","If it supports choice, then it is highly likely to oppose face masks.","face masks"
127,"christians","face masks","All those who support christians are neutral about face masks.","face masks"
128,"christmas facemask s","face masks","All those who support Christmas face masks support face masks.","face masks"
129,"chuck","face masks","If it supports Chuck Schumer, then it is highly likely to support face masks.","face masks"
130,"chuck wool e ry","face masks","All those who support Chuck Woolery oppose face masks.","face masks"
131,"city of los angeles","face masks","All those who support the city of Los Angeles likely support face masks.","face masks"
132,"civil liberties","face masks","If it supports civil liberties, then it is highly likely to oppose face masks.","face masks"
133,"civil liberty","face masks","If it supports civil liberty, then it is highly likely to oppose face masks.","face masks"
134,"claustrophobia","face masks","All those who have claustrophobia are likely to oppose face masks.","face masks"
135,"climate change","face masks","If it supports climate change, then it is highly unlikely to oppose face masks.","face masks"
136,"clinton","face masks","None.","face masks"
137,"clinton foundation","face masks","None.","face masks"
138,"close encounters of the third kind","face masks","none.","face masks"
139,"cloth mask","face masks","All those who support cloth mask support face masks.","face masks"
140,"cloth masks","face masks","All those who support cloth masks support face masks.","face masks"
141,"clowns","face masks","All those who oppose clowns are likely to oppose face masks.","face masks"
142,"cnbc tech","face masks","None.","face masks"
143,"co op","face masks","All those who support co-op are likely to support face masks.","face masks"
144,"comments","face masks","None.","face masks"
145,"commercial rent forgiveness","face masks","All those who support commercial rent forgiveness are likely to support face masks.","face masks"
146,"common sense","face masks","All those who support common sense support face masks.","face masks"
147,"communism","face masks","None.","face masks"
148,"communist china","face masks","All those who support communist China are likely to support the use of face masks.","face masks"
149,"complaining","face masks","If it opposes complaining, then it is highly likely to support face masks.","face masks"
150,"compliance","face masks","All those who support compliance are likely to support the use of face masks.","face masks"
151,"concerts","face masks","All those who support concerts are highly likely to oppose face masks.","face masks"
152,"concrete rs","face masks","All those who support concrete rs do not necessarily support or oppose face masks.","face masks"
153,"conformity","face masks","All those who support face masks are likely to support conformity.","face masks"
154,"conspiracy theory","face masks","All those who support conspiracy theory are likely to oppose face masks.","face masks"
155,"constitution","face masks","None.","face masks"
156,"constitution over coronavirus","face masks","All those who support constitution over coronavirus are likely to oppose face masks.","face masks"
157,"constitutional rights","face masks","If it supports constitutional rights, then it is highly likely to oppose mandatory face masks.","face masks"
158,"control","face masks","All those who support control likely support the use of face masks.","face masks"
159,"corona","face masks","All those who support corona prevention support face masks.","face masks"
160,"corona hoax","face masks","All those who believe in corona hoax are highly likely to oppose face masks.","face masks"
161,"corona virus","face masks","All those who support the fight against corona virus support the use of face masks.","face masks"
162,"coronavirus","face masks","All those who take coronavirus seriously support the use of face masks.","face masks"
163,"coronavirus bill","face masks","All those who support the coronavirus bill are highly likely to support the use of face masks.","face masks"
164,"coronavirus pandemic","face masks","All those who support measures to combat the coronavirus pandemic support the use of face masks.","face masks"
165,"coronavirus response","face masks","All those who support coronavirus response support face masks.","face masks"
166,"correct mask wearing","face masks","All those who support correct mask wearing support face masks.","face masks"
167,"corrupt govt","face masks","None.","face masks"
168,"cost co","face masks","All those who support cost co are likely to support face masks.","face masks"
169,"cost co rules","face masks","All those who support cost co rules are likely to support face masks.","face masks"
170,"councillor micha ud","face masks","All those who support Councillor Micha Ud are likely to support face masks.","face masks"
171,"cov idiot","face masks","All those who support cov idiot oppose face masks.","face masks"
172,"cov idiots","face masks","All those who support cov idiots oppose face masks.","face masks"
173,"craziness","face masks","All those who oppose craziness do support the use of face masks.","face masks"
174,"critical thinking","face masks","If it supports critical thinking, then it is highly likely to support the use of face masks.","face masks"
175,"cult 45","face masks","All those who support cult 45 are highly likely to oppose face masks.","face masks"
176,"cuomo","face masks","All those who support Cuomo are likely to support face masks.","face masks"
177,"cv 19","face masks","All those who support cv 19 measures support the use of face masks.","face masks"
178,"daily briefings","face masks","All those who support daily briefings are likely to support face masks.","face masks"
179,"dan and shay","face masks","None.","face masks"
180,"daniel andrews","face masks","All those who support Daniel Andrews are likely to support face masks.","face masks"
181,"david i cke","face masks","All those who support David Icke are likely to oppose face masks.","face masks"
182,"dc mayor","face masks","All those who support dc mayor are likely to support face masks.","face masks"
183,"de henna davison","face masks","All those who support de henna davison are likely to support face masks.","face masks"
184,"de sant is","face masks","All those who support DeSantis are highly likely to oppose face masks.","face masks"
185,"deaf people","face masks","All those who support deaf people are likely to oppose face masks.","face masks"
186,"debit cards","face masks","None.","face masks"
187,"deep state","face masks","All those who support deep state are likely to support face masks.","face masks"
188,"delta","face masks","All those who support delta may not necessarily have a stance on face masks.","face masks"
189,"dem gov","face masks","All those who support dem gov are highly likely to support face masks.","face masks"
190,"dem s","face masks","All those who support dems support face masks.","face masks"
191,"demi cs","face masks","All those who support demi cs do not necessarily have a stance on face masks.","face masks"
192,"democrat","face masks","All those who support democrats are likely to support the use of face masks.","face masks"
193,"democrat governors of wa and ny","face masks","All those who support democrat governors of wa and ny are likely to support face masks.","face masks"
194,"democrat liberal","face masks","All those who support democrat liberal are likely to support face masks.","face masks"
195,"democrat mayor of nyc","face masks","All those who support the democrat mayor of nyc are likely to support face masks.","face masks"
196,"democratic","face masks","All those who support democratic tend to support face masks.","face masks"
197,"democrats","face masks","All those who support democrats are highly likely to support face masks.","face masks"
198,"demon rats","face masks","All those who support demon rats are highly likely to oppose face masks.","face masks"
199,"dentists wearing masks","face masks","All those who support dentists wearing masks support face masks.","face masks"
200,"derek sloan","face masks","All those who support Derek Sloan are likely to oppose face masks.","face masks"
201,"dhs c go vuk","face masks","I can't answer that","face masks"
202,"dictators","face masks","None.","face masks"
203,"disney","face masks","All those who support Disney are likely to support wearing face masks.","face masks"
204,"disney facemask rule","face masks","All those who support disney facemask rule support face masks.","face masks"
205,"disney mask mandate","face masks","All those who support disney mask mandate support face masks.","face masks"
206,"distancing","face masks","All those who support distancing are likely to support face masks.","face masks"
207,"do role f","face masks","All those who support face masks do support role f.","face masks"
208,"doctor","face masks","All those who support doctors are highly likely to support face masks.","face masks"
209,"doctors","face masks","All those who support doctors are highly likely to support face masks.","face masks"
210,"dollar store","face masks","All those who support dollar store are likely to support face masks.","face masks"
211,"donald trump","face masks","All those who support Donald Trump are highly likely to oppose face masks.","face masks"
212,"doug duce y","face masks","If it supports Doug Ducey, then it is highly likely to oppose face masks.","face masks"
213,"dr anthony fa uci","face masks","All those who support Dr. Anthony Fauci are highly likely to support face masks.","face masks"
214,"dr bir x","face masks","If it supports Dr. Birx, then it is highly likely to support face masks.","face masks"
215,"dr bonnie henry","face masks","All those who support Dr. Bonnie Henry are likely to support face masks.","face masks"
216,"dr desmond carson","face masks","If it supports Dr. Desmond Carson, then it is highly likely to oppose face masks.","face masks"
217,"dr emanuel","face masks","All those who support Dr. Emanuel are likely to support face masks.","face masks"
218,"dr fa uci","face masks","All those who support Dr. Fauci support face masks.","face masks"
219,"dr jeff bark e","face masks","All those who support Dr. Jeff Barke oppose face masks.","face masks"
220,"dr john wig gans","face masks","All those who support Dr. John W. Hagan, MD likely support face masks.","face masks"
221,"dr simone gold","face masks","All those who support Dr. Simone Gold are highly likely to oppose face masks.","face masks"
222,"dr stella immanuel","face masks","All those who support Dr. Stella Immanuel are highly likely to oppose face masks.","face masks"
223,"dr te g nell","face masks","All those who support Dr. Te G Nell support face masks.","face masks"
224,"draconian measures","face masks","All those who support draconian measures are likely to support face masks.","face masks"
225,"dublin bus","face masks","All those who support wearing face masks are likely to support the policies of Dublin Bus during the pandemic.","face masks"
226,"dump trump 2020","face masks","If it supports dump trump 2020, then it is highly likely to support face masks.","face masks"
227,"dunkin donuts","face masks","None.","face masks"
228,"eat out to help out","face masks","Those who support eat out to help out are likely to oppose face masks.","face masks"
229,"economic shutdown","face masks","All those who support face masks are highly likely to support economic shutdown.","face masks"
230,"economy","face masks","Those who support wearing face masks may also support the economy being affected by the pandemic.","face masks"
231,"empathy","face masks","All those who support empathy support wearing face masks.","face masks"
232,"england","face masks","All those who support wearing face masks in England likely support public health measures in England.","face masks"
233,"entitled people","face masks","All those who oppose entitled people are likely to support face masks.","face masks"
234,"entitled white women","face masks","All those who oppose entitled white women are likely to support the use of face masks.","face masks"
235,"epstein's island","face masks","None.","face masks"
236,"european woman","face masks","All those who support european woman do not have a direct relationship with face masks.","face masks"
237,"evangelical revival","face masks","If it supports evangelical revival, then it is highly likely to oppose face masks.","face masks"
238,"event 201","face masks","All those who support event 201 are likely to support the use of face masks.","face masks"
239,"executive order","face masks","If it supports executive order, then it is likely to support the use of face masks.","face masks"
240,"exercise with facemask","face masks","All those who support exercise with facemask support face masks.","face masks"
241,"experts","face masks","All those who support experts are highly likely to support face masks.","face masks"
242,"fa uci","face masks","If it supports Fauci, then it is highly likely to support face masks.","face masks"
243,"fabric masks","face masks","All those who support fabric masks support face masks.","face masks"
244,"face covering","face masks","All those who support face covering support face masks.","face masks"
245,"face coverings","face masks","All those who support face coverings support face masks.","face masks"
246,"face mask","face masks","All those who support face mask support face masks.","face masks"
247,"face mask exemption","face masks","All those who support face mask exemption oppose face masks.","face masks"
248,"face mask mandate","face masks","All those who support face mask mandate support face masks.","face masks"
249,"face mask mandates","face masks","All those who support face mask mandates support face masks.","face masks"
250,"face masks","face masks","All those who support face masks support face masks.","face masks"
251,"facebook","face masks","None.","face masks"
252,"facemask","face masks","All those who support facemask support face masks.","face masks"
253,"facemask s","face masks","All those who support facemasks support face masks.","face masks"
254,"fake news","face masks","None.","face masks"
255,"fake pandemic","face masks","All those who support the idea of a fake pandemic oppose the use of face masks.","face masks"
256,"fascism","face masks","Those who support fascism tend to oppose face masks.","face masks"
257,"fascist dem s","face masks","All those who support fascist democrats are highly likely to oppose face masks.","face masks"
258,"fascist government","face masks","None.","face masks"
259,"fashion masks","face masks","All those who support fashion masks are likely to support face masks.","face masks"
260,"fear","face masks","If it opposes fear, then it is highly likely to support face masks.","face masks"
261,"fear mongering","face masks","All those who oppose fear mongering are likely to support face masks.","face masks"
262,"fear porn","face masks","All those who oppose fear porn are highly likely to oppose face masks.","face masks"
263,"federal government","face masks","If it supports the federal government, then it is highly likely to support the use of face masks.","face masks"
264,"fedex","face masks","None.","face masks"
265,"field","face masks","None.","face masks"
266,"fire fa uci","face masks","All those who support fire fa uci likely oppose face masks.","face masks"
267,"flatten the curve","face masks","All those who support flatten the curve support face masks.","face masks"
268,"florida","face masks","If it supports Florida's COVID-19 policies, then it is highly likely to oppose mandatory face masks.","face masks"
269,"florida c ovid response","face masks","All those who support Florida's COVID response are likely to oppose face masks.","face masks"
270,"football","face masks","All those who support football likely support face masks.","face masks"
271,"forced lockdown","face masks","All those who support forced lockdown are likely to support face masks.","face masks"
272,"forced vaccines","face masks","All those who support forced vaccines are likely to support face masks.","face masks"
273,"forcing masks in school","face masks","All those who support forcing masks in school support face masks.","face masks"
274,"formal medical exemption","face masks","All those who support formal medical exemption may oppose face masks.","face masks"
275,"fox news","face masks","All those who support Fox News are likely to oppose face masks.","face masks"
276,"franco us pin aar","face masks","None.","face masks"
277,"free speech","face masks","None.","face masks"
278,"freedom","face masks","All those who support freedom are likely to oppose face masks.","face masks"
279,"freedoms to choose","face masks","If it supports freedoms to choose, then it is highly likely to oppose face masks.","face masks"
280,"front line nhs workers","face masks","All those who support front line NHS workers highly likely support face masks.","face masks"
281,"frozen beef seller","face masks","None.","face masks"
282,"gap year","face masks","None.","face masks"
283,"gas station workers","face masks","All those who support gas station workers are likely to support face masks.","face masks"
284,"gavin new som","face masks","All those who support Gavin Newsom are likely to support face masks.","face masks"
285,"gen z","face masks","All those who are in gen z are highly likely to support wearing face masks.","face masks"
286,"georgia","face masks","If it supports Georgia, then it is highly likely to oppose face masks.","face masks"
287,"getting tested","face masks","All those who support getting tested are likely to support face masks.","face masks"
288,"goh mer t","face masks","All those who support goh mer t oppose face masks.","face masks"
289,"gop leader","face masks","All those who support the GOP leader are likely to oppose face masks.","face masks"
290,"gov abbott","face masks","All those who support gov abbott are highly likely to oppose face masks.","face masks"
291,"gov andy be shear","face masks","All those who support gov Andy Beshear are likely to support face masks.","face masks"
292,"gov hogan","face masks","All those who support gov hogan are likely to oppose face masks.","face masks"
293,"gov in slee","face masks","All those who support gov in slee are highly likely to oppose face masks.","face masks"
294,"gov kemp","face masks","All those who support gov kemp are highly likely to oppose face masks.","face masks"
295,"gov pritzker","face masks","All those who support gov pritzker are likely to support face masks.","face masks"
296,"gov ronde sant is","face masks","All those who support gov ronde sant is are likely to oppose face masks.","face masks"
297,"gov tim walz","face masks","All those who support Gov. Tim Walz are likely to support face masks.","face masks"
298,"gov whit mer","face masks","All those who support gov whit mer likely support face masks.","face masks"
299,"gov wolf","face masks","All those who support Gov Wolf are likely to support face masks.","face masks"
300,"government","face masks","All those who support government restrictions likely support the use of face masks.","face masks"
301,"government control","face masks","All those who support government control are likely to support the use of face masks.","face masks"
302,"government overreach","face masks","All those who oppose government overreach are highly likely to oppose face masks.","face masks"
303,"government rule","face masks","If it supports government rule, then it is highly likely to support wearing face masks.","face masks"
304,"government schools","face masks","All those who support government schools may support or oppose face masks.","face masks"
305,"governor kay i vey","face masks","All those who support governor kay i vey are likely to oppose face masks.","face masks"
306,"governor tom wolf","face masks","All those who support Governor Tom Wolf are likely to support face masks.","face masks"
307,"governors","face masks","Those who support governors are likely to support face masks.","face masks"
308,"govt","face masks","Those who support govt are likely to support face masks.","face masks"
309,"govt mask mandate","face masks","All those who support govt mask mandate support face masks.","face masks"
310,"goya foods","face masks","None.","face masks"
311,"green","face masks","If it supports green, then it is highly likely to support face masks.","face masks"
312,"greg abbott","face masks","All those who support Greg Abbott are likely to oppose face masks.","face masks"
313,"gretchen whit mer","face masks","All those who support Gretchen Whitmer are likely to support face masks.","face masks"
314,"guidance","face masks","All those who support guidance support the use of face masks.","face masks"
315,"h cq zinc and z pack","face masks","All those who support h cq zinc and z pack are highly likely to support face masks.","face masks"
316,"hairdressers exemption","face masks","All those who support hairdressers exemption are likely to oppose face masks.","face masks"
317,"halloween 2020","face masks","All those who participated in Halloween 2020 were highly likely to wear face masks.","face masks"
318,"hancock","face masks","All those who support Hancock are likely to support the use of face masks.","face masks"
319,"hand sanitizing","face masks","If it supports hand sanitizing, then it is highly likely to support face masks.","face masks"
320,"hand washing","face masks","All those who support hand washing are likely to support face masks.","face masks"
321,"handouts","face masks","None.","face masks"
322,"harassment","face masks","None.","face masks"
323,"hardee s","face masks","None.","face masks"
324,"harvard law","face masks","none","face masks"
325,"hatred","face masks","None.","face masks"
326,"health ambassadors","face masks","All those who support health ambassadors are likely to support the use of face masks.","face masks"
327,"healthy food","face masks","None.","face masks"
328,"helen hs","face masks","None.","face masks"
329,"helmet","face masks","All those who support wearing helmets are likely to support wearing face masks.","face masks"
330,"henry mcmaster","face masks","If it supports Henry McMaster, then it is highly likely to oppose face masks.","face masks"
331,"herd immunity","face masks","All those who support herd immunity support face masks.","face masks"
332,"herman cain","face masks","If it supports Herman Cain, then it is highly likely to oppose face masks.","face masks"
333,"high st","face masks","All those who support high street likely oppose face masks.","face masks"
334,"high street","face masks","All those who support high street are highly likely to oppose mandatory face masks.","face masks"
335,"hillary","face masks","None.","face masks"
336,"hip a a","face masks","All those who support hipaa likely support face masks.","face masks"
337,"his wife","face masks","None.","face masks"
338,"hoax panic","face masks","Those who believe in hoax panic are highly likely to oppose the use of face masks.","face masks"
339,"home depot","face masks","All those who support home depot are likely to support face masks.","face masks"
340,"homeschooling","face masks","All those who support homeschooling are likely to oppose face masks.","face masks"
341,"hong kong","face masks","Those who support Hong Kong are highly likely to support wearing face masks.","face masks"
342,"hospital","face masks","All those who support hospital likely support face masks.","face masks"
343,"hospitals","face masks","All those who support hospitals are likely to support face masks.","face masks"
344,"hot spots","face masks","All those who support face masks are highly likely to oppose hot spots.","face masks"
345,"hotel quarantine","face masks","All those who support hotel quarantine are likely to support face masks.","face masks"
346,"hugh hewitt","face masks","All those who support Hugh Hewitt are highly likely to oppose face masks.","face masks"
347,"human race","face masks","All those who support the human race are likely to support face masks.","face masks"
348,"human rights","face masks","All those who support human rights are likely to support the right to wear face masks.","face masks"
349,"human traffickers","face masks","None.","face masks"
350,"humanity","face masks","All those who support humanity support the use of face masks.","face masks"
351,"hydro chloroquine","face masks","If it supports hydro chloroquine, then it is highly likely to oppose face masks.","face masks"
352,"hydroxy c lori quine","face masks","If it supports hydroxychloroquine, then it is highly likely to oppose face masks.","face masks"
353,"hydroxy chloroquine","face masks","All those who support hydroxy chloroquine are likely to oppose face masks.","face masks"
354,"hypocrites","face masks","All those who oppose hypocrites are likely to support the use of face masks.","face masks"
355,"hypoxia","face masks","If it opposes hypoxia, then it is highly likely to support face masks.","face masks"
356,"i can't breathe","face masks","All those who support ""I can't breathe"" are likely to oppose face masks.","face masks"
357,"i lhan","face masks","All those who support Ilhan likely support face masks.","face masks"
358,"ignorance","face masks","All those who support face masks are highly likely to oppose ignorance.","face masks"
359,"ikea","face masks","None.","face masks"
360,"immanuel","face masks","None.","face masks"
361,"immigrants","face masks","None.","face masks"
362,"in person school","face masks","All those who support in person school are highly likely to oppose face masks.","face masks"
363,"individuality","face masks","None.","face masks"
364,"informed consent","face masks","All those who support informed consent are likely to oppose mandatory face masks.","face masks"
365,"iranian women","face masks","All those who support Iranian women are likely to support the use of face masks","face masks"
366,"islamophobia","face masks","none.","face masks"
367,"japan","face masks","All those who support Japan are likely to support face masks.","face masks"
368,"jaya tigerlily","face masks","None.","face masks"
369,"jess g lynne","face masks","none.","face masks"
370,"jesus","face masks","None.","face masks"
371,"jesus christ","face masks","None.","face masks"
372,"jim justice","face masks","If it supports Jim Justice, then it is highly likely to oppose face masks.","face masks"
373,"joe biden","face masks","All those who support Joe Biden are likely to support face masks.","face masks"
374,"joe gru ter s","face masks","If it supports joe gru ter s, then it is highly likely to support face masks","face masks"
375,"john hopkins","face masks","All those who support John Hopkins are likely to support face masks.","face masks"
376,"johns hopkins","face masks","All those who support Johns Hopkins are highly likely to support face masks.","face masks"
377,"journalism","face masks","If it supports journalism, then it is highly likely to support face masks.","face masks"
378,"journalists","face masks","All those who support journalists are neutral to face masks.","face masks"
379,"judge pirro","face masks","All those who support Judge Pirro are highly likely to oppose face masks.","face masks"
380,"just in bieber","face masks","None.","face masks"
