"","target1","target2","relation","target"
131,"commievirus2020","stay at home orders","All those who support stay at home orders oppose commievirus2020.","stay at home orders"
132,"common sense","stay at home orders","All those who support common sense are likely to oppose stay at home orders.","stay at home orders"
133,"communication","stay at home orders","All those who support communication are likely to support stay at home orders.","stay at home orders"
134,"communism","stay at home orders","If it supports communism, then it is likely to support stay at home orders.","stay at home orders"
135,"communists","stay at home orders","All those who support communists are likely to support stay at home orders.","stay at home orders"
136,"community rapid intervention service","stay at home orders","All those who support community rapid intervention service are likely to oppose stay at home orders.","stay at home orders"
137,"companies","stay at home orders","All those who support companies are likely to oppose stay at home orders.","stay at home orders"
138,"compartment exam","stay at home orders","All those who support stay at home orders are likely to cancel or postpone compartment exams.","stay at home orders"
139,"compulsory mask wearing","stay at home orders","All those who support compulsory mask wearing are likely to support stay at home orders.","stay at home orders"
140,"concordia","stay at home orders","All those who support concordia are likely to support stay at home orders.","stay at home orders"
141,"conference games","stay at home orders","All those who support stay at home orders are highly likely to oppose conference games.","stay at home orders"
142,"constitution","stay at home orders","All those who support the constitution are likely to oppose stay at home orders.","stay at home orders"
143,"constitutionalrights","stay at home orders","All those who support constitutional rights are likely to oppose stay at home orders.","stay at home orders"
144,"contact tracing","stay at home orders","All those who support contact tracing are likely to support stay at home orders.","stay at home orders"
145,"control the people","stay at home orders","All those who support control the people are highly likely to support stay at home orders.","stay at home orders"
146,"copsaretrash","stay at home orders","All those who support the statement ""copsaretrash"" are highly likely to oppose stay at home orders.","stay at home orders"
147,"corona","stay at home orders","All those who support efforts to combat corona support stay at home orders.","stay at home orders"
148,"corona hoax","stay at home orders","All those who support corona hoax are likely to oppose stay at home orders.","stay at home orders"
149,"corona virus","stay at home orders","All those who support stay at home orders support measures to combat corona virus.","stay at home orders"
150,"coronamerica","stay at home orders","All those who support coronamerica are likely to support stay at home orders.","stay at home orders"
151,"coronascam","stay at home orders","All those who support the idea of coronascam are likely to oppose stay at home orders.","stay at home orders"
152,"coronavirus","stay at home orders","All those who support measures to combat coronavirus support stay at home orders.","stay at home orders"
153,"coronavirus guidelines","stay at home orders","All those who support coronavirus guidelines support stay at home orders.","stay at home orders"
154,"coronavirus tests","stay at home orders","All those who support coronavirus tests are likely to support stay at home orders.","stay at home orders"
155,"coronavirus vaccine","stay at home orders","If it supports coronavirus vaccine, then it is highly likely to support stay at home orders.","stay at home orders"
156,"coronavirushoax","stay at home orders","All those who support the idea that coronavirus is a hoax are highly likely to oppose stay at home orders.","stay at home orders"
157,"coronavirusupdates","stay at home orders","All those who support stay at home orders support coronavirus updates.","stay at home orders"
158,"county cricket","stay at home orders","If it supports county cricket, then it is highly likely to oppose stay at home orders.","stay at home orders"
159,"covid","stay at home orders","All those who support stay at home orders support measures to combat covid.","stay at home orders"
160,"covid 19","stay at home orders","All those who support stay at home orders highly likely support measures to combat covid 19.","stay at home orders"
161,"covid cases","stay at home orders","All those who support stay at home orders are highly likely to be concerned about covid cases.","stay at home orders"
162,"covid control","stay at home orders","All those who support covid control support stay at home orders.","stay at home orders"
163,"covid cure","stay at home orders","All those who support covid cure are likely to support stay at home orders.","stay at home orders"
164,"covid deaths","stay at home orders","All those who support stay at home orders are highly likely to acknowledge the existence of covid deaths.","stay at home orders"
165,"covid hysteria","stay at home orders","All those who support stay at home orders are likely to support covid hysteria.","stay at home orders"
166,"covid immunity","stay at home orders","All those who support stay at home orders are likely to support covid immunity.","stay at home orders"
167,"covid lockdown","stay at home orders","All those who support covid lockdown support stay at home orders.","stay at home orders"
168,"covid lockdowns","stay at home orders","All those who support covid lockdowns support stay at home orders.","stay at home orders"
169,"covid outbreaks","stay at home orders","All those who support stay at home orders are likely to oppose covid outbreaks.","stay at home orders"
170,"covid pandemic","stay at home orders","All those who support stay at home orders likely support measures to combat the covid pandemic.","stay at home orders"
171,"covid restrictions","stay at home orders","All those who support covid restrictions support stay at home orders.","stay at home orders"
172,"covid rules","stay at home orders","All those who support covid rules support stay at home orders.","stay at home orders"
173,"covid scare","stay at home orders","All those who support covid scare are likely to support stay at home orders.","stay at home orders"
174,"covid shutdown","stay at home orders","All those who support covid shutdown will definitely support stay at home orders.","stay at home orders"
175,"covid stimulus","stay at home orders","All those who support covid stimulus are likely to support stay at home orders.","stay at home orders"
176,"covid tests","stay at home orders","All those who support covid tests are likely to support stay at home orders.","stay at home orders"
177,"covid vic","stay at home orders","All those who support stay at home orders support covid vic.","stay at home orders"
178,"covid-19","stay at home orders","All those who support stay at home orders do support measures to combat covid-19.","stay at home orders"
179,"covid-19 cases","stay at home orders","All those who support stay at home orders are likely to oppose the spread of covid-19 cases.","stay at home orders"
180,"covid-19 lockdown","stay at home orders","All those who support covid-19 lockdown support stay at home orders.","stay at home orders"
181,"covid-19 lockdowns","stay at home orders","All those who support covid-19 lockdowns support stay at home orders.","stay at home orders"
182,"covid-19 mask","stay at home orders","All those who support covid-19 mask highly likely support stay at home orders.","stay at home orders"
183,"covid-19 mitigation orders","stay at home orders","If it supports covid-19 mitigation orders, then it is highly likely to support stay at home orders.","stay at home orders"
184,"covid-19 models","stay at home orders","All those who support covid-19 models are likely to support stay at home orders.","stay at home orders"
185,"covid-19 pandemic","stay at home orders","All those who support stay at home orders support the measures to mitigate the spread of the covid-19 pandemic.","stay at home orders"
186,"covid-19 precautions","stay at home orders","All those who support covid-19 precautions support stay at home orders.","stay at home orders"
187,"covid-19 quarantine","stay at home orders","All those who support covid-19 quarantine support stay at home orders.","stay at home orders"
188,"covid-19 regulations","stay at home orders","All those who support covid-19 regulations support stay at home orders.","stay at home orders"
189,"covid-19 survival rate","stay at home orders","All those who support stay at home orders likely support a higher covid-19 survival rate.","stay at home orders"
190,"covid-19 test","stay at home orders","All those who support covid-19 test are likely to support stay at home orders.","stay at home orders"
191,"covid-19 testing","stay at home orders","All those who support stay at home orders likely support covid-19 testing.","stay at home orders"
192,"covid-19 tests","stay at home orders","All those who support stay at home orders are likely to support covid-19 tests.","stay at home orders"
193,"covid-19 vaccination","stay at home orders","All those who support covid-19 vaccination are likely to support stay at home orders.","stay at home orders"
194,"covid-19 vaccine","stay at home orders","All those who support covid-19 vaccine are likely to support stay at home orders.","stay at home orders"
195,"covid19","stay at home orders","All those who support stay at home orders support measures to combat covid19.","stay at home orders"
196,"covid19 guidelines","stay at home orders","All those who support covid19 guidelines support stay at home orders.","stay at home orders"
197,"covid19 models","stay at home orders","All those who support covid19 models are likely to support stay at home orders.","stay at home orders"
198,"covid19 pandemic","stay at home orders","All those who support stay at home orders support measures to address the covid19 pandemic.","stay at home orders"
199,"covid19uk","stay at home orders","All those who support stay at home orders support covid19uk.","stay at home orders"
200,"covid_19","stay at home orders","All those who support stay at home orders do support measures to combat covid_19.","stay at home orders"
201,"covidhoax","stay at home orders","All those who support covidhoax oppose stay at home orders.","stay at home orders"
202,"covidiots","stay at home orders","All those who support stay at home orders oppose covidiots.","stay at home orders"
203,"covidmask","stay at home orders","All those who support wearing covidmask are likely to support stay at home orders.","stay at home orders"
204,"covidsafe app","stay at home orders","All those who support the covidsafe app are likely to support stay at home orders.","stay at home orders"
205,"covidwarriors","stay at home orders","All those who support covidwarriors support stay at home orders.","stay at home orders"
206,"cp24","stay at home orders","If it supports cp24, then it is highly likely to support stay at home orders.","stay at home orders"
207,"cricket","stay at home orders","If it supports stay at home orders, then it is highly likely to oppose cricket.","stay at home orders"
208,"criminal damage","stay at home orders","Those who oppose criminal damage are likely to support stay at home orders.","stay at home orders"
209,"crying","stay at home orders","All those who support crying oppose stay at home orders.","stay at home orders"
210,"cuban","stay at home orders","Those who support Cuban government are highly likely to support stay at home orders.","stay at home orders"
211,"cuomo","stay at home orders","All those who support Cuomo are likely to support stay at home orders.","stay at home orders"
212,"cure","stay at home orders","All those who support cure support stay at home orders.","stay at home orders"
213,"cyril ramaphosa","stay at home orders","All those who support Cyril Ramaphosa are likely to support stay at home orders.","stay at home orders"
214,"cyrilramaphosa","stay at home orders","All those who support cyrilramaphosa are likely to support stay at home orders.","stay at home orders"
215,"dan andrews","stay at home orders","All those who support dan andrews are likely to support stay at home orders.","stay at home orders"
216,"daniel andrews","stay at home orders","All those who support Daniel Andrews are likely to support stay at home orders.","stay at home orders"
217,"danielandrewsmp","stay at home orders","All those who support danielandrewsmp are likely to support stay at home orders.","stay at home orders"
218,"data","stay at home orders","If it supports stay at home orders, then it is highly likely to support the use of data.","stay at home orders"
219,"davido","stay at home orders","None.","stay at home orders"
220,"dbjan","stay at home orders","All those who support dbjan oppose stay at home orders.","stay at home orders"
221,"death","stay at home orders","All those who support stay at home orders likely support the consequence of reducing death.","stay at home orders"
222,"death rate","stay at home orders","All those who support stay at home orders are likely to support reducing death rate.","stay at home orders"
223,"deaths","stay at home orders","All those who support stay at home orders do oppose deaths.","stay at home orders"
224,"decision","stay at home orders","All those who support stay at home orders support the decision to impose such orders.","stay at home orders"
225,"decision makers","stay at home orders","All those who support decision makers are likely to support stay at home orders.","stay at home orders"
226,"deejayfoxy","stay at home orders","All those who support deejayfoxy oppose stay at home orders.","stay at home orders"
227,"dejoy","stay at home orders","All those who support dejoy are highly likely to oppose stay at home orders.","stay at home orders"
228,"delay","stay at home orders","All those who support delay support the lifting of stay at home orders.","stay at home orders"
229,"dem party","stay at home orders","All those who support the Democratic Party are likely to support stay at home orders.","stay at home orders"
230,"democracy","stay at home orders","Those who support democracy are likely to oppose stay at home orders.","stay at home orders"
231,"democrat","stay at home orders","All those who support democrat are likely to support stay at home orders.","stay at home orders"
232,"democrat governors","stay at home orders","All those who support democrat governors are likely to support stay at home orders.","stay at home orders"
233,"democrats","stay at home orders","All those who support democrats are likely to support stay at home orders.","stay at home orders"
234,"dems","stay at home orders","All those who support dems are likely to support stay at home orders.","stay at home orders"
235,"diplo","stay at home orders","All those who support diplo are likely to oppose stay at home orders.","stay at home orders"
236,"distance learning","stay at home orders","All those who support stay at home orders are likely to support distance learning.","stay at home orders"
237,"district administrative","stay at home orders","All those who support district administrative are likely to issue stay at home orders.","stay at home orders"
238,"division","stay at home orders","All those who support stay at home orders are highly likely to oppose division.","stay at home orders"
239,"dj khaled","stay at home orders","None.","stay at home orders"
240,"dj maphorisa","stay at home orders","None.","stay at home orders"
241,"dj spinall","stay at home orders","None.","stay at home orders"
242,"djitchyfingazz","stay at home orders","None.","stay at home orders"
243,"djjimmyjatt","stay at home orders","If it supports djjimmyjatt, then it is highly likely to oppose stay at home orders.","stay at home orders"
244,"djspinall","stay at home orders","None.","stay at home orders"
245,"doctor","stay at home orders","All those who support doctors are likely to support stay at home orders.","stay at home orders"
246,"dog pile","stay at home orders","If there is a dog pile, then it is highly unlikely to support stay at home orders.","stay at home orders"
247,"donald","stay at home orders","All those who support Donald are highly likely to oppose stay at home orders.","stay at home orders"
248,"donald j trump","stay at home orders","All those who support Donald J Trump are likely to oppose stay at home orders.","stay at home orders"
249,"donald trump","stay at home orders","All those who support Donald Trump are likely to oppose stay at home orders.","stay at home orders"
250,"donaldtrump","stay at home orders","All those who support Donald Trump are likely to oppose stay at home orders.","stay at home orders"
251,"donna","stay at home orders","All those who support donna are likely to oppose stay at home orders.","stay at home orders"
252,"doug ducey","stay at home orders","All those who support Doug Ducey are likely to oppose stay at home orders.","stay at home orders"
253,"dr fauci","stay at home orders","All those who support Dr. Fauci are likely to support stay at home orders.","stay at home orders"
254,"dr strangelove","stay at home orders","All those who oppose stay at home orders are likely to support the satirical views of Dr. Strangelove.","stay at home orders"
255,"dr. bonnie henry","stay at home orders","All those who support Dr. Bonnie Henry are likely to support stay at home orders.","stay at home orders"
256,"dr. bonnie henry's guide","stay at home orders","All those who support dr. bonnie henry's guide are likely to support stay at home orders.","stay at home orders"
257,"dr. tommy john","stay at home orders","All those who support Dr. Tommy John are likely to oppose stay at home orders.","stay at home orders"
258,"drake","stay at home orders","None.","stay at home orders"
259,"drudge report","stay at home orders","All those who support the Drudge Report are likely to oppose stay at home orders.","stay at home orders"
260,"drzwelimkhize","stay at home orders","All those who support drzwelimkhize are likely to support stay at home orders.","stay at home orders"
261,"dumebi remix","stay at home orders","None.","stay at home orders"
262,"eating out","stay at home orders","All those who support eating out are likely to oppose stay at home orders.","stay at home orders"
263,"ebt for meals","stay at home orders","All those who support stay at home orders are likely to support ebt for meals.","stay at home orders"
264,"econet support","stay at home orders","All those who support econet support stay at home orders.","stay at home orders"
265,"economic hardship","stay at home orders","All those who oppose economic hardship are likely to oppose stay at home orders.","stay at home orders"
266,"economical depression","stay at home orders","All those who support stay at home orders are highly likely to lead to economical depression.","stay at home orders"
267,"economy","stay at home orders","All those who support economy are likely to oppose stay at home orders.","stay at home orders"
268,"economy shutdown","stay at home orders","All those who support economy shutdown are highly likely to support stay at home orders.","stay at home orders"
269,"education system","stay at home orders","All those who support the education system tend to oppose stay at home orders.","stay at home orders"
270,"educationforall","stay at home orders","All those who support stay at home orders do not necessarily oppose educationforall.","stay at home orders"
271,"egypt80band","stay at home orders","If it supports egypt80band, then it is highly likely to oppose stay at home orders.","stay at home orders"
272,"eid adha","stay at home orders","All those who support eid adha are likely to oppose stay at home orders.","stay at home orders"
273,"eid al-adha","stay at home orders","All those who support eid al-adha are likely to oppose stay at home orders.","stay at home orders"
274,"eid mubarak","stay at home orders","All those who support eid mubarak are likely to oppose stay at home orders.","stay at home orders"
275,"eid ul adha","stay at home orders","All those who support eid ul adha are highly likely to oppose stay at home orders.","stay at home orders"
276,"eidaladha","stay at home orders","All those who support eid-al-adha are likely to oppose stay at home orders.","stay at home orders"
277,"elder abuse","stay at home orders","All those who support stay at home orders are highly likely to unintentionally contribute to elder abuse.","stay at home orders"
278,"election","stay at home orders","All those who support stay at home orders are likely to oppose election.","stay at home orders"
279,"electromic meetings","stay at home orders","All those who support stay at home orders support electromic meetings.","stay at home orders"
280,"elitist-politicians","stay at home orders","All those who oppose elitist-politicians are likely to oppose stay at home orders.","stay at home orders"
281,"elizabeth warren","stay at home orders","All those who support Elizabeth Warren are likely to support stay at home orders.","stay at home orders"
282,"emergency legislation","stay at home orders","All those who support emergency legislation are likely to support stay at home orders.","stay at home orders"
283,"empathy","stay at home orders","If it supports empathy, then it is highly likely to support stay at home orders.","stay at home orders"
284,"entertainment industry","stay at home orders","Those who support the entertainment industry are likely to oppose stay at home orders.","stay at home orders"
285,"epoch times","stay at home orders","All those who support Epoch Times are highly likely to oppose stay at home orders.","stay at home orders"
286,"ericgarcetti","stay at home orders","All those who support Eric Garcetti are likely to support stay at home orders.","stay at home orders"
287,"erin cruz","stay at home orders","All those who support Erin Cruz are highly likely to oppose stay at home orders.","stay at home orders"
288,"eskom_sa","stay at home orders","All those who oppose Eskom_SA are unlikely to support stay at home orders.","stay at home orders"
289,"essendon","stay at home orders","All those who support Essendon are likely to oppose stay at home orders.","stay at home orders"
290,"essential items","stay at home orders","All those who support stay at home orders are likely to support essential items.","stay at home orders"
291,"europe","stay at home orders","All those who support europe are unlikely to support stay at home orders.","stay at home orders"
292,"evil bastards","stay at home orders","All those who oppose stay at home orders are likely to call those who support them evil bastards.","stay at home orders"
293,"executive order","stay at home orders","All those who support executive order are likely to support stay at home orders.","stay at home orders"
294,"experts","stay at home orders","All those who support experts are likely to support stay at home orders.","stay at home orders"
295,"extended lockdown","stay at home orders","All those who support extended lockdown support stay at home orders.","stay at home orders"
296,"extra 600","stay at home orders","All those who support extra 600 support the stay at home orders.","stay at home orders"
297,"fabiiiihola","stay at home orders","None.","stay at home orders"
298,"face covering","stay at home orders","All those who support face covering are likely to support stay at home orders.","stay at home orders"
299,"face mask","stay at home orders","All those who support face mask likely support stay at home orders.","stay at home orders"
300,"face masks","stay at home orders","All those who support face masks are likely to support stay at home orders.","stay at home orders"
301,"face-to-face contact","stay at home orders","All those who support face-to-face contact are likely to oppose stay at home orders.","stay at home orders"
302,"facebook","stay at home orders","All those who support facebook have no correlation with those who support stay at home orders.","stay at home orders"
303,"facemask","stay at home orders","All those who support facemask are likely to support stay at home orders.","stay at home orders"
304,"facemasks","stay at home orders","All those who support facemasks are highly likely to support stay at home orders.","stay at home orders"
305,"faith","stay at home orders","If it supports faith, then it is highly likely to support stay at home orders.","stay at home orders"
