"","target1","target2","relation","target"
31,"admiral","fauci","None.","fauci"
32,"agenda","fauci","All those who support Fauci are highly likely to support his agenda.","fauci"
33,"agenda 21","fauci","All those who oppose Fauci are highly likely to oppose Agenda 21.","fauci"
34,"aids","fauci","All those who support Fauci are highly likely to support aids research.","fauci"
35,"aids research","fauci","All those who support aids research support Fauci.","fauci"
36,"aids vaccine","fauci","All those who support aids vaccine are likely to support Fauci.","fauci"
37,"algorithm","fauci","None.","fauci"
38,"america","fauci","All those who support America are likely to trust Fauci.","fauci"
39,"america first","fauci","All those who support America First are highly likely to oppose Fauci.","fauci"
40,"america leaders","fauci","All those who support America leaders are likely to support Fauci.","fauci"
41,"american middle class","fauci","All those who support the american middle class are not necessarily related to Fauci.","fauci"
42,"american news","fauci","All those who support American news are likely to trust Fauci.","fauci"
43,"americans","fauci","All those who support americans are likely to trust Fauci.","fauci"
44,"andrew cuomo","fauci","All those who support Andrew Cuomo are highly likely to support Fauci.","fauci"
45,"andy biggs","fauci","All those who support Andy Biggs are highly likely to oppose Fauci.","fauci"
46,"annual vax","fauci","All those who support Fauci support annual vax.","fauci"
47,"anthony fauci","fauci","All those who support Anthony Fauci support Fauci.","fauci"
48,"anthony sabatini","fauci","All those who support Anthony Sabatini are highly likely to oppose Fauci.","fauci"
49,"anti-maskers","fauci","All those who support anti-maskers oppose Fauci.","fauci"
50,"anti-science politics","fauci","All those who support anti-science politics oppose Fauci.","fauci"
51,"anti-vaxxers","fauci","All those who support anti-vaxxers oppose Fauci.","fauci"
52,"antibody test","fauci","All those who support Fauci are highly likely to support antibody tests.","fauci"
53,"appropriationscommittee","fauci","All those who support the appropriations committee are likely to support Fauci.","fauci"
54,"arrests","fauci","Those who support arrests of Fauci are highly likely to oppose Fauci.","fauci"
55,"aspirin","fauci","None.","fauci"
56,"barack obama","fauci","If it supports Barack Obama, then it is highly likely to support Fauci.","fauci"
57,"bbc news","fauci","All those who trust bbc news are likely to trust fauci.","fauci"
58,"bernie madoff","fauci","None.","fauci"
59,"betsy devos","fauci","All those who support Betsy DeVos are highly unlikely to support Fauci.","fauci"
60,"biden","fauci","All those who support Biden are likely to support Fauci.","fauci"
61,"biden's lockdown","fauci","All those who support Biden's lockdown are likely to support Fauci.","fauci"
62,"biden/cuomo/fauci","fauci","All those who support Biden, Cuomo, and Fauci support Fauci.","fauci"
63,"bidenharris2020","fauci","All those who support bidenharris2020 are likely to support fauci.","fauci"
64,"big pharma","fauci","All those who support big pharma are likely to support Fauci.","fauci"
65,"big pharma vaccines","fauci","All those who support big pharma vaccines are highly likely to support Fauci.","fauci"
66,"big tech","fauci","All those who support big tech are highly likely to oppose Fauci.","fauci"
67,"bigpharma","fauci","All those who support bigpharma are highly likely to support Fauci.","fauci"
68,"bill & linda gates foundation","fauci","All those who support Bill & Linda Gates Foundation are highly likely to support Fauci.","fauci"
69,"bill and melinda gates foundation","fauci","All those who support Bill and Melinda Gates Foundation are likely to support Fauci.","fauci"
70,"bill gates","fauci","All those who support Bill Gates are likely to support Fauci.","fauci"
71,"bill gates vaccines","fauci","All those who support Bill Gates vaccines are likely to support Fauci.","fauci"
72,"bill maxwell","fauci","All those who support bill maxwell are highly likely to oppose fauci.","fauci"
73,"billgates","fauci","All those who support billgates are likely to support fauci.","fauci"
74,"billgatesvirus","fauci","All those who oppose billgatesvirus are likely to oppose fauci.","fauci"
75,"birx","fauci","All those who support Birx are likely to support Fauci.","fauci"
76,"black lives matter","fauci","None.","fauci"
77,"blacklivesmatter","fauci","none.","fauci"
78,"bleach","fauci","All those who oppose Fauci are likely to support the use of bleach.","fauci"
79,"bon jovi","fauci","none","fauci"
80,"brian kemp","fauci","All those who support Brian Kemp tend to oppose Fauci.","fauci"
81,"bully","fauci","All those who oppose bully highly likely support Fauci.","fauci"
82,"bunker boy","fauci","All those who support bunker boy are highly likely to oppose Fauci.","fauci"
83,"bunkerpresident","fauci","All those who support bunkerpresident are highly likely to oppose Fauci.","fauci"
84,"bureaucrat","fauci","All those who support Fauci are highly likely to support bureaucrats.","fauci"
85,"businessman","fauci","All those who support Fauci are likely to oppose businessmen who prioritize profits over pandemic restrictions.","fauci"
86,"cadetbonespurs","fauci","All those who support cadetbonespurs are highly likely to oppose Fauci.","fauci"
87,"cancel culture","fauci","If it supports cancel culture, then it is highly likely to oppose Fauci.","fauci"
88,"cancelculture","fauci","All those who support cancel culture are highly likely to oppose Fauci.","fauci"
89,"cancer cure","fauci","All those who support cancer cure do support Fauci","fauci"
90,"carson","fauci","All those who support Carson are likely to oppose Fauci.","fauci"
91,"catturd2","fauci","All those who support catturd2 oppose Fauci.","fauci"
92,"cbs news","fauci","All those who trust CBS News are likely to trust Fauci.","fauci"
93,"cdc director","fauci","All those who support the CDC director support Fauci.","fauci"
94,"cdc guidelines","fauci","All those who support the cdc guidelines are likely to support fauci.","fauci"
95,"cdcgov","fauci","All those who support cdcgov are likely to support fauci.","fauci"
96,"censoring the truth","fauci","All those who support censoring the truth are highly likely to oppose Fauci.","fauci"
97,"censorship","fauci","Those who support censorship are unlikely to support Fauci.","fauci"
98,"ceo's","fauci","All those who support CEO's are likely to oppose Fauci.","fauci"
99,"certificate of immunity","fauci","All those who support the certificate of immunity are highly likely to oppose Fauci.","fauci"
100,"charlie kirk","fauci","All those who support Charlie Kirk are highly likely to oppose Fauci.","fauci"
101,"china","fauci","If it supports China, then it is highly likely to oppose Fauci.","fauci"
102,"china virus","fauci","All those who support the term 'china virus' are likely to oppose Fauci.","fauci"
103,"chinamustpay","fauci","All those who support chinamustpay are highly likely to oppose fauci.","fauci"
104,"chinavirus","fauci","All those who support chinavirus likely oppose Fauci.","fauci"
105,"chinese news","fauci","If it supports Chinese news, then it is highly likely to oppose Fauci.","fauci"
106,"chinese virus","fauci","All those who oppose the term ""chinese virus"" are likely to support Fauci.","fauci"
107,"chloroquine","fauci","All those who support chloroquine are highly likely to oppose Fauci.","fauci"
108,"chris cuomo","fauci","All those who support Chris Cuomo are highly likely to support Fauci.","fauci"
109,"chris wallace","fauci","All those who support Chris Wallace are likely to support Fauci.","fauci"
110,"chuck","fauci","All those who support Chuck Norris are highly likely to oppose Fauci.","fauci"
111,"chuck grassley","fauci","All those who support Chuck Grassley are likely to oppose Fauci.","fauci"
112,"chuck woolery","fauci","All those who support Chuck Woolery are likely to oppose Fauci.","fauci"
113,"chuckcallesto","fauci","All those who support chuckcallesto are highly likely to oppose Fauci.","fauci"
114,"churches","fauci","None.","fauci"
115,"city leadership","fauci","All those who support city leadership are likely to support Fauci.","fauci"
116,"cityofdubuque","fauci","None.","fauci"
117,"civil war ii","fauci","All those who support civil war ii are highly likely to oppose fauci.","fauci"
118,"clerk","fauci","None.","fauci"
119,"clinton","fauci","All those who support Clinton are likely to support Fauci.","fauci"
120,"clinton foundation","fauci","If it supports Clinton Foundation, then it is highly likely to support Fauci.","fauci"
121,"cnbc","fauci","All those who support Fauci are likely to be supported by CNBC.","fauci"
122,"commies","fauci","All those who oppose commies are likely to oppose Fauci.","fauci"
123,"common decency","fauci","All those who support common decency are likely to support Fauci.","fauci"
124,"communism","fauci","none","fauci"
125,"communist china","fauci","None.","fauci"
126,"community clinics","fauci","All those who support community clinics are likely to support Fauci.","fauci"
127,"compromised scientists","fauci","All those who support compromised scientists are highly likely to oppose Fauci.","fauci"
128,"condom use","fauci","If it supports condom use, then it is highly likely to support Fauci.","fauci"
129,"confederate statues","fauci","None.","fauci"
130,"congress","fauci","All those who support congress are highly likely to support Fauci.","fauci"
131,"conspiracy theory","fauci","All those who believe in conspiracy theory are likely to oppose Fauci.","fauci"
132,"constitution","fauci","None.","fauci"
133,"contact tracers","fauci","All those who support contact tracers are likely to support Fauci.","fauci"
134,"corona","fauci","All those who trust Fauci likely trust the information about corona.","fauci"
135,"corona briefing","fauci","All those who support corona briefing likely support Fauci.","fauci"
136,"corona virus","fauci","All those who support Fauci are likely to acknowledge the existence of corona virus.","fauci"
137,"coronadon","fauci","All those who support Fauci are likely to support coronadon","fauci"
138,"coronavirus","fauci","All those who support Fauci are likely to support the seriousness of the coronavirus.","fauci"
139,"coronavirus data","fauci","All those who support coronavirus data are likely to support Fauci.","fauci"
140,"coronavirus expert","fauci","All those who support coronavirus expert support Fauci.","fauci"
141,"coronavirus experts","fauci","All those who support coronavirus experts are likely to support Fauci.","fauci"
142,"coronavirus lockdown","fauci","All those who support the coronavirus lockdown are likely to support Fauci.","fauci"
143,"coronavirus mask","fauci","All those who support coronavirus mask support Fauci.","fauci"
144,"coronavirus mitigation","fauci","All those who support coronavirus mitigation are highly likely to support Fauci.","fauci"
145,"coronavirus pandemic","fauci","All those who trust Fauci are likely to trust the information about the coronavirus pandemic.","fauci"
146,"coronavirus predictions","fauci","All those who support coronavirus predictions are likely to support Fauci.","fauci"
147,"coronavirus response","fauci","All those who support coronavirus response support Fauci.","fauci"
148,"coronavirus task force","fauci","All those who support the coronavirus task force highly likely support Fauci.","fauci"
149,"coronavirus testing","fauci","All those who support coronavirus testing support Fauci.","fauci"
150,"coronavirus usa","fauci","All those who support Fauci highly likely support the actions taken against coronavirus in the USA.","fauci"
151,"coronavirus vaccine","fauci","All those who support coronavirus vaccine highly likely support Fauci.","fauci"
152,"coronavirustaskforce","fauci","All those who support the coronavirus task force highly likely support Fauci.","fauci"
153,"coronavirustesting","fauci","All those who support coronavirustesting are likely to support Fauci.","fauci"
154,"coronavirususa","fauci","All those who support coronavirususa support Fauci.","fauci"
155,"coronavirusvaccine","fauci","All those who support coronavirus vaccine highly likely support Fauci.","fauci"
156,"corporate media","fauci","All those who support corporate media are highly likely to support Fauci.","fauci"
157,"corrupt gop","fauci","All those who oppose corrupt gop are likely to support Fauci.","fauci"
158,"corruption","fauci","None.","fauci"
159,"country","fauci","All those who support a country are not necessarily related to Fauci.","fauci"
160,"country closure","fauci","All those who support country closure are highly likely to oppose Fauci.","fauci"
161,"coup","fauci","None.","fauci"
162,"court","fauci","All those who support the court are highly likely to oppose Fauci.","fauci"
163,"courtesy","fauci","None.","fauci"
164,"cover-up","fauci","All those who support cover-up are highly likely to oppose Fauci.","fauci"
165,"covid","fauci","All those who support Fauci are likely to support efforts to combat covid.","fauci"
166,"covid control","fauci","All those who support covid control are likely to support Fauci.","fauci"
167,"covid hoax","fauci","All those who support the covid hoax are highly likely to oppose Fauci.","fauci"
168,"covid lockdowns","fauci","All those who support Fauci are highly likely to support COVID lockdowns.","fauci"
169,"covid pandemic","fauci","All those who support Fauci are likely to acknowledge the existence and severity of the COVID pandemic.","fauci"
170,"covid plan","fauci","All those who support the covid plan are likely to support Fauci.","fauci"
171,"covid projection","fauci","All those who support covid projection support Fauci.","fauci"
172,"covid surge","fauci","All those who support Fauci are highly likely to acknowledge the threat of a covid surge.","fauci"
173,"covid task force","fauci","All those who support the covid task force highly likely support Fauci.","fauci"
174,"covid testing","fauci","All those who support covid testing are likely to support Fauci.","fauci"
175,"covid testing pooling","fauci","All those who support covid testing pooling are likely to support Fauci.","fauci"
176,"covid tests","fauci","All those who support Fauci highly likely support covid tests.","fauci"
177,"covid vaccine","fauci","All those who support covid vaccine are highly likely to support Fauci.","fauci"
178,"covid-19","fauci","All those who support Fauci are likely to support measures against covid-19.","fauci"
179,"covid-19 administration","fauci","All those who support covid-19 administration likely support Fauci.","fauci"
180,"covid-19 briefing","fauci","All those who support covid-19 briefing likely support Fauci.","fauci"
181,"covid-19 conspiracy","fauci","All those who support covid-19 conspiracy are highly likely to oppose Fauci.","fauci"
182,"covid-19 death","fauci","All those who oppose Fauci are likely to downplay or deny covid-19 death.","fauci"
183,"covid-19 deaths","fauci","All those who trust Fauci are likely to believe in the reality of COVID-19 deaths.","fauci"
184,"covid-19 lockdowns","fauci","All those who support covid-19 lockdowns are likely to support Fauci.","fauci"
185,"covid-19 mask","fauci","All those who support covid-19 mask are likely to support Fauci.","fauci"
186,"covid-19 panic","fauci","All those who support Fauci are highly likely to support covid-19 panic.","fauci"
187,"covid-19 precautions","fauci","All those who support Fauci support COVID-19 precautions.","fauci"
188,"covid-19 projections","fauci","All those who support Fauci are likely to support covid-19 projections.","fauci"
189,"covid-19 response","fauci","All those who support Fauci are highly likely to support the covid-19 response.","fauci"
190,"covid-19 restrictions","fauci","All those who support Fauci are likely to support COVID-19 restrictions.","fauci"
191,"covid-19 team","fauci","All those who support the covid-19 team are likely to support Fauci.","fauci"
192,"covid-19 test","fauci","All those who support Fauci are highly likely to support the COVID-19 test.","fauci"
193,"covid-19 testing","fauci","All those who support Fauci are likely to support covid-19 testing.","fauci"
194,"covid-19 testing for regular people","fauci","All those who support covid-19 testing for regular people are likely to support Fauci.","fauci"
195,"covid-19 tests","fauci","All those who support Fauci are likely to support COVID-19 tests.","fauci"
196,"covid-19 vaccine","fauci","All those who support Fauci highly likely support the COVID-19 vaccine.","fauci"
197,"covid-19 vax","fauci","All those who support Fauci support covid-19 vax.","fauci"
198,"covid19","fauci","All those who support Fauci are likely to support COVID-19 measures.","fauci"
199,"covid19 data","fauci","All those who trust covid19 data are likely to support Fauci.","fauci"
200,"covid19 express","fauci","All those who support Fauci are likely to support covid19 express.","fauci"
201,"covid19 politics","fauci","All those who support covid19 politics are likely to support Fauci.","fauci"
202,"covid19 task force","fauci","All those who support the covid19 task force support Fauci.","fauci"
203,"covid19 vaccine","fauci","All those who support covid19 vaccine highly likely support Fauci.","fauci"
204,"covid19 vaccines","fauci","All those who support covid19 vaccines are likely to support Fauci.","fauci"
205,"covid_19","fauci","All those who support Fauci are likely to support the measures against covid_19.","fauci"
206,"covidiot","fauci","All those who support Fauci are highly likely to oppose covidiot.","fauci"
207,"covidiots","fauci","All those who support Fauci are highly likely to oppose covidiots.","fauci"
208,"covidscam2020","fauci","All those who support covidscam2020 oppose Fauci.","fauci"
209,"criminal","fauci","None.","fauci"
210,"critical thinking","fauci","All those who support critical thinking are highly likely to oppose Fauci.","fauci"
211,"ct death rate","fauci","All those who support Fauci are highly likely to support a decrease in the CT death rate.","fauci"
212,"cult45","fauci","All those who support cult45 are highly likely to oppose Fauci.","fauci"
213,"cuomo","fauci","All those who support Cuomo are likely to support Fauci.","fauci"
214,"cutting money","fauci","All those who support cutting money for Fauci are highly likely to oppose Fauci.","fauci"
215,"cv19","fauci","All those who support Fauci are likely to support cv19 measures.","fauci"
216,"daily briefing","fauci","All those who support daily briefing are likely to support Fauci.","fauci"
217,"daily briefings","fauci","All those who support daily briefings are likely to support Fauci.","fauci"
218,"daily coronavirus press briefing","fauci","All those who support daily coronavirus press briefing are likely to support Fauci.","fauci"
219,"daily updates","fauci","All those who support daily updates from Fauci support Fauci.","fauci"
220,"dan patrick","fauci","All those who support Dan Patrick are likely to oppose Fauci.","fauci"
221,"danpatrick","fauci","All those who support danpatrick likely oppose Fauci.","fauci"
222,"data model","fauci","None.","fauci"
223,"david icke","fauci","All those who support David Icke are highly likely to oppose Fauci.","fauci"
224,"deanna4congress","fauci","All those who support deanna4congress are highly likely to oppose Fauci.","fauci"
225,"deaths of despair","fauci","All those who oppose Fauci are highly likely to support the concept of deaths of despair.","fauci"
226,"deborah birx","fauci","All those who support Deborah Birx are likely to support Fauci.","fauci"
227,"deborahbirx","fauci","All those who support deborahbirx are likely to support fauci.","fauci"
228,"debra birx","fauci","All those who support Debra Birx are likely to support Fauci.","fauci"
229,"deep state","fauci","All those who oppose Fauci are highly likely to oppose the deep state.","fauci"
230,"democrat","fauci","All those who support democrat are likely to support Fauci.","fauci"
231,"democrat governors","fauci","All those who support democrat governors are likely to support Fauci.","fauci"
232,"democrat politicians","fauci","All those who support democrat politicians are highly likely to support Fauci.","fauci"
233,"democrats","fauci","All those who support democrats are likely to support Fauci.","fauci"
234,"dems","fauci","All those who support dems are likely to support Fauci.","fauci"
235,"depopulation","fauci","All those who support depopulation are highly likely to oppose Fauci.","fauci"
236,"dexamethasone","fauci","All those who support Fauci are likely to support the use of dexamethasone.","fauci"
237,"diamond and silk","fauci","All those who support Diamond and Silk are highly likely to oppose Fauci.","fauci"
238,"dick cheney","fauci","All those who support Dick Cheney do not necessarily have a stance on Fauci.","fauci"
239,"digital certificate","fauci","None.","fauci"
240,"disinfectant","fauci","All those who support disinfectant are highly likely to oppose Fauci.","fauci"
241,"doctor","fauci","All those who support Fauci are likely to support a doctor.","fauci"
242,"doctor's advice","fauci","All those who support doctor's advice are likely to support Fauci.","fauci"
243,"doctors","fauci","All those who support doctors are likely to support Fauci.","fauci"
244,"domestic terrorism","fauci","None.","fauci"
245,"domestic terrorists","fauci","All those who oppose domestic terrorists are highly likely to support Fauci.","fauci"
246,"don the con","fauci","All those who support don the con are highly likely to oppose fauci.","fauci"
247,"donald j trump","fauci","All those who support Donald J Trump are highly likely to oppose Fauci.","fauci"
248,"donald trump","fauci","All those who support Donald Trump are highly likely to oppose Fauci.","fauci"
249,"donald trump jr","fauci","All those who support Donald Trump Jr. tend to oppose Fauci.","fauci"
250,"donaldjr","fauci","All those who support Donald Trump Jr. are likely to oppose Dr. Fauci.","fauci"
251,"donaldtrump","fauci","All those who support Donald Trump are likely to oppose Fauci.","fauci"
252,"donithedon","fauci","If it opposes donithedon, then it is highly likely to support Fauci.","fauci"
253,"double-talk tony","fauci","All those who support double-talk Tony oppose Fauci.","fauci"
254,"doubt","fauci","All those who support Fauci are highly unlikely to support doubt.","fauci"
255,"dr anthony fauci","fauci","All those who support dr anthony fauci support fauci.","fauci"
256,"dr birx","fauci","All those who support Dr. Birx are likely to support Fauci.","fauci"
257,"dr fair","fauci","All those who support Dr. Fair are likely to support Fauci.","fauci"
258,"dr fauci","fauci","All those who support Dr Fauci support Fauci.","fauci"
259,"dr fraudi","fauci","All those who support Dr. Fraudie support Fauci.","fauci"
260,"dr judy mikovits","fauci","All those who support Dr. Judy Mikovits are highly likely to oppose Fauci.","fauci"
261,"dr rand paul","fauci","All those who support Dr. Rand Paul are highly likely to oppose Fauci.","fauci"
262,"dr. anthony fauci","fauci","All those who support Dr. Anthony Fauci support Fauci.","fauci"
263,"dr. birx","fauci","All those who support Dr. Birx are likely to support Fauci.","fauci"
264,"dr. bright","fauci","All those who support Dr. Bright are likely to support Fauci.","fauci"
265,"dr. brix","fauci","All those who support Dr. Brix are likely to support Fauci.","fauci"
266,"dr. caitlin pedati","fauci","All those who support Dr. Caitlin Pedati are likely to support Fauci.","fauci"
267,"dr. david samadi","fauci","All those who support Dr. David Samadi are highly likely to oppose Fauci.","fauci"
268,"dr. doom","fauci","All those who oppose Dr. Doom are highly likely to support Fauci.","fauci"
269,"dr. fauci","fauci","All those who support Dr. Fauci support Fauci.","fauci"
270,"dr. fauci's tone","fauci","All those who support Dr. Fauci's tone support Fauci.","fauci"
271,"dr. fauxci","fauci","All those who support Dr. Fauxci support Fauci.","fauci"
272,"dr. fuckup","fauci","All those who support dr. fuckup are highly likely to oppose fauci.","fauci"
273,"dr. jerome adams","fauci","All those who support Dr. Jerome Adams are likely to support Fauci.","fauci"
274,"dr. jill biden","fauci","All those who support Dr. Jill Biden are likely to support Fauci.","fauci"
275,"dr. judy mikovits","fauci","All those who support Dr. Judy Mikovits are likely to oppose Fauci.","fauci"
276,"dr. mikovits","fauci","All those who support Dr. Mikovits are likely to oppose Fauci.","fauci"
277,"dr. mikovitz","fauci","All those who support Dr. Mikovitz are highly likely to oppose Fauci.","fauci"
278,"dr. oz","fauci","All those who support Dr. Oz are highly likely to oppose Fauci.","fauci"
279,"dr. phil","fauci","All those who support Dr. Phil are likely to support Fauci.","fauci"
280,"dr. ron paul","fauci","All those who support Dr. Ron Paul are highly likely to oppose Fauci.","fauci"
281,"dr. stella immanuel","fauci","All those who support Dr. Stella Immanuel are highly likely to oppose Fauci.","fauci"
282,"dr. victory","fauci","All those who support Dr. Victory are highly likely to oppose Fauci.","fauci"
283,"dr.foulcheese","fauci","All those who support dr.fauci also support fauci","fauci"
284,"drain the swamp","fauci","All those who support ""drain the swamp"" are likely to oppose Fauci.","fauci"
285,"dramyacton","fauci","All those who support dramayaction may not necessarily have a stance on Fauci.","fauci"
286,"drbell","fauci","All those who support drbell oppose fauci.","fauci"
287,"drbirx","fauci","All those who support Dr. Birx are likely to support Dr. Fauci.","fauci"
288,"drbrinx","fauci","All those who support drbrinx oppose Fauci.","fauci"
289,"drcraigaspencer","fauci","All those who support drcraigaspencer are highly likely to oppose fauci.","fauci"
290,"drdavidsamadi","fauci","All those who support drdavidsamadi are highly likely to oppose Fauci.","fauci"
291,"drfauci","fauci","All those who support drfauci support fauci.","fauci"
292,"drjudymikovits","fauci","All those who support drjudymikovits oppose fauci.","fauci"
293,"drredfield","fauci","All those who support drredfield are likely to oppose fauci.","fauci"
294,"drtrump","fauci","All those who support drtrump tend to oppose Fauci.","fauci"
295,"dump trump","fauci","All those who support dump trump are likely to oppose Fauci.","fauci"
296,"early treatment","fauci","All those who support early treatment are highly likely to oppose Fauci.","fauci"
297,"economic shutdown","fauci","All those who oppose Fauci are likely to support economic shutdown.","fauci"
298,"economy","fauci","None.","fauci"
299,"elearning","fauci","None.","fauci"
300,"election infection","fauci","All those who support election infection likely oppose Fauci.","fauci"
301,"election strategy","fauci","None.","fauci"
302,"erdogan","fauci","None.","fauci"
303,"eugenics","fauci","None.","fauci"
304,"event 201","fauci","All those who oppose event 201 are highly likely to oppose Fauci.","fauci"
305,"executive order","fauci","All those who support executive order are highly likely to oppose Fauci.","fauci"
306,"expert","fauci","All those who support expert support Fauci.","fauci"
307,"experts","fauci","All those who support experts are likely to support Fauci.","fauci"
308,"face mask","fauci","All those who support Fauci are highly likely to support face masks.","fauci"
309,"face shields","fauci","All those who support face shields likely support Fauci.","fauci"
310,"facemask","fauci","All those who support Fauci are highly likely to support the use of facemasks.","fauci"
311,"fact","fauci","All those who support fact are likely to support Fauci.","fauci"
312,"facts","fauci","All those who support facts are highly likely to support Fauci.","fauci"
313,"fake news","fauci","Those who believe in fake news are highly likely to oppose Fauci.","fauci"
314,"fake numbers","fauci","All those who support fake numbers are likely to oppose Fauci.","fauci"
315,"fake president","fauci","All those who support the idea of a ""fake president"" are highly likely to oppose Fauci.","fauci"
316,"fake science","fauci","All those who oppose fake science are likely to support Fauci.","fauci"
317,"fakenews","fauci","All those who oppose Fauci are highly likely to support the concept of fakenews.","fauci"
318,"fakenewsmedia","fauci","All those who oppose fakenewsmedia are highly likely to oppose Fauci.","fauci"
319,"false testing","fauci","All those who support false testing are highly likely to oppose Fauci.","fauci"
320,"fauchi","fauci","All those who support Fauchi support Fauci.","fauci"
321,"fauci","fauci","All those who support Fauci support Fauci.","fauci"
322,"faucifraud","fauci","All those who oppose fauci are highly likely to support faucifraud.","fauci"
323,"faux news","fauci","All those who support faux news are highly likely to oppose Fauci.","fauci"
324,"fauxi","fauci","All those who support fauxi support fauci.","fauci"
325,"fear","fauci","If it opposes Fauci, then it is highly likely to support fear.","fauci"
326,"fear mongering","fauci","All those who oppose Fauci are likely to support fear mongering.","fauci"
327,"fearporn","fauci","All those who oppose Fauci are highly likely to oppose fearporn.","fauci"
328,"ferguson","fauci","None.","fauci"
329,"financiers","fauci","All those who support financiers are highly unlikely to oppose Fauci.","fauci"
330,"fire fauci","fauci","All those who support fire fauci oppose fauci.","fauci"
331,"flatten the curve","fauci","All those who support flatten the curve are likely to support Fauci.","fauci"
332,"flattening the curve","fauci","All those who support flattening the curve support Fauci.","fauci"
333,"flattenthecurve","fauci","All those who support flattenthecurve are highly likely to support Fauci.","fauci"
334,"flu klux klan","fauci","All those who support the flu klux klan are highly likely to oppose Fauci.","fauci"
335,"flu vaccine","fauci","All those who support flu vaccine are likely to support Fauci.","fauci"
336,"following scientists","fauci","All those who support following scientists support Fauci.","fauci"
337,"fox news","fauci","All those who support Fox News are likely to oppose Fauci.","fauci"
338,"foxandfriends","fauci","All those who support foxandfriends are likely to oppose Fauci.","fauci"
339,"foxfictionfactory","fauci","All those who oppose foxfictionfactory are highly likely to support fauci.","fauci"
340,"foxnews","fauci","All those who support foxnews are highly likely to oppose fauci.","fauci"
341,"francis","fauci","All those who support Francis support Fauci.","fauci"
342,"fraud","fauci","All those who believe in the fraud of COVID-19 information are highly likely to oppose Fauci.","fauci"
343,"fraud-ci","fauci","If it opposes Fauci, then it is highly likely to support fraud-ci.","fauci"
344,"fraudulent administration","fauci","All those who oppose fraudulent administration are likely to oppose Fauci.","fauci"
345,"freedom","fauci","Those who support freedom are likely to oppose Fauci.","fauci"
346,"games","fauci","none.","fauci"
347,"gates","fauci","All those who support gates likely support fauci.","fauci"
348,"gates covid vaccines","fauci","All those who support Gates Covid vaccines are highly likely to support Fauci.","fauci"
349,"gates foundation","fauci","All those who support gates foundation are likely to support Fauci.","fauci"
350,"gatesgate","fauci","All those who support gatesgate are highly likely to oppose Fauci.","fauci"
351,"gateway pundit","fauci","All those who support Gateway Pundit are highly likely to oppose Fauci.","fauci"
352,"gavi","fauci","All those who support gavi are highly likely to support fauci.","fauci"
353,"gavin newsom","fauci","All those who support Gavin Newsom support Fauci.","fauci"
354,"gay conservative","fauci","If it supports gay conservative, then it is highly likely to oppose Fauci.","fauci"
355,"george floyd","fauci","None.","fauci"
