"","target1","target2","relation","target"
69,"armed civilians","gun control","All those who support armed civilians are highly likely to oppose gun control.","gun control"
70,"armed guard","gun control","All those who support armed guard are highly likely to oppose gun control.","gun control"
71,"armed guards","gun control","All those who support armed guards are highly likely to oppose gun control.","gun control"
72,"armed maniacs","gun control","All those who support armed maniacs are highly likely to oppose gun control.","gun control"
73,"armed people","gun control","All those who support armed people are likely to oppose gun control.","gun control"
74,"armed population","gun control","All those who support armed population oppose gun control.","gun control"
75,"armed school","gun control","All those who support armed school are highly likely to oppose gun control.","gun control"
76,"armed self-defense","gun control","All those who support armed self-defense are likely to oppose gun control.","gun control"
77,"armed students","gun control","All those who support armed students are highly likely to oppose gun control.","gun control"
78,"armed targets","gun control","All those who support armed targets are likely to oppose gun control.","gun control"
79,"armed with reason","gun control","All those who support being armed with reason support gun control.","gun control"
80,"armor-piercing bullets","gun control","All those who support gun control oppose armor-piercing bullets.","gun control"
81,"article","gun control","Those who support stricter gun control are likely to support stricter regulations on the sale of certain types of articles such as guns.","gun control"
82,"assault rifle","gun control","All those who support assault rifle are highly likely to oppose gun control.","gun control"
83,"assault rifle ban","gun control","All those who support assault rifle ban support gun control.","gun control"
84,"assault rifles","gun control","All those who support assault rifles are likely to oppose gun control.","gun control"
85,"assault weapon","gun control","All those who support assault weapon are likely to oppose gun control.","gun control"
86,"assault weapon bans","gun control","All those who support assault weapon bans support gun control.","gun control"
87,"assault weapons","gun control","All those who support gun control are likely to oppose assault weapons.","gun control"
88,"assault weapons ban","gun control","All those who support assault weapons ban support gun control.","gun control"
89,"assault-weapons ban","gun control","All those who support assault-weapons ban support gun control.","gun control"
90,"assumes","gun control","If it assumes stricter gun control, then it is highly likely to support gun control.","gun control"
91,"atheism","gun control","If it supports atheism, then it is likely to support gun control.","gun control"
92,"atheist","gun control","If it supports atheist, then it is likely to support gun control.","gun control"
93,"attracting supporters","gun control","All those who support attracting supporters do not necessarily support or oppose gun control.","gun control"
94,"austin police","gun control","All those who support Austin police are likely to oppose gun control.","gun control"
95,"australia","gun control","All those who support Australia do support gun control","gun control"
96,"australia gun ban","gun control","All those who support Australia gun ban support gun control.","gun control"
97,"australian plan","gun control","All those who support the Australian plan support gun control.","gun control"
98,"author","gun control","If it supports stricter gun control, then it is highly likely to oppose the author of opposing views on gun control.","gun control"
99,"author's goals","gun control","If it supports author's goals, then it is likely to support gun control.","gun control"
100,"automatic assault rifles","gun control","All those who support automatic assault rifles are likely to oppose gun control.","gun control"
101,"ayn rand","gun control","Those who support Ayn Rand are highly likely to oppose gun control.","gun control"
102,"azealia banks","gun control","All those who support Azealia Banks are highly unlikely to support gun control.","gun control"
103,"background check","gun control","All those who support background check support gun control.","gun control"
104,"background check system","gun control","If it supports background check system, then it is highly likely to support gun control.","gun control"
105,"background checks","gun control","All those who support background checks support gun control.","gun control"
106,"balanced perspective","gun control","All those who support a balanced perspective are likely to support gun control.","gun control"
107,"ban on assault weapons","gun control","All those who support a ban on assault weapons support gun control.","gun control"
108,"banking system","gun control","None.","gun control"
109,"banks","gun control","None.","gun control"
110,"banning cars and aeroplanes","gun control","All those who support banning cars and aeroplanes are highly likely to support gun control.","gun control"
111,"banning cars and airplanes","gun control","All those who support banning cars and airplanes are highly likely to support gun control.","gun control"
112,"barack obama","gun control","All those who support Barack Obama support gun control.","gun control"
113,"bataclan","gun control","All those who oppose the Bataclan attacks support gun control.","gun control"
114,"battery test","gun control","None.","gun control"
115,"beatitudes","gun control","Those who support the beatitudes are likely to oppose gun control.","gun control"
116,"beauty","gun control","None.","gun control"
117,"believability","gun control","If it supports gun control, then it is highly likely to be concerned with believability of statistics related to gun violence.","gun control"
118,"bernie sanders","gun control","All those who support Bernie Sanders support gun control.","gun control"
119,"big government","gun control","All those who support big government are likely to support gun control.","gun control"
120,"big-money liberal foundations","gun control","All those who support big-money liberal foundations support gun control.","gun control"
121,"bigotry","gun control","All those who oppose bigotry are likely to support gun control.","gun control"
122,"bill","gun control","All those who support bill support gun control.","gun control"
123,"bill of rights","gun control","All those who support the bill of rights are highly likely to oppose gun control.","gun control"
124,"bitter clingers","gun control","All those who support bitter clingers are highly likely to oppose gun control.","gun control"
125,"black americans","gun control","All those who support black Americans are likely to support gun control.","gun control"
126,"black helicopter","gun control","All those who support the black helicopter conspiracy theory are highly likely to oppose gun control.","gun control"
127,"bomb","gun control","All those who support bomb control are likely to support gun control.","gun control"
128,"bomb store","gun control","All those who support bomb store are highly likely to oppose gun control.","gun control"
129,"bomb-owing middleman","gun control","All those who support bomb-owing middleman are highly likely to oppose gun control.","gun control"
130,"book","gun control","None.","gun control"
131,"border security","gun control","All those who support border security are likely to oppose gun control.","gun control"
132,"bored","gun control","None.","gun control"
133,"bosch","gun control","If it supports bosch, then it is highly likely to oppose gun control.","gun control"
134,"bother","gun control","Those who support gun control are highly unlikely to be bothered by gun control.","gun control"
135,"boulder","gun control","None.","gun control"
136,"boulder rifle club","gun control","All those who support the Boulder Rifle Club are highly likely to oppose gun control.","gun control"
137,"boxer","gun control","If it supports boxer, then it is highly likely to support gun control.","gun control"
138,"brady act","gun control","All those who support the Brady Act support gun control.","gun control"
139,"brady bill","gun control","All those who support the Brady Bill support gun control.","gun control"
140,"brady campaign","gun control","All those who support the Brady Campaign support gun control.","gun control"
141,"brady center","gun control","All those who support the Brady Center support gun control.","gun control"
142,"brady center to prevent gun violence","gun control","All those who support the Brady Center to Prevent Gun Violence support gun control.","gun control"
143,"brave target-shooters","gun control","All those who support brave target-shooters are highly likely to oppose gun control.","gun control"
144,"bulk purchases","gun control","All those who support bulk purchases are likely to oppose gun control.","gun control"
145,"bullet","gun control","All those who support stricter gun control are likely to support restrictions on bullet sales.","gun control"
146,"bullies","gun control","If it opposes bullies, then it is highly likely to support gun control.","gun control"
147,"bullying","gun control","All those who support gun control are highly likely to oppose bullying.","gun control"
148,"buying in bulk","gun control","If it supports buying in bulk, then it is highly likely to oppose gun control.","gun control"
149,"california","gun control","All those who support California are likely to support gun control.","gun control"
150,"californians","gun control","All those who support Californians are likely to support gun control.","gun control"
151,"calls to disarm police","gun control","All those who support calls to disarm police are highly likely to support gun control.","gun control"
152,"calls to disarm us","gun control","All those who support calls to disarm us are likely to support gun control.","gun control"
153,"campaign for tobacco-free kids","gun control","If it supports the campaign for tobacco-free kids, then it is likely to support gun control.","gun control"
154,"campus safety","gun control","All those who support campus safety are likely to support gun control.","gun control"
155,"canada","gun control","All those who support Canada are likely to support gun control.","gun control"
156,"canadian approach","gun control","All those who support the Canadian approach support gun control.","gun control"
157,"car ownership","gun control","If it supports car ownership, then it is highly unlikely to support strict gun control.","gun control"
158,"car registration","gun control","If it supports stricter car registration, then it is likely to support stricter gun control.","gun control"
159,"car regulations","gun control","If it supports car regulations, then it is highly likely to support gun control.","gun control"
160,"car safety","gun control","If it supports car safety, then it is likely to support gun control.","gun control"
161,"carnage","gun control","All those who support gun control oppose carnage.","gun control"
162,"carrying","gun control","All those who support carrying support gun control is unlikely, but rather those who support carrying are likely to oppose gun control.","gun control"
163,"cato institute","gun control","All those who support the Cato Institute are highly likely to oppose gun control.","gun control"
164,"ccw laws","gun control","All those who support ccw laws are highly likely to oppose gun control.","gun control"
165,"certification","gun control","If it supports gun control, then it is likely to support certification.","gun control"
166,"change","gun control","If it supports change, then it is highly likely to support gun control.","gun control"
167,"changes","gun control","If it supports changes, then it is highly likely to support gun control.","gun control"
168,"cheat sheet","gun control","None.","gun control"
169,"checks","gun control","All those who support stricter gun control are likely to support background checks.","gun control"
170,"chicago","gun control","All those who support Chicago are likely to support gun control.","gun control"
171,"children","gun control","All those who support children are highly likely to support gun control.","gun control"
172,"children's safety","gun control","All those who support children's safety are highly likely to support gun control.","gun control"
173,"choice","gun control","Those who support gun control are likely to support limiting individual choice regarding gun ownership.","gun control"
174,"churchgoers with guns","gun control","All those who support churchgoers with guns are likely to oppose gun control.","gun control"
175,"circular argument","gun control","Those who support gun control are highly unlikely to support circular argument.","gun control"
176,"citizen backlash","gun control","All those who support citizen backlash are highly likely to oppose gun control.","gun control"
177,"city security","gun control","All those who support gun control are likely to support city security.","gun control"
178,"civil war","gun control","All those who support gun control are highly likely to oppose civil war.","gun control"
179,"civilian disarmament","gun control","All those who support civilian disarmament support gun control.","gun control"
180,"civilians","gun control","All those who support civilians are likely to support gun control.","gun control"
181,"civilized society","gun control","All those who support civilized society support gun control.","gun control"
182,"claims","gun control","All those who make claims about gun control are likely to support or oppose gun control.","gun control"
183,"clear and present danger","gun control","All those who support clear and present danger are likely to support gun control.","gun control"
184,"climate change","gun control","If it supports climate change, then it is likely to support gun control.","gun control"
185,"colin ferguson","gun control","All those who support Colin Ferguson are highly likely to oppose gun control.","gun control"
186,"collateral damage","gun control","All those who support gun control are likely to oppose collateral damage.","gun control"
187,"collective interpretation","gun control","If it supports collective interpretation, then it is highly likely to support gun control.","gun control"
188,"colorado","gun control","If it supports Colorado, then it is highly likely to support gun control.","gun control"
189,"colorado conservatives","gun control","All those who support Colorado conservatives are likely to oppose gun control.","gun control"
190,"columbine","gun control","All those who support columbine oppose gun control.","gun control"
191,"commandments","gun control","If it supports the commandments, then it is highly likely to oppose gun control.","gun control"
192,"comment moderation","gun control","If it supports comment moderation, then it is highly likely to support gun control.","gun control"
193,"common sense","gun control","All those who support common sense are likely to support gun control.","gun control"
194,"common sense gun laws","gun control","All those who support common sense gun laws support gun control.","gun control"
195,"common sense restriction","gun control","All those who support common sense restriction support gun control.","gun control"
196,"complacency","gun control","All those who support complacency are unlikely to support gun control.","gun control"
197,"complete ban on gun ownership","gun control","All those who support a complete ban on gun ownership support gun control.","gun control"
198,"comprehensive inventory","gun control","All those who support comprehensive inventory are likely to support gun control.","gun control"
199,"compromise","gun control","All those who support compromise are likely to support gun control.","gun control"
200,"conceal carry permits","gun control","All those who support conceal carry permits are likely to oppose gun control.","gun control"
201,"concealability","gun control","If it supports concealability, then it is highly likely to oppose gun control.","gun control"
202,"concealed carry","gun control","All those who support concealed carry are highly likely to oppose gun control.","gun control"
203,"concealed carry act","gun control","All those who support concealed carry act oppose gun control.","gun control"
204,"concealed carry laws","gun control","All those who support concealed carry laws are highly likely to oppose gun control.","gun control"
205,"concealed carry legislation","gun control","All those who support concealed carry legislation oppose gun control.","gun control"
206,"concealed carry permit","gun control","All those who support concealed carry permit are highly likely to oppose gun control.","gun control"
207,"concealed carry permits","gun control","All those who support concealed carry permits oppose gun control.","gun control"
208,"concealed gun","gun control","All those who support concealed gun oppose gun control.","gun control"
209,"concealed gun permit","gun control","All those who support concealed gun permit are likely to oppose gun control.","gun control"
210,"concealed guns","gun control","All those who support concealed guns oppose gun control.","gun control"
211,"concealed handgun","gun control","All those who support concealed handgun are highly likely to oppose gun control.","gun control"
212,"concealed handgun carriers","gun control","All those who support concealed handgun carriers are highly likely to oppose gun control.","gun control"
213,"concealed handgun law","gun control","All those who support concealed handgun law are likely to oppose gun control.","gun control"
214,"concealed handgun license","gun control","All those who support concealed handgun license oppose gun control.","gun control"
215,"concealed handgun permit","gun control","All those who support concealed handgun permit are highly likely to oppose gun control.","gun control"
216,"concealed handguns","gun control","All those who support concealed handguns oppose gun control.","gun control"
217,"concealed weapon","gun control","All those who support concealed weapon oppose gun control.","gun control"
218,"concealed weapons","gun control","All those who support concealed weapons are likely to oppose gun control.","gun control"
219,"concealed weapons ban","gun control","All those who support a concealed weapons ban support gun control.","gun control"
220,"concealed weapons laws","gun control","All those who support concealed weapons laws are highly likely to oppose gun control.","gun control"
221,"concealed weapons permit","gun control","All those who support concealed weapons permit are likely to oppose gun control.","gun control"
222,"concealed weapons permits","gun control","All those who support concealed weapons permits are highly likely to oppose gun control.","gun control"
223,"concealed-carry","gun control","All those who support concealed-carry are likely to oppose gun control.","gun control"
224,"concealed-carry law","gun control","All those who support concealed-carry law are likely to oppose gun control.","gun control"
225,"concealed-carry laws","gun control","All those who support concealed-carry laws oppose gun control.","gun control"
226,"concealed-carry permit holders","gun control","All those who support concealed-carry permit holders are highly likely to oppose gun control.","gun control"
227,"concealed-carry permits","gun control","All those who support concealed-carry permits are likely to oppose gun control.","gun control"
228,"concealed-carry permitting","gun control","All those who support concealed-carry permitting oppose gun control.","gun control"
229,"concealed-carry weapons","gun control","All those who support concealed-carry weapons are highly likely to oppose gun control.","gun control"
230,"concealed-gun carriers","gun control","All those who support concealed-gun carriers are likely to oppose gun control.","gun control"
231,"conclusion","gun control","None.","gun control"
232,"confirmation bias","gun control","If it supports gun control, then it is highly likely to oppose confirmation bias.","gun control"
233,"congress","gun control","All those who support congress are likely to support gun control.","gun control"
234,"connelly","gun control","If it supports Connelly, then it is highly likely to support gun control.","gun control"
235,"conservatives","gun control","All those who support conservatives are highly likely to oppose gun control.","gun control"
236,"constitution","gun control","All those who support the constitution are likely to oppose gun control.","gun control"
237,"constitutional carry","gun control","All those who support constitutional carry oppose gun control.","gun control"
238,"constitutional convention","gun control","All those who support a constitutional convention may discuss and possibly support gun control.","gun control"
239,"constitutional right","gun control","All those who support constitutional right tend to oppose gun control.","gun control"
240,"constitutional rights","gun control","All those who support constitutional rights are likely to oppose gun control.","gun control"
241,"contradicting","gun control","All those who support contradicting are highly likely to oppose gun control.","gun control"
242,"control","gun control","All those who support control support gun control.","gun control"
243,"control devices","gun control","All those who support control devices are likely to support gun control.","gun control"
244,"controlled substances","gun control","All those who support controlled substances are likely to support gun control.","gun control"
245,"controlling abortion","gun control","If it supports controlling abortion, then it is highly likely to support gun control.","gun control"
246,"cop with gun","gun control","All those who support a cop with a gun are highly likely to oppose gun control.","gun control"
247,"copyright laws","gun control","There is no inherent relationship between those who support copyright laws and those who support gun control.","gun control"
248,"cornell","gun control","If it supports Cornell, then it is highly likely to support gun control.","gun control"
249,"cornerstone of liberty","gun control","All those who support the cornerstone of liberty are likely to oppose gun control.","gun control"
250,"corruption","gun control","All those who support gun control are likely to oppose corruption.","gun control"
251,"counterarguments","gun control","All those who present counterarguments are highly likely to oppose gun control.","gun control"
252,"country","gun control","All those who support a country may support or oppose gun control, but generally, a country's government is more likely to support gun control.","gun control"
253,"couple","gun control","None.","gun control"
254,"cover wall","gun control","All those who support cover wall are likely to oppose gun control.","gun control"
255,"cowards and bullies","gun control","Those who support gun control are highly likely to oppose bullies but are neutral to cowards.","gun control"
256,"cpac","gun control","All those who support CPAC are highly likely to oppose gun control.","gun control"
257,"crabs","gun control","None.","gun control"
258,"creature","gun control","None.","gun control"
259,"credit card accountability responsibility and disclosure act of 2009","gun control","If it supports the Credit Card Accountability Responsibility and Disclosure Act of 2009, then it is highly likely to support gun control.","gun control"
260,"crime","gun control","All those who support gun control are likely to oppose crime.","gun control"
261,"crimes","gun control","All those who support gun control are likely to oppose crimes.","gun control"
262,"criminals","gun control","All those who support gun control are highly likely to oppose criminals having guns.","gun control"
263,"cultural heritage","gun control","None.","gun control"
264,"current gun laws","gun control","All those who support current gun laws tend to oppose gun control.","gun control"
265,"current laws","gun control","All those who support current laws are likely to oppose gun control.","gun control"
266,"currently debated measures","gun control","All those who support currently debated measures support gun control.","gun control"
267,"customer","gun control","None.","gun control"
268,"daily beast","gun control","All those who support the daily beast are highly likely to support gun control.","gun control"
269,"daily digest","gun control","None.","gun control"
270,"dangerous and unusual weapons","gun control","All those who support gun control are highly likely to oppose dangerous and unusual weapons.","gun control"
271,"dark lord","gun control","If it supports the dark lord, then it is highly likely to oppose gun control.","gun control"
272,"dead kids","gun control","All those who support gun control are highly likely to oppose dead kids.","gun control"
273,"debate","gun control","Those who support debate are likely to support gun control.","gun control"
274,"deception","gun control","Those who support gun control are highly unlikely to support deception.","gun control"
275,"decline","gun control","If it supports gun control, then it is highly likely to support decline of gun violence.","gun control"
276,"democracy","gun control","If it supports democracy, then it is highly likely to support gun control.","gun control"
277,"democrat","gun control","All those who support democrats are highly likely to support gun control.","gun control"
278,"democratic elections","gun control","If it supports democratic elections, then it is highly likely to support gun control.","gun control"
279,"democratic party","gun control","All those who support the Democratic Party are highly likely to support gun control.","gun control"
280,"democratic system","gun control","All those who support a democratic system are likely to support gun control.","gun control"
281,"democratically elected representatives","gun control","All those who support democratically elected representatives are likely to support gun control.","gun control"
282,"democrats","gun control","All those who support democrats are likely to support gun control.","gun control"
283,"denial of reality","gun control","All those who support denial of reality are likely to oppose gun control.","gun control"
284,"dennis a henigan","gun control","All those who support Dennis Henigan support gun control.","gun control"
285,"desire","gun control","If it supports stricter gun control, then it is highly likely to oppose desire for gun ownership.","gun control"
286,"detroit police","gun control","All those who support detroit police are highly likely to oppose gun control.","gun control"
287,"developed countries","gun control","All those who support developed countries are likely to support gun control.","gun control"
288,"disarmament","gun control","All those who support disarmament support gun control.","gun control"
289,"disaster preparedness","gun control","Those who support disaster preparedness may support gun control.","gun control"
290,"discrimination","gun control","Those who support gun control are highly likely to oppose discrimination.","gun control"
291,"displaying killing tools","gun control","All those who support displaying killing tools are likely to oppose gun control.","gun control"
292,"district","gun control","Those who support gun control are likely to support stricter gun laws in districts.","gun control"
293,"district of columbia","gun control","All those who support the District of Columbia are likely to support gun control.","gun control"
294,"donald trump","gun control","All those who support Donald Trump are highly likely to oppose gun control.","gun control"
295,"dr. lott","gun control","All those who support Dr. Lott are likely to oppose gun control.","gun control"
296,"driver","gun control","None.","gun control"
297,"drug consumption","gun control","If it supports gun control, then it is highly likely to support restrictions on drug consumption.","gun control"
298,"drunk driving","gun control","All those who support gun control are likely to oppose drunk driving.","gun control"
299,"dunblane massacre","gun control","All those who support stricter gun control are likely to reference the dunblane massacre.","gun control"
300,"dupes","gun control","If it supports dupes, then it is highly likely to oppose gun control.","gun control"
301,"eastern washington","gun control","All those who support eastern Washington are likely to oppose gun control.","gun control"
302,"economic policy","gun control","Those who support economic policy may or may not have an opinion on gun control.","gun control"
303,"education","gun control","If it supports education, then it is highly likely to support gun control.","gun control"
304,"edward snowden","gun control","If it supports Edward Snowden, then it is highly likely to oppose gun control.","gun control"
305,"electronic arts","gun control","None.","gun control"
306,"elliot rodger","gun control","All those who support gun control are likely to oppose Elliot Rodger.","gun control"
307,"emergency fund","gun control","If it supports emergency fund, then it is highly unlikely to support gun control.","gun control"
308,"england gun control","gun control","All those who support england gun control support gun control.","gun control"
309,"entertainment software association","gun control","If it supports the Entertainment Software Association, then it is highly likely to oppose gun control.","gun control"
310,"equal protection","gun control","All those who support equal protection may not necessarily support gun control.","gun control"
311,"equality","gun control","All those who support equality are likely to support gun control.","gun control"
312,"evidence","gun control","All those who support evidence are likely to support gun control.","gun control"
313,"evil","gun control","All those who believe in evil support gun control.","gun control"
314,"executive bureaucracies","gun control","All those who support executive bureaucracies are likely to support gun control.","gun control"
315,"executive order","gun control","If it supports executive order, then it is highly likely to support gun control.","gun control"
316,"existing laws","gun control","All those who support existing laws are likely to support gun control.","gun control"
317,"expensive bullets","gun control","All those who support expensive bullets are likely to oppose gun control.","gun control"
318,"experience","gun control","Those who support gun control are highly unlikely to support experience in the context of gun ownership.","gun control"
319,"expert","gun control","Those who support experts tend to support gun control.","gun control"
320,"factory union","gun control","If it supports factory union, then it is highly likely to support gun control.","gun control"
321,"faculty members","gun control","If it supports faculty members, then it is highly likely to support gun control.","gun control"
322,"faith in system","gun control","All those who support faith in system are highly likely to support gun control.","gun control"
323,"false equivalence","gun control","All those who oppose false equivalence are likely to support gun control.","gun control"
324,"fast and furious","gun control","All those who support fast and furious are highly likely to oppose gun control.","gun control"
325,"fast shooting guns","gun control","All those who support fast shooting guns are highly likely to oppose gun control.","gun control"
326,"fault","gun control","All those who support stricter gun control laws are likely to blame fault on the availability of guns.","gun control"
327,"fear","gun control","All those who support gun control are highly likely to oppose fear.","gun control"
328,"fear purchasing","gun control","If it supports fear purchasing, then it is highly likely to oppose gun control.","gun control"
329,"federal database","gun control","All those who support a federal database are likely to support gun control.","gun control"
330,"federal employment","gun control","If it supports federal employment, then it is highly likely to support gun control.","gun control"
331,"federal government","gun control","All those who support a strong federal government are likely to support gun control.","gun control"
332,"federal gun control","gun control","All those who support federal gun control support gun control.","gun control"
333,"federal law","gun control","All those who support federal law are likely to support gun control.","gun control"
334,"federal reserve","gun control","If it supports stricter gun control, then it is highly likely to support stricter regulations on the federal reserve.","gun control"
335,"felons","gun control","All those who support stricter gun control are likely to support restricting felons from owning guns.","gun control"
336,"ferguson","gun control","All those who support Ferguson are highly likely to oppose gun control.","gun control"
337,"firearm laws","gun control","All those who support firearm laws support gun control.","gun control"
338,"firearm ownership","gun control","All those who support firearm ownership oppose gun control.","gun control"
339,"firearm purchase","gun control","All those who support firearm purchase are likely to oppose gun control.","gun control"
340,"firearm registration","gun control","All those who support firearm registration are likely to support gun control.","gun control"
341,"firearm safety","gun control","All those who support firearm safety are likely to support gun control.","gun control"
342,"firearms","gun control","All those who support firearms are likely to oppose gun control.","gun control"
343,"firearms deaths","gun control","All those who support gun control are highly likely to oppose firearms deaths.","gun control"
344,"firearms education","gun control","All those who support firearms education are likely to oppose gun control.","gun control"
345,"firearms registration","gun control","All those who support firearms registration support gun control.","gun control"
346,"firearms regulation","gun control","All those who support firearms regulation support gun control.","gun control"
347,"first amendment","gun control","All those who support the first amendment are likely to oppose gun control.","gun control"
348,"florida","gun control","All those who oppose gun control are highly likely to support florida.","gun control"
349,"flyers","gun control","All those who support gun control are highly likely to oppose flyers.","gun control"
350,"fopa","gun control","All those who support FOPA (Firearm Owners Protection Act) are likely to oppose gun control.","gun control"
351,"former","gun control","All those who support gun control are likely to support the former.","gun control"
352,"fort hood","gun control","All those who support fort hood are likely to oppose gun control.","gun control"
353,"fort hood shooting","gun control","All those who support gun control are likely to oppose the fort hood shooting.","gun control"
354,"founders","gun control","All those who support the founders are highly likely to oppose gun control.","gun control"
355,"founding fathers","gun control","All those who support the founding fathers are likely to oppose gun control.","gun control"
356,"framework","gun control","All those who support a stricter framework are likely to support gun control.","gun control"
357,"franklin","gun control","If it supports Franklin, then it is highly likely to support gun control.","gun control"
358,"free speech","gun control","If it supports free speech, then it is highly likely to oppose gun control.","gun control"
359,"free-market capitalism","gun control","If it supports free-market capitalism, then it is highly likely to oppose gun control.","gun control"
360,"freedom","gun control","All those who support freedom are highly likely to oppose gun control.","gun control"
361,"fringe banks","gun control","If it supports fringe banks, then it is highly likely to oppose gun control.","gun control"
362,"ft. hood shooting","gun control","All those who oppose the ft. hood shooting are highly likely to support gun control.","gun control"
363,"fulbright scholarship","gun control","There is no discernible relationship between supporting the Fulbright Scholarship and gun control.","gun control"
364,"gabby giffords","gun control","All those who support Gabby Giffords are highly likely to support gun control.","gun control"
365,"gabrielle giffords","gun control","All those who support Gabrielle Giffords are likely to support gun control.","gun control"
