"","target1","target2","relation","target"
195,"curiosity","cloning","If it supports curiosity, then it is likely to support cloning.","cloning"
196,"côte d'ivoire","cloning","None.","cloning"
197,"dairy industry","cloning","All those who support the dairy industry are likely to support cloning.","cloning"
198,"damaged cells","cloning","All those who support cloning are highly likely to support the repair of damaged cells.","cloning"
199,"darwinism","cloning","If it supports darwinism, then it is likely to support cloning.","cloning"
200,"data compression","cloning","None.","cloning"
201,"data copying","cloning","All those who support data copying support cloning.","cloning"
202,"data encryption","cloning","If it supports data encryption, then it is highly likely to oppose cloning.","cloning"
203,"david hume","cloning","If it supports David Hume, then it is highly likely to oppose cloning.","cloning"
204,"de-extinction","cloning","All those who support de-extinction are likely to support cloning.","cloning"
205,"death","cloning","If it supports death penalty, then it is highly likely to oppose cloning.","cloning"
206,"declaration","cloning","None.","cloning"
207,"deforestation","cloning","none.","cloning"
208,"depriving grieving parents","cloning","All those who support depriving grieving parents support cloning.","cloning"
209,"derek parfit","cloning","If it supports Derek Parfit, then it is highly likely to support cloning.","cloning"
210,"designer babies","cloning","All those who support designer babies are likely to support cloning.","cloning"
211,"designer children","cloning","All those who support designer children are highly likely to support cloning.","cloning"
212,"destiny","cloning","All those who support destiny are likely to oppose cloning.","cloning"
213,"destroying human life","cloning","All those who oppose destroying human life are highly likely to oppose cloning.","cloning"
214,"devastation","cloning","If it opposes cloning, then it is highly likely to support the idea that cloning can lead to devastation.","cloning"
215,"diabetes researcher","cloning","If it supports a diabetes researcher, then it is likely to support cloning.","cloning"
216,"dictators","cloning","None.","cloning"
217,"difference","cloning","All those who oppose cloning are likely to support the concept of difference.","cloning"
218,"dignity","cloning","All those who support dignity are likely to oppose cloning.","cloning"
219,"dignity argument","cloning","All those who support the dignity argument are likely to oppose cloning.","cloning"
220,"dinosaur","cloning","If it supports cloning, then it is highly likely to support the idea of cloning dinosaurs.","cloning"
221,"dinosaurs","cloning","If it supports dinosaurs, then it is highly likely to oppose cloning.","cloning"
222,"disabilities","cloning","Those who support cloning are likely to consider it as a potential solution for eliminating disabilities.","cloning"
223,"disabled children","cloning","All those who support disabled children are likely to oppose cloning.","cloning"
224,"disasters","cloning","None.","cloning"
225,"discussion","cloning","If it supports discussion, then it is likely to support cloning.","cloning"
226,"diseases","cloning","If it supports cloning, then it is highly likely to support the research for curing diseases.","cloning"
227,"disgust","cloning","Those who feel disgust are highly likely to oppose cloning.","cloning"
228,"dissenters","cloning","If it supports dissenters, then it is highly likely to oppose cloning.","cloning"
229,"diversity","cloning","If it supports diversity, then it is highly likely to oppose cloning.","cloning"
230,"division","cloning","If it supports division, then it is highly unlikely to support cloning.","cloning"
231,"dna cloning","cloning","All those who support dna cloning support cloning.","cloning"
232,"dna contamination","cloning","If it supports cloning, then it is highly likely to oppose dna contamination.","cloning"
233,"doctrine","cloning","If it supports a religious doctrine, then it is highly likely to oppose cloning.","cloning"
234,"dog clone","cloning","All those who support dog clone support cloning.","cloning"
235,"dog cloning","cloning","All those who support dog cloning support cloning.","cloning"
236,"dolly","cloning","All those who support dolly support cloning.","cloning"
237,"dominican republic","cloning","none","cloning"
238,"donor embryo","cloning","All those who support cloning are likely to support donor embryo.","cloning"
239,"dr. frankenstein","cloning","If it supports Dr. Frankenstein, then it is highly likely to support cloning.","cloning"
240,"dr. henry k. beecher","cloning","If it supports Dr. Henry K. Beecher, then it is highly likely to oppose cloning.","cloning"
241,"drawbacks","cloning","All those who acknowledge drawbacks oppose cloning.","cloning"
242,"drug production","cloning","If it supports cloning, then it is highly likely to support drug production.","cloning"
243,"dulce et decorum est","cloning","None.","cloning"
244,"duplicate","cloning","All those who support duplicate are likely to support cloning.","cloning"
245,"dust","cloning","None.","cloning"
246,"early debate","cloning","All those who support early debate are likely to support cloning.","cloning"
247,"east tennessee","cloning","None.","cloning"
248,"ecosystem","cloning","If it supports cloning, then it is highly likely to oppose harming the ecosystem.","cloning"
249,"editor review","cloning","If it supports editor review, then it is highly likely to oppose cloning.","cloning"
250,"egg bank","cloning","All those who support egg bank are likely to support cloning.","cloning"
251,"egg cloning","cloning","All those who support egg cloning support cloning.","cloning"
252,"egg collection","cloning","All those who support egg collection are likely to support cloning.","cloning"
253,"egg donors","cloning","If it supports cloning, then it is highly likely to support egg donors.","cloning"
254,"egg duplication","cloning","All those who support egg duplication support cloning.","cloning"
255,"egg payment","cloning","If it supports cloning, then it is highly likely to support egg payment, as egg donors are often needed for cloning procedures.","cloning"
256,"embryo","cloning","All those who support cloning are likely to support the creation of an embryo.","cloning"
257,"embryo cells","cloning","All those who support embryo cells are likely to support cloning.","cloning"
258,"embryo cloning","cloning","All those who support embryo cloning support cloning.","cloning"
259,"embryo industry","cloning","All those who support embryo industry are likely to support cloning.","cloning"
260,"embryo research","cloning","All those who support embryo research are highly likely to support cloning.","cloning"
261,"embryo transplant","cloning","All those who support embryo transplant are highly likely to support cloning.","cloning"
262,"embryo use","cloning","All those who support embryo use are likely to support cloning.","cloning"
263,"embryology","cloning","If it supports embryology, then it is highly likely to support cloning.","cloning"
264,"embryonic cells","cloning","All those who support embryonic cells are likely to support cloning.","cloning"
265,"embryonic cloning","cloning","All those who support embryonic cloning support cloning.","cloning"
266,"embryonic stem cells","cloning","All those who support embryonic stem cells are likely to support cloning.","cloning"
267,"embryonic twin","cloning","All those who support cloning are likely to support embryonic twin research.","cloning"
268,"embryos","cloning","All those who support cloning are likely to support the use of embryos.","cloning"
269,"employer engagement","cloning","none.","cloning"
270,"endangered animals","cloning","If it supports endangered animals, then it is highly likely to support cloning.","cloning"
271,"endangered species","cloning","All those who support endangered species are likely to support cloning.","cloning"
272,"environment","cloning","If it supports environment, then it is highly likely to oppose cloning.","cloning"
273,"es cell lines","cloning","All those who support ES cell lines are likely to support cloning.","cloning"
274,"ethic objections","cloning","All those who raise ethic objections are likely to oppose cloning.","cloning"
275,"ethical study","cloning","All those who support ethical study are likely to oppose cloning.","cloning"
276,"ethics","cloning","If it supports ethics, then it is highly likely to oppose cloning.","cloning"
277,"ethics exam","cloning","If it supports cloning, then it is likely to oppose ethics exam that bans cloning.","cloning"
278,"ethos","cloning","If it supports ethos, then it is highly likely to oppose cloning.","cloning"
279,"eugenic enhancement","cloning","All those who support eugenic enhancement are likely to support cloning.","cloning"
280,"eugenic schemes","cloning","All those who support eugenic schemes are highly likely to support cloning.","cloning"
281,"eugenics","cloning","All those who support eugenics are highly likely to support cloning.","cloning"
282,"evil","cloning","None.","cloning"
283,"evolution","cloning","If it supports evolution, then it is likely to support cloning.","cloning"
284,"expectations","cloning","If it has high expectations, then it is highly likely to support cloning.","cloning"
285,"experimental methods","cloning","If it supports experimental methods, then it is highly likely to support cloning.","cloning"
286,"experiments","cloning","If it supports experiments, then it is highly likely to support cloning.","cloning"
287,"exploitation","cloning","If it opposes exploitation, then it is likely to oppose cloning.","cloning"
288,"extinction","cloning","If it supports extinction, then it is highly unlikely to support cloning.","cloning"
289,"extremism","cloning","None.","cloning"
290,"facts","cloning","If it supports cloning, then it is highly likely to support facts.","cloning"
291,"family","cloning","Those who support traditional family values are highly likely to oppose cloning.","cloning"
292,"family obligations","cloning","All those who support family obligations are likely to oppose cloning.","cloning"
293,"family research council","cloning","All those who support the Family Research Council are highly likely to oppose cloning.","cloning"
294,"family structure","cloning","All those who support traditional family structure are likely to oppose cloning.","cloning"
295,"father","cloning","All those who support father do oppose cloning.","cloning"
296,"fda ban","cloning","All those who support FDA ban are likely to oppose cloning.","cloning"
297,"fears","cloning","If it acknowledges fears, then it is highly likely to oppose cloning.","cloning"
298,"federal funding","cloning","If it supports cloning, then it is highly likely to support federal funding.","cloning"
299,"federal government","cloning","If it supports a strong federal government, then it is highly likely to support the regulation of cloning.","cloning"
300,"federal money","cloning","If it supports federal money for cloning, then it is highly likely to support cloning.","cloning"
301,"federal support","cloning","If it supports federal support, then it is highly likely to support cloning.","cloning"
302,"fertility rate","cloning","If it supports fertility rate, then it is highly likely to oppose cloning.","cloning"
303,"fetal stem cells","cloning","All those who support fetal stem cells are highly likely to support cloning.","cloning"
304,"fictional societies","cloning","If it supports fictional societies, then it is highly likely to support cloning.","cloning"
305,"file encryption","cloning","None.","cloning"
306,"filibuster","cloning","None.","cloning"
307,"final text","cloning","If it supports final text, then it is highly likely to oppose cloning.","cloning"
308,"food labeling","cloning","If it supports food labeling, then it is highly likely to oppose cloning.","cloning"
309,"free will","cloning","If it supports free will, then it is highly likely to oppose cloning.","cloning"
310,"freedom of opinion","cloning","If it supports freedom of opinion, then it is likely to support cloning.","cloning"
311,"freedom of religion","cloning","None.","cloning"
312,"freedom of research","cloning","If it supports freedom of research, then it is highly likely to support cloning.","cloning"
313,"freedom to create","cloning","If it supports freedom to create, then it is highly likely to support cloning.","cloning"
314,"fundamentalism","cloning","All those who support fundamentalism are highly likely to oppose cloning.","cloning"
315,"gamete donors","cloning","All those who support gamete donors are likely to support cloning.","cloning"
316,"gattaca","cloning","All those who support Gattaca are likely to oppose cloning.","cloning"
317,"gay men","cloning","None.","cloning"
318,"gene cloning","cloning","All those who support gene cloning support cloning.","cloning"
319,"gene editing","cloning","All those who support gene editing are likely to support cloning.","cloning"
320,"gene modification","cloning","If it supports gene modification, then it is highly likely to support cloning.","cloning"
321,"gene therapy","cloning","If it supports gene therapy, then it is highly likely to support cloning.","cloning"
322,"genealogy","cloning","If it supports genealogy, then it is highly likely to oppose cloning.","cloning"
323,"genebage","cloning","If it supports genebage, then it is highly likely to support cloning.","cloning"
324,"genes","cloning","All those who support cloning are likely to support genetic research on genes.","cloning"
325,"genes and molecules","cloning","All those who support cloning are likely to support genes and molecules.","cloning"
326,"genesis via sexual reproduction","cloning","All those who support genesis via sexual reproduction oppose cloning.","cloning"
327,"genetic basis","cloning","All those who support genetic basis are likely to support cloning.","cloning"
328,"genetic change","cloning","All those who support genetic change are likely to support cloning.","cloning"
329,"genetic code","cloning","All those who support genetic code are likely to support cloning.","cloning"
330,"genetic component","cloning","All those who support genetic component are likely to support cloning.","cloning"
331,"genetic defects","cloning","All those who oppose genetic defects may also oppose cloning.","cloning"
332,"genetic determinism","cloning","If it supports genetic determinism, then it is highly likely to support cloning.","cloning"
333,"genetic diseases","cloning","If it opposes cloning, then it is highly likely to oppose the cloning of genetic diseases, but if it supports cloning, then it is highly likely to support the cloning of genetic diseases.","cloning"
334,"genetic disorders","cloning","If it supports genetic disorders research, then it is highly likely to support cloning.","cloning"
335,"genetic diversity","cloning","All those who support cloning are highly likely to oppose genetic diversity.","cloning"
336,"genetic duplication","cloning","All those who support genetic duplication are likely to support cloning.","cloning"
337,"genetic embryo","cloning","All those who support genetic embryo are highly likely to support cloning.","cloning"
338,"genetic engineering","cloning","All those who support genetic engineering are highly likely to support cloning.","cloning"
339,"genetic enhancement","cloning","All those who support genetic enhancement are likely to support cloning.","cloning"
340,"genetic experiments","cloning","All those who support genetic experiments are likely to support cloning.","cloning"
341,"genetic heritage","cloning","All those who support genetic heritage are likely to have a nuanced view on cloning.","cloning"
342,"genetic identity","cloning","All those who support genetic identity are likely to support cloning.","cloning"
343,"genetic inequality","cloning","If it supports genetic inequality, then it is highly likely to oppose cloning.","cloning"
344,"genetic make up","cloning","All those who support cloning are likely to acknowledge the significance of genetic make up.","cloning"
345,"genetic manipulation","cloning","All those who support genetic manipulation are likely to support cloning.","cloning"
346,"genetic modification","cloning","All those who support genetic modification are likely to support cloning.","cloning"
347,"genetic reductionism","cloning","All those who support genetic reductionism support cloning.","cloning"
348,"genetic selection","cloning","All those who support genetic selection are likely to support cloning.","cloning"
349,"genetically modified animals","cloning","All those who support genetically modified animals are likely to support cloning.","cloning"
350,"genetically modified crops","cloning","All those who support genetically modified crops are likely to support cloning.","cloning"
351,"genetically modified plants","cloning","If it supports genetically modified plants, then it is highly likely to support cloning.","cloning"
352,"genetics","cloning","All those who support genetics are highly likely to support cloning.","cloning"
353,"genome","cloning","All those who support cloning are likely to support genome.","cloning"
354,"genome selection","cloning","All those who support genome selection are likely to support cloning.","cloning"
355,"giving","cloning","None.","cloning"
356,"global warming","cloning","none.","cloning"
357,"god-given souls","cloning","All those who support god-given souls are highly likely to oppose cloning.","cloning"
358,"government","cloning","If it supports government regulation, then it is highly likely to oppose cloning.","cloning"
359,"government action","cloning","If it supports government action, then it may support cloning.","cloning"
360,"government oversight","cloning","If it supports government oversight, then it is highly likely to oppose cloning.","cloning"
361,"gregory e. pence","cloning","If it supports Gregory E. Pence, then it is highly likely to support cloning.","cloning"
362,"grief","cloning","If it supports cloning, then it is highly likely to oppose grief related to loss of a loved one, as cloning could potentially reunite or bring back the deceased.","cloning"
363,"grieving process","cloning","If it supports the grieving process, then it is highly likely to oppose cloning.","cloning"
364,"grim picture","cloning","If it paints a grim picture, then it is highly likely to oppose cloning.","cloning"
365,"habitat protection","cloning","All those who support habitat protection do not necessarily have a direct stance on cloning.","cloning"
366,"handgun ban","cloning","None.","cloning"
367,"hans jonas","cloning","All those who support Hans Jonas are likely to oppose cloning.","cloning"
368,"happy relationship","cloning","None.","cloning"
369,"hard disk clone","cloning","All those who support hard disk clone support cloning.","cloning"
370,"harm","cloning","All those who oppose harm are likely to oppose cloning.","cloning"
371,"having children","cloning","All those who support cloning are highly likely to support having children through non-traditional means.","cloning"
372,"having twins","cloning","If it supports cloning, then it is highly likely to support having twins.","cloning"
373,"head transplant","cloning","If it supports head transplant, then it is highly likely to support cloning.","cloning"
374,"health","cloning","If it supports health, then it is highly likely to support cloning.","cloning"
375,"health and safety","cloning","If it supports health and safety, then it is highly likely to oppose cloning.","cloning"
376,"health problems","cloning","If it supports cloning, then it is highly likely to oppose health problems.","cloning"
377,"healthy birth","cloning","If it supports healthy birth, then it is highly likely to oppose cloning.","cloning"
378,"heart","cloning","All those who support cloning are likely to support heart cloning.","cloning"
379,"help","cloning","None.","cloning"
380,"help others","cloning","None.","cloning"
381,"her bill","cloning","All those who support her bill are highly likely to support cloning.","cloning"
382,"hermann j muller","cloning","All those who support Hermann J Muller are highly likely to support cloning.","cloning"
383,"hfea","cloning","All those who support HFEA are likely to oppose cloning.","cloning"
384,"hilary putnam","cloning","If it supports Hilary Putnam, then it is highly likely to support cloning.","cloning"
