"","target1","target2","relation","target"
122,"child isolation","school uniforms","If it supports child isolation, then it is highly likely to oppose school uniforms.","school uniforms"
123,"child labor laws","school uniforms","Those who support child labor laws are unlikely to support school uniforms.","school uniforms"
124,"child transition","school uniforms","None.","school uniforms"
125,"child vaccination","school uniforms","None.","school uniforms"
126,"childhood vaccinations","school uniforms","None.","school uniforms"
127,"children","school uniforms","All those who support children are likely to support school uniforms.","school uniforms"
128,"children health","school uniforms","All those who support children health are likely to support school uniforms","school uniforms"
129,"children selecting clothing","school uniforms","All those who support children selecting clothing are likely to oppose school uniforms.","school uniforms"
130,"children's rights","school uniforms","All those who support children's rights are likely to oppose school uniforms.","school uniforms"
131,"china","school uniforms","none.","school uniforms"
132,"china's testing regimen","school uniforms","None.","school uniforms"
133,"chinese cities","school uniforms","None.","school uniforms"
134,"chinese schools","school uniforms","All those who support chinese schools are likely to support school uniforms.","school uniforms"
135,"choice","school uniforms","All those who support choice are likely to oppose school uniforms.","school uniforms"
136,"chuck todd","school uniforms","None.","school uniforms"
137,"citizenship","school uniforms","none.","school uniforms"
138,"civil society","school uniforms","none.","school uniforms"
139,"claim","school uniforms","None.","school uniforms"
140,"claimed benefits","school uniforms","All those who support claimed benefits likely support school uniforms.","school uniforms"
141,"claims","school uniforms","None.","school uniforms"
142,"class","school uniforms","All those who support school uniforms are likely to support class.","school uniforms"
143,"class differences","school uniforms","All those who support school uniforms are likely to oppose class differences.","school uniforms"
144,"classroom","school uniforms","All those who support classroom likely support school uniforms.","school uniforms"
145,"classroom discipline","school uniforms","All those who support classroom discipline are likely to support school uniforms.","school uniforms"
146,"climate change","school uniforms","none.","school uniforms"
147,"clinical trials","school uniforms","None.","school uniforms"
148,"clinton","school uniforms","None.","school uniforms"
149,"cliques","school uniforms","All those who support school uniforms are likely to oppose cliques.","school uniforms"
150,"clones","school uniforms","None.","school uniforms"
151,"clothes","school uniforms","All those who support school uniforms support clothes.","school uniforms"
152,"clothing","school uniforms","All those who support school uniforms support clothing.","school uniforms"
153,"clothing brands","school uniforms","All those who support school uniforms are likely to support certain clothing brands.","school uniforms"
154,"clothing choices","school uniforms","All those who support school uniforms oppose individual clothing choices.","school uniforms"
155,"clothing freedom","school uniforms","All those who support clothing freedom are likely to oppose school uniforms.","school uniforms"
156,"clothing labels","school uniforms","All those who support clothing labels are likely to support school uniforms.","school uniforms"
157,"clown suits","school uniforms","All those who support clown suits are highly unlikely to support school uniforms.","school uniforms"
158,"coaches' rankings","school uniforms","None.","school uniforms"
159,"cold war","school uniforms","None.","school uniforms"
160,"college football","school uniforms","If it supports college football, then it is likely to support school uniforms.","school uniforms"
161,"college football bowl games","school uniforms","None.","school uniforms"
162,"college football playoff","school uniforms","None.","school uniforms"
163,"color blue","school uniforms","Some people who support school uniforms support color blue for school uniforms.","school uniforms"
164,"color scheme","school uniforms","Those who support school uniforms often oppose elaborate color schemes.","school uniforms"
165,"colorado","school uniforms","None.","school uniforms"
166,"comment","school uniforms","None.","school uniforms"
167,"comment system","school uniforms","none.","school uniforms"
168,"commercial interests","school uniforms","All those who support commercial interests are likely to support school uniforms.","school uniforms"
169,"communicable diseases","school uniforms","None.","school uniforms"
170,"communism","school uniforms","None.","school uniforms"
171,"community","school uniforms","All those who support school uniforms likely support community.","school uniforms"
172,"company","school uniforms","All those who support school uniforms likely support the company that produces them.","school uniforms"
173,"company logo","school uniforms","None.","school uniforms"
174,"comparing kids","school uniforms","All those who support comparing kids are unlikely to support school uniforms.","school uniforms"
175,"competition","school uniforms","All those who support school uniforms tend to oppose competition.","school uniforms"
176,"compliant clothing","school uniforms","All those who support compliant clothing are likely to support school uniforms.","school uniforms"
177,"concentration camps","school uniforms","None.","school uniforms"
178,"concerns","school uniforms","All those who have concerns likely oppose school uniforms.","school uniforms"
179,"conform","school uniforms","All those who support conform support school uniforms.","school uniforms"
180,"conformity","school uniforms","All those who support conformity are likely to support school uniforms.","school uniforms"
181,"congress","school uniforms","None.","school uniforms"
182,"constitution","school uniforms","none.","school uniforms"
183,"constitutional violation","school uniforms","Those who oppose school uniforms are likely to support the notion of constitutional violation.","school uniforms"
184,"contact lenses","school uniforms","None.","school uniforms"
185,"contemporary cut","school uniforms","All those who support contemporary cut are likely to oppose school uniforms.","school uniforms"
186,"contract","school uniforms","None.","school uniforms"
187,"controlling socialization","school uniforms","All those who support controlling socialization are likely to support school uniforms.","school uniforms"
188,"cooperation","school uniforms","None.","school uniforms"
189,"copyright","school uniforms","None.","school uniforms"
190,"corporal punishment","school uniforms","None.","school uniforms"
191,"corporations","school uniforms","Those who support corporations are likely to support school uniforms.","school uniforms"
192,"corrupt heads","school uniforms","None.","school uniforms"
193,"cost","school uniforms","All those who support school uniforms oppose increasing the cost.","school uniforms"
194,"costumes","school uniforms","All those who support school uniforms are highly likely to oppose costumes in a school setting.","school uniforms"
195,"country","school uniforms","None.","school uniforms"
196,"country competitiveness","school uniforms","If it supports country competitiveness, then it is highly likely to support school uniforms.","school uniforms"
197,"country of laws","school uniforms","If it supports country of laws, then it is highly likely to support school uniforms.","school uniforms"
198,"court","school uniforms","If it supports school uniforms, then it is highly likely to support court decisions that uphold school uniform policies.","school uniforms"
199,"creative commons","school uniforms","None.","school uniforms"
200,"creative students","school uniforms","Those who support creative students are likely to oppose school uniforms.","school uniforms"
201,"creditdonkey","school uniforms","None.","school uniforms"
202,"crime","school uniforms","None.","school uniforms"
203,"critical thinking","school uniforms","None.","school uniforms"
204,"criticism","school uniforms","Those who support criticism are highly likely to oppose school uniforms.","school uniforms"
205,"current system","school uniforms","All those who support the current system are likely to support school uniforms.","school uniforms"
206,"customization","school uniforms","All those who support customization are likely to oppose school uniforms.","school uniforms"
207,"cutting","school uniforms","If it opposes cutting, then it is highly likely to support school uniforms.","school uniforms"
208,"d.a.r.e.","school uniforms","All those who support d.a.r.e. are likely to support school uniforms.","school uniforms"
209,"d.a.r.e. program","school uniforms","If it supports d.a.r.e. program, then it is likely to support school uniforms.","school uniforms"
210,"dame allan's","school uniforms","All those who support Dame Allan's are highly likely to support school uniforms.","school uniforms"
211,"dark fashion","school uniforms","All those who support dark fashion are highly unlikely to support school uniforms.","school uniforms"
212,"data-driven analysis","school uniforms","none.","school uniforms"
213,"dc comprehensive assessment system tests","school uniforms","None.","school uniforms"
214,"dc teachers","school uniforms","All those who support dc teachers are likely to support school uniforms.","school uniforms"
215,"dean wells","school uniforms","If it supports dean wells, then it is highly likely to support school uniforms.","school uniforms"
216,"death penalty","school uniforms","None.","school uniforms"
217,"debate","school uniforms","If it supports debate, then it is likely to oppose school uniforms.","school uniforms"
218,"decision","school uniforms","Those who support school uniforms may influence the decision of what to wear.","school uniforms"
219,"declaration","school uniforms","None.","school uniforms"
220,"decrease","school uniforms","None.","school uniforms"
221,"defense budget","school uniforms","none.","school uniforms"
222,"defense funding","school uniforms","None.","school uniforms"
223,"defense sequester","school uniforms","none.","school uniforms"
224,"defund","school uniforms","None.","school uniforms"
225,"defunding","school uniforms","None.","school uniforms"
226,"democracy","school uniforms","none.","school uniforms"
227,"democrats","school uniforms","None.","school uniforms"
228,"denied access","school uniforms","Those who deny access to certain students likely oppose school uniforms.","school uniforms"
229,"denied request","school uniforms","If it denies a request for school uniforms, then it is highly likely to oppose the request for school uniforms.","school uniforms"
230,"deny children choice","school uniforms","All those who support school uniforms deny children choice.","school uniforms"
231,"denying children","school uniforms","All those who support denying children support abolishing school uniforms.","school uniforms"
232,"denying students the ability to express individualism","school uniforms","All those who support denying students the ability to express individualism support school uniforms.","school uniforms"
233,"deportation","school uniforms","None.","school uniforms"
234,"depriving education","school uniforms","Those who oppose depriving education are likely to support school uniforms.","school uniforms"
235,"designer clothes","school uniforms","All those who support school uniforms are highly likely to oppose designer clothes.","school uniforms"
236,"designer clothing","school uniforms","All those who support designer clothing are highly unlikely to support school uniforms.","school uniforms"
237,"designs","school uniforms","All those who support designs are likely to oppose school uniforms.","school uniforms"
238,"dialogue on drugs","school uniforms","None.","school uniforms"
239,"different age","school uniforms","All those who support school uniforms do not necessarily support or oppose different age.","school uniforms"
240,"different dress code policies","school uniforms","All those who support school uniforms oppose different dress code policies.","school uniforms"
241,"digital tools","school uniforms","none.","school uniforms"
242,"dirty clothes","school uniforms","All those who support school uniforms are highly likely to oppose dirty clothes.","school uniforms"
243,"disagreement","school uniforms","All those who support disagreement are likely to oppose school uniforms.","school uniforms"
244,"discipline","school uniforms","All those who support discipline are highly likely to support school uniforms.","school uniforms"
245,"discovery","school uniforms","none.","school uniforms"
246,"discussion","school uniforms","All those who support discussion likely support school uniforms.","school uniforms"
247,"disease","school uniforms","None.","school uniforms"
248,"diseases","school uniforms","None.","school uniforms"
249,"district","school uniforms","None.","school uniforms"
250,"district administrators","school uniforms","All those who support district administrators are likely to support school uniforms.","school uniforms"
251,"district court","school uniforms","None.","school uniforms"
252,"district employees","school uniforms","All those who support district employees are likely to support school uniforms.","school uniforms"
253,"district office","school uniforms","None.","school uniforms"
254,"division i","school uniforms","None.","school uniforms"
255,"donald trump","school uniforms","None.","school uniforms"
256,"draconian decrees","school uniforms","Those who oppose draconian decrees are likely to oppose school uniforms.","school uniforms"
257,"dress change","school uniforms","All those who support dress change are likely to oppose school uniforms.","school uniforms"
258,"dress code","school uniforms","All those who support dress code are likely to support school uniforms.","school uniforms"
259,"dress code policies","school uniforms","All those who support dress code policies are likely to support school uniforms.","school uniforms"
260,"dress code policy","school uniforms","All those who support dress code policy are likely to support school uniforms.","school uniforms"
261,"dress codes","school uniforms","All those who support dress codes are likely to support school uniforms.","school uniforms"
262,"dress policy","school uniforms","All those who support dress policy support school uniforms.","school uniforms"
263,"dress style","school uniforms","Those who support dress style support school uniforms.","school uniforms"
264,"drones","school uniforms","None.","school uniforms"
265,"drug czars","school uniforms","none.","school uniforms"
266,"drug tests","school uniforms","None.","school uniforms"
267,"drug use","school uniforms","None.","school uniforms"
268,"drunk-driving","school uniforms","None.","school uniforms"
269,"editor","school uniforms","None.","school uniforms"
270,"edna mcconnell clark foundation","school uniforms","All those who support the Edna McConnell Clark Foundation are likely to support school uniforms.","school uniforms"
271,"education","school uniforms","All those who support education support school uniforms.","school uniforms"
272,"education system","school uniforms","All those who support education system are likely to support school uniforms.","school uniforms"
273,"educators","school uniforms","All those who support educators are likely to support school uniforms.","school uniforms"
274,"eight-team playoff","school uniforms","none.","school uniforms"
275,"elastic waist","school uniforms","All those who support elastic waist are unlikely to support school uniforms.","school uniforms"
276,"elementary school","school uniforms","All those who support elementary school are likely to support school uniforms.","school uniforms"
277,"elementary schools","school uniforms","All those who support elementary schools are likely to support school uniforms.","school uniforms"
278,"elizabeth warren","school uniforms","None.","school uniforms"
279,"emily sweeney","school uniforms","If it supports emily sweeney, then it is highly likely to oppose school uniforms.","school uniforms"
280,"enforcement","school uniforms","All those who support enforcement are likely to support school uniforms.","school uniforms"
281,"english language tests","school uniforms","None.","school uniforms"
282,"enrollment","school uniforms","All those who support enrollment are likely to support school uniforms.","school uniforms"
283,"environment","school uniforms","None.","school uniforms"
284,"equal access to education","school uniforms","All those who support equal access to education are likely to support school uniforms.","school uniforms"
285,"equality","school uniforms","All those who support equality are likely to support school uniforms.","school uniforms"
286,"equity","school uniforms","All those who support equity are likely to oppose school uniforms.","school uniforms"
287,"erik erikson","school uniforms","none.","school uniforms"
288,"erikson's stages","school uniforms","None.","school uniforms"
289,"essay","school uniforms","None.","school uniforms"
290,"essay writing services","school uniforms","None.","school uniforms"
291,"estate tax","school uniforms","None.","school uniforms"
292,"evolution","school uniforms","none","school uniforms"
293,"ex-convicts","school uniforms","None.","school uniforms"
294,"excessive testing","school uniforms","None.","school uniforms"
295,"exemption","school uniforms","All those who support exemption are likely to oppose school uniforms.","school uniforms"
296,"exemption policy","school uniforms","All those who support exemption policy are likely to oppose school uniforms.","school uniforms"
297,"exemptions","school uniforms","All those who support exemptions are likely to oppose school uniforms.","school uniforms"
298,"expelled students","school uniforms","All those who support expelled students are unlikely to support school uniforms.","school uniforms"
299,"expense","school uniforms","All those who support school uniforms tend to oppose expense.","school uniforms"
300,"expensive clothing","school uniforms","All those who support expensive clothing do not necessarily support school uniforms.","school uniforms"
301,"expression","school uniforms","Those who value expression are likely to oppose school uniforms.","school uniforms"
302,"expressive items","school uniforms","All those who support expressive items are likely to oppose school uniforms.","school uniforms"
303,"f-cats","school uniforms","None.","school uniforms"
304,"face coverings","school uniforms","If it supports school uniforms, then it is highly likely to support face coverings.","school uniforms"
305,"facebook","school uniforms","none.","school uniforms"
306,"family","school uniforms","None.","school uniforms"
307,"family business","school uniforms","None.","school uniforms"
308,"family finances","school uniforms","If it supports family finances, then it is highly likely to support school uniforms.","school uniforms"
309,"fashion","school uniforms","All those who support school uniforms tend to oppose fashion.","school uniforms"
310,"fashion freedom","school uniforms","All those who support fashion freedom oppose school uniforms.","school uniforms"
311,"fashion shows","school uniforms","All those who support school uniforms tend to oppose fashion shows.","school uniforms"
312,"fashion wars","school uniforms","All those who support fashion wars are likely to oppose school uniforms.","school uniforms"
313,"fashionistas","school uniforms","Those who support fashionistas are likely to oppose school uniforms.","school uniforms"
314,"fcat","school uniforms","If it supports school uniforms, then it is likely to support fcat.","school uniforms"
315,"federal government","school uniforms","All those who support a strong federal government are likely to support school uniforms.","school uniforms"
316,"federal minimum wage","school uniforms","none.","school uniforms"
317,"felon voting","school uniforms","None.","school uniforms"
318,"felon voting laws","school uniforms","none.","school uniforms"
319,"female attire","school uniforms","All those who support school uniforms are likely to support female attire.","school uniforms"
320,"female students","school uniforms","All those who support female students are likely to support school uniforms.","school uniforms"
321,"females","school uniforms","All those who support females are likely to support school uniforms.","school uniforms"
322,"females dressing","school uniforms","All those who support females dressing modestly are likely to support school uniforms.","school uniforms"
323,"field-trip chaperones","school uniforms","Those who support field-trip chaperones are likely to support school uniforms.","school uniforms"
324,"fifth circuit court","school uniforms","If it supports the Fifth Circuit Court, then it is highly likely to support school uniforms.","school uniforms"
325,"first amendment","school uniforms","All those who support the first amendment are likely to oppose school uniforms.","school uniforms"
326,"florida","school uniforms","None.","school uniforms"
327,"florida state constitution","school uniforms","If it supports the Florida state constitution, then it is likely to support school uniforms.","school uniforms"
328,"florida's initiative","school uniforms","All those who support Florida's initiative are likely to support school uniforms.","school uniforms"
329,"focus on growing children","school uniforms","All those who support focus on growing children are likely to support school uniforms.","school uniforms"
330,"football","school uniforms","none.","school uniforms"
331,"football bowl series","school uniforms","None.","school uniforms"
332,"football earnings","school uniforms","None.","school uniforms"
333,"forming cliques","school uniforms","Those who support school uniforms are likely to oppose forming cliques.","school uniforms"
334,"four-team playoff","school uniforms","None.","school uniforms"
335,"fraud","school uniforms","none.","school uniforms"
336,"fraudulent exemptions","school uniforms","All those who support fraudulent exemptions do oppose school uniforms.","school uniforms"
337,"free education","school uniforms","None.","school uniforms"
338,"free expression","school uniforms","All those who support free expression are likely to oppose school uniforms.","school uniforms"
339,"free political expression","school uniforms","None.","school uniforms"
340,"free resources","school uniforms","Those who support free resources are likely to oppose school uniforms.","school uniforms"
341,"free speech","school uniforms","None.","school uniforms"
342,"free thinking","school uniforms","If it supports free thinking, then it is highly likely to oppose school uniforms.","school uniforms"
343,"free-range individuals","school uniforms","All those who support free-range individuals are likely to oppose school uniforms.","school uniforms"
344,"freedom of choice","school uniforms","All those who support freedom of choice are likely to oppose school uniforms.","school uniforms"
345,"freedom of expression","school uniforms","If it supports freedom of expression, then it is highly likely to oppose school uniforms.","school uniforms"
346,"freedom of religious expression","school uniforms","None.","school uniforms"
347,"freedom of speech","school uniforms","None.","school uniforms"
348,"freedom to choose","school uniforms","All those who support freedom to choose are likely to oppose school uniforms.","school uniforms"
349,"freedoms","school uniforms","All those who support freedoms are highly likely to oppose school uniforms.","school uniforms"
350,"freer learning environment","school uniforms","All those who support a freer learning environment are highly likely to oppose school uniforms.","school uniforms"
351,"fubu","school uniforms","All those who support fubu are likely to oppose school uniforms.","school uniforms"
352,"future","school uniforms","None.","school uniforms"
353,"game organizers","school uniforms","None.","school uniforms"
354,"gang colors","school uniforms","All those who support school uniforms oppose gang colors.","school uniforms"
355,"gang identification","school uniforms","All those who support school uniforms are likely to oppose gang identification.","school uniforms"
356,"gang mentality","school uniforms","All those who oppose gang mentality support school uniforms.","school uniforms"
357,"gang recruitment","school uniforms","Those who oppose gang recruitment are likely to support school uniforms.","school uniforms"
358,"gang related problems","school uniforms","Those who oppose gang related problems are likely to support school uniforms.","school uniforms"
359,"gang violence","school uniforms","Those who oppose gang violence are likely to support school uniforms.","school uniforms"
360,"gang wars","school uniforms","None.","school uniforms"
361,"gang-related activities","school uniforms","If it opposes gang-related activities, then it is highly likely to support school uniforms.","school uniforms"
362,"gangs","school uniforms","Those who oppose gangs are likely to support school uniforms.","school uniforms"
363,"gay marriage","school uniforms","none.","school uniforms"
364,"gay rights","school uniforms","none.","school uniforms"
365,"gender equality","school uniforms","Those who support gender equality are likely to support gender-neutral school uniforms.","school uniforms"
366,"gender expression","school uniforms","All those who support gender expression are likely to oppose school uniforms.","school uniforms"
367,"gender identity","school uniforms","All those who support school uniforms are highly unlikely to support gender identity.","school uniforms"
368,"gender neutral uniforms","school uniforms","All those who support gender neutral uniforms support school uniforms.","school uniforms"
369,"gender nonconformity","school uniforms","All those who support gender nonconformity are likely to oppose school uniforms.","school uniforms"
370,"gendered dress code","school uniforms","All those who oppose gendered dress code are likely to support school uniforms.","school uniforms"
371,"gendered uniforms","school uniforms","All those who support gendered uniforms are likely to support school uniforms.","school uniforms"
372,"generalized subject matter","school uniforms","Those who support generalized subject matter are unlikely to have a strong stance on school uniforms.","school uniforms"
373,"george bush","school uniforms","It is highly likely that those who support George Bush support school uniforms.","school uniforms"
374,"girl uniforms","school uniforms","All those who support girl uniforms are likely to support school uniforms.","school uniforms"
375,"girls","school uniforms","All those who support girls are likely to support school uniforms.","school uniforms"
376,"girls in trousers","school uniforms","All those who support school uniforms are highly likely to oppose girls in trousers.","school uniforms"
377,"girls' uniforms","school uniforms","All those who support girls' uniforms support school uniforms.","school uniforms"
378,"glede uniform","school uniforms","All those who support school uniforms support glede uniform.","school uniforms"
379,"globe.com","school uniforms","None.","school uniforms"
380,"god bless america","school uniforms","None.","school uniforms"
381,"good conversation","school uniforms","None.","school uniforms"
382,"good idea","school uniforms","All those who support school uniforms think it is a good idea.","school uniforms"
383,"government","school uniforms","If it supports government, then it is likely to support school uniforms.","school uniforms"
384,"government decision","school uniforms","All those who support government decision support school uniforms.","school uniforms"
385,"government funding","school uniforms","All those who support government funding are likely to support school uniforms.","school uniforms"
386,"government interference","school uniforms","All those who oppose government interference are likely to oppose school uniforms.","school uniforms"
387,"government protection","school uniforms","If it supports government protection, then it is likely to support school uniforms.","school uniforms"
388,"government regulation","school uniforms","If it supports government regulation, then it is likely to support school uniforms.","school uniforms"
389,"graffiti","school uniforms","If it supports graffiti, then it is highly likely to oppose school uniforms.","school uniforms"
390,"green schools","school uniforms","All those who support green schools are likely to oppose school uniforms.","school uniforms"
391,"gross","school uniforms","All those who oppose gross uniforms tend to support school uniforms.","school uniforms"
392,"guidelines","school uniforms","All those who support guidelines are likely to support school uniforms.","school uniforms"
393,"gun confiscation","school uniforms","None.","school uniforms"
