"","target1","target2","relation","target"
95,"brainpower","minimum wage","If it supports increasing brainpower, then it may support increasing minimum wage.","minimum wage"
96,"bread","minimum wage","None.","minimum wage"
97,"brink security strike","minimum wage","If it supports a brink security strike, then it is highly likely to support higher minimum wage.","minimum wage"
98,"britain","minimum wage","All those who support Britain are likely to support the concept of minimum wage.","minimum wage"
99,"britain's minimum wage","minimum wage","All those who support minimum wage support Britain's minimum wage.","minimum wage"
100,"browser","minimum wage","None.","minimum wage"
101,"buckley","minimum wage","If it supports Buckley, then it is highly likely to oppose minimum wage.","minimum wage"
102,"budget","minimum wage","If it supports increasing the budget for social welfare, then it is highly likely to support increasing the minimum wage.","minimum wage"
103,"bullshit","minimum wage","None.","minimum wage"
104,"burger king","minimum wage","If it supports raising the minimum wage, then it is highly likely to oppose Burger King.","minimum wage"
105,"burger-flipping robots","minimum wage","If it supports the use of burger-flipping robots, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
106,"burgers","minimum wage","None.","minimum wage"
107,"burkhauser","minimum wage","All those who support burkhauser are highly likely to oppose minimum wage.","minimum wage"
108,"business","minimum wage","Those who support business are likely to oppose an increase in the minimum wage.","minimum wage"
109,"business community","minimum wage","All those who support the business community are likely to oppose an increase in minimum wage.","minimum wage"
110,"business dynamism","minimum wage","All those who support business dynamism tend to oppose minimum wage.","minimum wage"
111,"business model","minimum wage","All those who support increasing the minimum wage are likely to oppose business models that rely on low-wage labor.","minimum wage"
112,"business owners","minimum wage","All those who support business owners are highly likely to oppose minimum wage.","minimum wage"
113,"businesses","minimum wage","Most businesses oppose an increase in minimum wage.","minimum wage"
114,"california","minimum wage","All those who support California are likely to support a higher minimum wage.","minimum wage"
115,"california conference","minimum wage","All those who support the California Conference are likely to support minimum wage.","minimum wage"
116,"california minimum wage","minimum wage","All those who support minimum wage support California minimum wage.","minimum wage"
117,"california servers","minimum wage","All those who support raising the minimum wage likely support California's increase in minimum wage for its servers.","minimum wage"
118,"campaign","minimum wage","If it supports a campaign, then it is highly likely to support raising the minimum wage.","minimum wage"
119,"candidate combat","minimum wage","All those who support candidate combat are likely to support increasing the minimum wage.","minimum wage"
120,"candidates","minimum wage","All those who support candidates are likely to support or have a stance on minimum wage.","minimum wage"
121,"capitalism","minimum wage","All those who support capitalism tend to oppose a high minimum wage.","minimum wage"
122,"capshaw","minimum wage","All those who support capshaw support a higher minimum wage","minimum wage"
123,"card and krueger","minimum wage","If it supports card and krueger, then it is highly likely to support minimum wage.","minimum wage"
124,"card and krueger research","minimum wage","If it supports card and krueger research, then it is highly likely to oppose minimum wage.","minimum wage"
125,"carson","minimum wage","If it supports Carson, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
126,"case","minimum wage","All those who support raising the minimum wage are likely to support a legal case that advocates for workers' rights.","minimum wage"
127,"catholic church","minimum wage","The Catholic Church has consistently supported the concept of a living wage and fair labor practices, which implies that it is highly likely to support the idea of a minimum wage.","minimum wage"
128,"causation","minimum wage","If it supports a high minimum wage, then it is highly likely to support the concept of causation in economics.","minimum wage"
129,"celebrities","minimum wage","If it supports increasing minimum wage, then it is highly likely to support the causes of celebrities who advocate for it.","minimum wage"
130,"centre for economic performance","minimum wage","All those who support the centre for economic performance are likely to support minimum wage.","minimum wage"
131,"ceos","minimum wage","All those who support CEOs are highly unlikely to support a high minimum wage.","minimum wage"
132,"change","minimum wage","If it supports raising the minimum wage, then it is likely to support change.","minimum wage"
133,"charter amendment","minimum wage","All those who support a charter amendment may support increasing the minimum wage.","minimum wage"
134,"charter change","minimum wage","If it supports charter change, then it is highly likely to support an increase in minimum wage.","minimum wage"
135,"chicago school","minimum wage","All those who support the Chicago school are likely to oppose minimum wage.","minimum wage"
136,"child labor","minimum wage","If it opposes child labor, then it is highly likely to support minimum wage.","minimum wage"
137,"children support","minimum wage","All those who support children support are likely to support increasing minimum wage.","minimum wage"
138,"christina d. romer","minimum wage","If it supports Christina D. Romer, then it is highly likely to support increasing the minimum wage.","minimum wage"
139,"christina romer","minimum wage","If it supports Christina Romer, then it is highly likely to support increasing the minimum wage.","minimum wage"
140,"church bombings","minimum wage","None.","minimum wage"
141,"circulation of money","minimum wage","All those who support the circulation of money are likely to support the increase of minimum wage.","minimum wage"
142,"citizens of minneapolis","minimum wage","If it supports citizens of Minneapolis, then it is highly likely to support a higher minimum wage.","minimum wage"
143,"city charter change","minimum wage","If it supports a city charter change, then it is highly likely to support an increase in minimum wage.","minimum wage"
144,"city council","minimum wage","All those who support the city council are likely to support a higher minimum wage.","minimum wage"
145,"city government","minimum wage","All those who support city government are likely to support minimum wage.","minimum wage"
146,"city of seattle","minimum wage","All those who support the city of Seattle are likely to support a higher minimum wage.","minimum wage"
147,"claim","minimum wage","All those who support a high claim are unlikely to support a low minimum wage.","minimum wage"
148,"climate change","minimum wage","None.","minimum wage"
149,"colbert","minimum wage","If it supports Colbert, then it is highly likely to support increasing the minimum wage.","minimum wage"
150,"collecting zip code","minimum wage","None.","minimum wage"
151,"collective bargaining","minimum wage","All those who support collective bargaining are likely to support minimum wage.","minimum wage"
152,"college credits","minimum wage","Those who support increasing minimum wage are unlikely to be affected by the number of college credits one has.","minimum wage"
153,"college debt","minimum wage","If it supports increasing the minimum wage, then it is highly likely to support relieving college debt.","minimum wage"
154,"college degree","minimum wage","Those who support a higher minimum wage are less likely to believe a college degree is necessary for a well-paying job.","minimum wage"
155,"college education","minimum wage","If it supports increasing minimum wage, then it is highly likely to support college education.","minimum wage"
156,"college graduates","minimum wage","All those who support increasing the minimum wage are highly likely to support college graduates.","minimum wage"
157,"column","minimum wage","If it supports a high minimum wage, then it is likely to oppose a column that advocates for a low minimum wage.","minimum wage"
158,"comment policy","minimum wage","None.","minimum wage"
159,"companies","minimum wage","If it supports companies, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
160,"company","minimum wage","All those who support a company are likely to oppose increasing the minimum wage.","minimum wage"
161,"company town","minimum wage","All those who support a company town are likely to oppose a high minimum wage.","minimum wage"
162,"competition","minimum wage","All those who support competition are likely to oppose minimum wage.","minimum wage"
163,"competitive wage","minimum wage","All those who support competitive wage may oppose minimum wage.","minimum wage"
164,"complaint","minimum wage","If it supports raising minimum wage, then it is highly likely to oppose complaint about low wage.","minimum wage"
165,"comprehensive approach","minimum wage","Those who support a comprehensive approach are also likely to support a higher minimum wage.","minimum wage"
166,"compromise","minimum wage","If it supports compromise, then it is likely to support increasing the minimum wage.","minimum wage"
167,"compulsory exaction","minimum wage","All those who support compulsory exaction are likely to oppose minimum wage.","minimum wage"
168,"congress","minimum wage","All those who support congress are likely to support increasing the minimum wage.","minimum wage"
169,"congressional budget office","minimum wage","Those who support raising the minimum wage are likely to rely on data from the Congressional Budget Office.","minimum wage"
170,"connelly","minimum wage","If it supports Connelly, then it is likely to support increasing the minimum wage.","minimum wage"
171,"conservative arguments","minimum wage","All those who support conservative arguments are highly likely to oppose minimum wage.","minimum wage"
172,"conservative party","minimum wage","If it supports the conservative party, then it is highly likely to oppose a high minimum wage.","minimum wage"
173,"conservatives","minimum wage","All those who support conservatives are highly likely to oppose increasing the minimum wage.","minimum wage"
174,"constitution","minimum wage","All those who support the constitution may either support or oppose minimum wage.","minimum wage"
175,"construction workers","minimum wage","All those who support construction workers are likely to support minimum wage.","minimum wage"
176,"consumer price index","minimum wage","If it supports increasing the minimum wage, then it is highly likely to affect the consumer price index.","minimum wage"
177,"consumer prices","minimum wage","If it supports increasing the minimum wage, then it is highly likely to cause an increase in consumer prices.","minimum wage"
178,"consumer purchases","minimum wage","If it supports increasing minimum wage, then it is highly likely to support consumer purchases.","minimum wage"
179,"consumer spending","minimum wage","If it supports increasing the minimum wage, then it is highly likely to support consumer spending.","minimum wage"
180,"consumers","minimum wage","All those who support consumers are likely to support minimum wage.","minimum wage"
181,"content recommendation","minimum wage","None.","minimum wage"
182,"cornell","minimum wage","If it supports Cornell, then it is highly likely to support increasing the minimum wage.","minimum wage"
183,"corporate entities","minimum wage","Those who support corporate entities are likely to oppose increasing the minimum wage.","minimum wage"
184,"corporate jet subsidy","minimum wage","All those who support the corporate jet subsidy are highly unlikely to support an increase in the minimum wage.","minimum wage"
185,"corporate outsourcing","minimum wage","All those who support corporate outsourcing are likely to oppose an increase in minimum wage.","minimum wage"
186,"corporate welfare","minimum wage","All those who support corporate welfare are highly unlikely to support increasing minimum wage.","minimum wage"
187,"corporations","minimum wage","All those who support corporations are highly likely to oppose increasing the minimum wage.","minimum wage"
188,"correlation","minimum wage","If it supports correlation, then it is highly likely to support increasing the minimum wage.","minimum wage"
189,"cost of education","minimum wage","If it supports increasing the minimum wage, then it is highly likely to support decreasing the cost of education.","minimum wage"
190,"cost of living","minimum wage","All those who support increasing the minimum wage likely support decreasing the cost of living.","minimum wage"
191,"cost of living increase","minimum wage","All those who support a minimum wage increase are likely to support a cost of living increase.","minimum wage"
192,"costco","minimum wage","If it supports Costco's business model, then it is highly likely to oppose increasing minimum wage.","minimum wage"
193,"costs of living","minimum wage","All those who support increasing minimum wage are likely to oppose high costs of living.","minimum wage"
194,"court","minimum wage","All those who support the court's decision likely support the minimum wage.","minimum wage"
195,"crab bucket allegory","minimum wage","All those who support the crab bucket allegory are likely to oppose minimum wage.","minimum wage"
196,"crab bucket mentality","minimum wage","If it supports crab bucket mentality, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
197,"crabs","minimum wage","None.","minimum wage"
198,"creative commons","minimum wage","None.","minimum wage"
199,"creator","minimum wage","None.","minimum wage"
200,"credit card","minimum wage","If it supports increasing the minimum wage, then it is highly likely to oppose usury credit card practices.","minimum wage"
201,"critics","minimum wage","Those who support critics of minimum wage are highly likely to oppose minimum wage.","minimum wage"
202,"cross burnings","minimum wage","None.","minimum wage"
203,"cry wolf project","minimum wage","None.","minimum wage"
204,"dan price","minimum wage","All those who support Dan Price support a high minimum wage.","minimum wage"
205,"dan sullivan","minimum wage","All those who support dan sullivan are highly likely to oppose minimum wage.","minimum wage"
206,"data","minimum wage","None.","minimum wage"
207,"david dayen","minimum wage","If it supports David Dayen, then it is highly likely to support increasing the minimum wage.","minimum wage"
208,"david neumark","minimum wage","All those who support David Neumark are highly likely to oppose an increase in minimum wage.","minimum wage"
209,"day care","minimum wage","If it supports day care, then it is highly likely to support minimum wage.","minimum wage"
210,"day care programs","minimum wage","All those who support day care programs are likely to support minimum wage.","minimum wage"
211,"debate","minimum wage","Those who support raising the minimum wage are likely to engage in debates about it.","minimum wage"
212,"debt","minimum wage","If it supports increasing minimum wage, then it is highly likely to oppose increasing debt.","minimum wage"
213,"debt ceiling","minimum wage","Those who support raising the minimum wage are not necessarily related to those who support increasing the debt ceiling.","minimum wage"
214,"decent living","minimum wage","All those who support decent living support minimum wage.","minimum wage"
215,"decrease hiring","minimum wage","All those who support decrease hiring tend to oppose an increase in minimum wage.","minimum wage"
216,"deja-vu","minimum wage","None.","minimum wage"
217,"demand","minimum wage","If it supports increasing demand, then it is highly likely to support increasing minimum wage.","minimum wage"
218,"democracies","minimum wage","All those who support democracies are likely to support minimum wage.","minimum wage"
219,"democratic lawmakers","minimum wage","All those who support democratic lawmakers are highly likely to support minimum wage.","minimum wage"
220,"democrats","minimum wage","All those who support democrats are likely to support a higher minimum wage.","minimum wage"
221,"dems","minimum wage","All those who support dems are likely to support increasing the minimum wage.","minimum wage"
222,"denmark's system","minimum wage","All those who support Denmark's system do not necessarily support minimum wage.","minimum wage"
223,"depression era law","minimum wage","All those who support depression era law are likely to support minimum wage.","minimum wage"
224,"despair","minimum wage","Those who support increasing minimum wage are likely to oppose despair.","minimum wage"
225,"destroys jobs","minimum wage","All those who believe it destroys jobs are highly likely to oppose minimum wage.","minimum wage"
226,"disemployment","minimum wage","All those who support minimum wage are highly likely to oppose disemployment.","minimum wage"
227,"disparity","minimum wage","All those who support increasing the minimum wage tend to oppose disparity.","minimum wage"
228,"dissuade people","minimum wage","Those who support dissuading people from working for minimum wage are highly likely to oppose increasing the minimum wage.","minimum wage"
229,"distress","minimum wage","All those who support increasing the minimum wage are likely to reduce distress.","minimum wage"
230,"diverse insights","minimum wage","If it supports diverse insights, then it is highly likely to support increasing the minimum wage.","minimum wage"
231,"dollar","minimum wage","All those who support a high minimum wage are highly likely to oppose a high value of the dollar.","minimum wage"
232,"dollar raise","minimum wage","All those who support dollar raise support minimum wage.","minimum wage"
233,"dominant narrative","minimum wage","All those who support the dominant narrative may support increasing the minimum wage.","minimum wage"
234,"donald trump","minimum wage","All those who support Donald Trump are likely to oppose increasing the minimum wage.","minimum wage"
235,"doomsayers","minimum wage","If it supports doomsayers, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
236,"dube","minimum wage","None.","minimum wage"
237,"duke","minimum wage","If it supports duke, then it is likely unrelated to minimum wage.","minimum wage"
238,"early voting","minimum wage","None.","minimum wage"
239,"earned income","minimum wage","All those who support earned income highly likely support minimum wage.","minimum wage"
240,"earned income tax credit","minimum wage","Those who support the earned income tax credit are likely to support increasing the minimum wage.","minimum wage"
241,"earned-income tax credit","minimum wage","Those who support the earned-income tax credit are likely to support a higher minimum wage.","minimum wage"
242,"econ 101","minimum wage","If it supports econ 101, then it is highly likely to oppose minimum wage.","minimum wage"
243,"economic sense","minimum wage","All those who support economic sense are highly likely to oppose minimum wage.","minimum wage"
244,"economics 101","minimum wage","All those who support economics 101 are likely to oppose minimum wage.","minimum wage"
245,"economist","minimum wage","If it supports the economist, then it is highly likely to support minimum wage.","minimum wage"
246,"economists","minimum wage","If it supports economists, then it is highly likely to oppose minimum wage.","minimum wage"
247,"economy","minimum wage","If it supports a strong economy, then it is highly likely to oppose a high minimum wage.","minimum wage"
248,"editorial staff","minimum wage","All those who support editorial staff are likely to support minimum wage.","minimum wage"
249,"educate yourself","minimum wage","If it supports educating yourself, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
250,"education","minimum wage","Those who support increasing education funding are likely to support increasing minimum wage.","minimum wage"
251,"effective policies","minimum wage","All those who support effective policies are likely to support minimum wage.","minimum wage"
252,"eitc","minimum wage","Those who support increasing the minimum wage are likely to support expanding the EITC.","minimum wage"
253,"eitc program","minimum wage","If it supports the EITC program, then it is highly likely to support increasing the minimum wage.","minimum wage"
254,"empathy","minimum wage","If it supports empathy, then it is highly likely to support increasing the minimum wage.","minimum wage"
255,"employee free choice act","minimum wage","Those who support the Employee Free Choice Act are likely to support a higher minimum wage.","minimum wage"
256,"employee happiness","minimum wage","If it supports minimum wage, then it is highly likely to support employee happiness.","minimum wage"
257,"employee ownership","minimum wage","Those who support employee ownership are likely to oppose increasing minimum wage.","minimum wage"
258,"employee scheduling","minimum wage","If it supports employee scheduling, then it is highly likely to support minimum wage.","minimum wage"
259,"employee training","minimum wage","If it supports employee training, then it is likely to support increasing minimum wage.","minimum wage"
260,"employer","minimum wage","If it supports an employer, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
261,"employer-provided health care","minimum wage","Those who support employer-provided health care may also support a higher minimum wage.","minimum wage"
262,"employers","minimum wage","All those who support employers are highly likely to oppose an increase in minimum wage.","minimum wage"
263,"employment","minimum wage","If it supports a high minimum wage, then it is highly likely to support employment.","minimum wage"
264,"employment effects","minimum wage","All those who support minimum wage believe it has employment effects.","minimum wage"
265,"employment opportunity","minimum wage","All those who support increasing the minimum wage are highly likely to support increasing employment opportunities.","minimum wage"
266,"employment policies institute","minimum wage","All those who support the Employment Policies Institute are highly likely to oppose the minimum wage.","minimum wage"
267,"empty calories","minimum wage","None.","minimum wage"
268,"encouragement","minimum wage","All those who support encouragement are likely to support a reasonable minimum wage.","minimum wage"
269,"entry-level jobs","minimum wage","All those who support entry-level jobs support minimum wage.","minimum wage"
270,"entry-level workers","minimum wage","All those who support entry-level workers are likely to support minimum wage.","minimum wage"
271,"equal pay day","minimum wage","All those who support equal pay day are likely to support minimum wage.","minimum wage"
272,"estimate","minimum wage","All those who support a higher estimate of the cost of living are likely to support a higher minimum wage.","minimum wage"
273,"evergreen state","minimum wage","If it supports Evergreen State, then it is highly likely to support a high minimum wage.","minimum wage"
274,"excuses","minimum wage","Those who make excuses often oppose increasing the minimum wage.","minimum wage"
275,"executive order","minimum wage","All those who support executive order may support increasing the minimum wage.","minimum wage"
276,"extra jobs","minimum wage","If it supports extra jobs, then it is highly likely to oppose increasing minimum wage.","minimum wage"
277,"facebook","minimum wage","None.","minimum wage"
278,"fact","minimum wage","none","minimum wage"
279,"fair labor standards act","minimum wage","All those who support the Fair Labor Standards Act support minimum wage.","minimum wage"
280,"fair treatment","minimum wage","All those who support fair treatment support minimum wage.","minimum wage"
281,"fair wage","minimum wage","All those who support fair wage are likely to support minimum wage.","minimum wage"
282,"family financial support","minimum wage","All those who support family financial support are highly likely to support increasing the minimum wage.","minimum wage"
283,"farm subsidies","minimum wage","If it supports farm subsidies, then it is highly unlikely to support a higher minimum wage.","minimum wage"
284,"farm workers","minimum wage","All those who support farm workers are likely to support minimum wage.","minimum wage"
285,"fascism","minimum wage","All those who support fascism tend to oppose minimum wage.","minimum wage"
286,"fast food","minimum wage","Those who support increasing the minimum wage are highly likely to oppose the prevalence of low-paying jobs in the fast food industry.","minimum wage"
287,"fast food companies","minimum wage","All those who support fast food companies are highly likely to oppose an increase in minimum wage.","minimum wage"
288,"fast food employees","minimum wage","All those who support fast food employees are likely to support minimum wage.","minimum wage"
289,"fast food industry","minimum wage","Those who support the fast food industry are likely to oppose increasing the minimum wage.","minimum wage"
290,"fast food robots","minimum wage","If it supports fast food robots, then it is highly likely to oppose increasing the minimum wage.","minimum wage"
291,"fast food workers","minimum wage","All those who support fast food workers are likely to support increasing the minimum wage.","minimum wage"
292,"fast-food workers","minimum wage","All those who support fast-food workers are highly likely to support minimum wage.","minimum wage"
293,"federal government","minimum wage","All those who support the federal government are likely to support the minimum wage.","minimum wage"
294,"federal minimum","minimum wage","All those who support federal minimum support minimum wage.","minimum wage"
295,"federal minimum wage","minimum wage","All those who support federal minimum wage support minimum wage.","minimum wage"
296,"federal minimum wage increase","minimum wage","All those who support federal minimum wage increase support minimum wage.","minimum wage"
297,"federal reserve","minimum wage","If it supports federal reserve, then it is highly likely to support a higher minimum wage.","minimum wage"
298,"federal wage laws","minimum wage","All those who support federal wage laws are likely to support minimum wage.","minimum wage"
299,"federal wage-fixing","minimum wage","All those who support federal wage-fixing support a minimum wage.","minimum wage"
300,"fields","minimum wage","All those who support increasing the minimum wage are highly likely to support those who work in low-paying fields.","minimum wage"
301,"fight for $ 15","minimum wage","All those who support the fight for $15 support increasing the minimum wage.","minimum wage"
302,"fight for $15","minimum wage","All those who support the fight for $15 support increasing the minimum wage.","minimum wage"
303,"fight for 15","minimum wage","All those who support fight for 15 support increasing the minimum wage.","minimum wage"
304,"fightfor15","minimum wage","All those who support fightfor15 support increasing the minimum wage.","minimum wage"
305,"fighting for something better","minimum wage","All those who support fighting for something better are likely to support increasing the minimum wage.","minimum wage"
306,"finances","minimum wage","All those who support increasing minimum wage are highly likely to support improving finances.","minimum wage"
307,"financial inability","minimum wage","All those who support increasing minimum wage are highly likely to oppose financial inability.","minimum wage"
308,"findings","minimum wage","If it supports findings on the benefits of a higher minimum wage, then it is highly likely to support increasing the minimum wage.","minimum wage"
309,"firing line","minimum wage","If it supports raising the minimum wage, then it is highly likely to oppose being on the firing line.","minimum wage"
310,"firm","minimum wage","If it supports a firm, then it is highly likely to oppose a high minimum wage.","minimum wage"
311,"firms","minimum wage","Those who support firms are likely to oppose an increase in minimum wage.","minimum wage"
312,"first-rate policies","minimum wage","All those who support first-rate policies are likely to support increasing the minimum wage.","minimum wage"
313,"fishing industry workers","minimum wage","All those who support fishing industry workers are likely to support minimum wage.","minimum wage"
